group_id,sample_id,ME
purple,S10_T2,0.042659647309695306
red,S10_T2,0.0898180890728588
salmon,S10_T2,-0.08115903176264593
tan,S10_T2,-0.14400068783976377
turquoise,S10_T2,-0.06102430060094422
yellow,S10_T2,-0.06401404172822524
black,S16_T2,-0.08688224421608215
blue,S16_T2,0.08388265368208078
brown,S16_T2,0.06060969720262407
green,S16_T2,-0.09977174183335069
greenyellow,S16_T2,-0.049698617076256446
magenta,S16_T2,0.1822231512687788
pink,S16_T2,0.1118666841982093
purple,S16_T2,0.0448373331472974
red,S16_T2,-0.014624072424865582
salmon,S16_T2,-0.03633631518149621
tan,S16_T2,0.05846660402398269
turquoise,S16_T2,-0.12089732868281935
yellow,S16_T2,0.06806238699123113
black,S22_T2,-0.19893100509900352
blue,S22_T2,0.04209177361793156
brown,S22_T2,0.07929689742044885
green,S22_T2,-0.02040559571437342
greenyellow,S22_T2,-0.1473704143822812
magenta,S22_T2,0.19939452837869664
pink,S22_T2,-0.020562239021981697
purple,S22_T2,-0.09250355856611053
red,S22_T2,0.13681968220153107
salmon,S22_T2,-0.05422509640787461
tan,S22_T2,0.1468001551368243
turquoise,S22_T2,-0.09416533886112037
yellow,S22_T2,0.03636001146477245
black,S24_T2,-0.03991972874006939
blue,S24_T2,0.022843966902340678
brown,S24_T2,0.09300718015344209
green,S24_T2,-0.09048358447919808
greenyellow,S24_T2,0.027119555730304466
magenta,S24_T2,-0.16590839810785887
pink,S24_T2,-0.04752730601571328
purple,S24_T2,-0.10635180219504597
red,S24_T2,-0.10736863454655765
salmon,S24_T2,-0.14528934769373292
tan,S24_T2,-0.11268570166774645
turquoise,S24_T2,0.16867242271682303
yellow,S24_T2,-0.0020387378390027975
black,S27_T2,0.17686862219899993
blue,S27_T2,0.007106513134629629
brown,S27_T2,-0.04029654380733264
green,S27_T2,0.005636995796167209
greenyellow,S27_T2,-0.03335017896349579
magenta,S27_T2,0.14372288178132078
pink,S27_T2,0.02257213136881595
purple,S27_T2,-0.12429347986007655
red,S27_T2,-0.08937521759544974
salmon,S27_T2,0.36687144810551237
tan,S27_T2,0.0505745684300438
turquoise,S27_T2,-0.08988191295642001
yellow,S27_T2,0.07529516085636545
black,S29_T2,-0.12167836789604344
blue,S29_T2,0.1259656964853729
brown,S29_T2,-0.09807065791286618
green,S29_T2,0.0024754085449183
greenyellow,S29_T2,-0.05504606824126852
magenta,S29_T2,0.20051054278505687
pink,S29_T2,0.0782200721438479
purple,S29_T2,0.012340906314177688
red,S29_T2,-0.11115889601294177
salmon,S29_T2,0.3450092984101365
tan,S29_T2,0.0872695190984991
turquoise,S29_T2,-0.09669733861075297
yellow,S29_T2,0.09072954043447823
black,S04_T2,0.4074608678002352
blue,S04_T2,0.14904436057219775
brown,S04_T2,0.14415534168023184
green,S04_T2,-0.11915453999941916
