uniprot_id,gene,protein,description,feature_id,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
Q8WW59,SPRYD4,SPRY4_HUMAN,SPRY domain-containing protein 4,SPRYD4,0,0,20.719637580677684,NA,NA,NA,NA,Complete,TRUE,NA
Q13813,SPTAN1,SPTN1_HUMAN,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,3,6.666666666666667,18.479821646243703,0,0,0,0,MAR,TRUE,NA
P11277,SPTB,SPTB1_HUMAN,"Spectrin beta chain, erythrocytic",SPTB,0,0,20.821755518777362,NA,NA,NA,NA,Complete,TRUE,NA
Q01082,SPTBN1,SPTB2_HUMAN,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,10,22.22222222222222,18.258764348751285,0,1,1,2,MNAR,TRUE,0.22988505747126436
Q9Y6N5,SQOR,SQOR_HUMAN,"Sulfide:quinone oxidoreductase, mitochondrial",SQOR,10,22.22222222222222,20.946796467034083,0,0,0,0,MAR,TRUE,NA
P30626,SRI,SORCN_HUMAN,Sorcin,SRI,6,13.333333333333334,20.20688342625066,0,0,0,0,MAR,TRUE,NA
Q86TD4,SRL,SRCA_HUMAN,Sarcalumenin,SRL,0,0,25.733951749047478,NA,NA,NA,NA,Complete,TRUE,NA
P19623,SRM,SPEE_HUMAN,Spermidine synthase,SRM,6,13.333333333333334,17.508915093853968,0,1,1,2,MNAR,TRUE,0.777111444277861
P37108,SRP14,SRP14_HUMAN,Signal recognition particle 14 kDa protein,SRP14,6,13.333333333333334,19.405680946422244,0,0,0,0,MAR,TRUE,NA
P49458,SRP9,SRP09_HUMAN,Signal recognition particle 9 kDa protein,SRP9,2,4.444444444444445,19.347950915097467,0,0,0,0,MAR,TRUE,NA
Q9Y5M8,SRPRB,SRPRB_HUMAN,Signal recognition particle receptor subunit beta,SRPRB,1,2.2222222222222223,19.197933099158845,0,0,0,0,MAR,TRUE,NA
Q01130,SRSF2,SRSF2_HUMAN,Serine/arginine-rich splicing factor 2,SRSF2,6,13.333333333333334,19.120372956635627,0,0,0,0,MAR,TRUE,NA
P84103,SRSF3,SRSF3_HUMAN,Serine/arginine-rich splicing factor 3,SRSF3,17,37.77777777777778,18.347084046211766,1,0,1,2,MNAR,TRUE,0.7491254372813593
P05455,SSB,LA_HUMAN,Lupus La protein,SSB,17,37.77777777777778,17.02741785790095,1,1,1,3,MNAR,TRUE,0.05147426286856572
Q04837,SSBP1,SSBP_HUMAN,"Single-stranded DNA-binding protein, mitochondrial",SSBP1,0,0,20.46139015203631,NA,NA,NA,NA,Complete,TRUE,NA
P50502,ST13,F10A1_HUMAN,Hsc70-interacting protein,ST13,0,0,23.58992898119859,NA,NA,NA,NA,Complete,TRUE,NA
Q96MF2,STAC3,STAC3_HUMAN,SH3 and cysteine-rich domain-containing protein 3,STAC3,5,11.11111111111111,21.601040923793853,0,0,0,0,MAR,TRUE,NA
P40763,STAT3,STAT3_HUMAN,Signal transducer and activator of transcription 3,STAT3,19,42.22222222222222,16.731949103770173,1,1,1,3,MNAR,TRUE,0.271864067966017
P51692,STAT5B,STA5B_HUMAN,Signal transducer and activator of transcription 5B,STAT5B,15,33.33333333333333,15.84345710786036,1,1,1,3,MNAR,TRUE,0.063968015992004
O95210,STBD1,STBD1_HUMAN,Starch-binding domain-containing protein 1,STBD1,0,0,21.841663996769743,NA,NA,NA,NA,Complete,TRUE,NA
Q13586,STIM1,STIM1_HUMAN,Stromal interaction molecule 1,STIM1,6,13.333333333333334,19.241231647608256,0,0,0,0,MAR,TRUE,NA
P31948,STIP1,STIP1_HUMAN,Stress-induced-phosphoprotein 1,STIP1,0,0,23.492737709284434,NA,NA,NA,NA,Complete,TRUE,NA
Q15208,STK38,STK38_HUMAN,Serine/threonine-protein kinase 38,STK38,14,31.11111111111111,20.13651604170715,0,0,0,0,MAR,TRUE,NA
Q9Y2H1,STK38L,ST38L_HUMAN,Serine/threonine-protein kinase 38-like,STK38L,7,15.555555555555555,16.85077171257666,1,1,1,3,MNAR,TRUE,0.7391304347826086
P27105,STOM,STOM_HUMAN,Erythrocyte band 7 integral membrane protein,STOM,0,0,20.25061318962907,NA,NA,NA,NA,Complete,TRUE,NA
Q9UJZ1,STOML2,STML2_HUMAN,"Stomatin-like protein 2, mitochondrial",STOML2,0,0,18.684378011667373,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y3F4,STRAP,STRAP_HUMAN,Serine-threonine kinase receptor-associated protein,STRAP,0,0,20.549963372534013,NA,NA,NA,NA,Complete,TRUE,NA
P46977,STT3A,STT3A_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,STT3A,23,51.11111111111111,17.558544988866146,1,1,1,3,MNAR,FALSE,0.21889055472263869
Q8TCJ2,STT3B,STT3B_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,STT3B,19,42.22222222222222,17.111135740886258,1,1,1,3,MNAR,TRUE,0.7241379310344828
Q9UNE7,STUB1,CHIP_HUMAN,E3 ubiquitin-protein ligase CHIP,STUB1,4,8.88888888888889,18.624584381541133,0,0,0,0,MAR,TRUE,NA
O15400,STX7,STX7_HUMAN,Syntaxin-7,STX7,3,6.666666666666667,18.06962883546196,0,1,0,1,MAR,TRUE,NA
O00186,STXBP3,STXB3_HUMAN,Syntaxin-binding protein 3,STXBP3,2,4.444444444444445,18.924969225306675,0,0,0,0,MAR,TRUE,NA
P53999,SUB1,TCP4_HUMAN,Activated RNA polymerase II transcriptional coactivator p15,SUB1,0,0,20.091329683430516,NA,NA,NA,NA,Complete,TRUE,NA
Q9P2R7,SUCLA2,SUCB1_HUMAN,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",SUCLA2,0,0,24.189546773018524,NA,NA,NA,NA,Complete,TRUE,NA
P53597,SUCLG1,SUCA_HUMAN,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",SUCLG1,0,0,23.926632404078482,NA,NA,NA,NA,Complete,TRUE,NA
Q96I99,SUCLG2,SUCB2_HUMAN,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,0,0,20.392172277586223,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y2Z0,SUGT1,SGT1_HUMAN,Protein SGT1 homolog,SUGT1,23,51.11111111111111,17.752442746437918,1,1,1,3,MNAR,FALSE,0.053973013493253376
P61956,SUMO2,SUMO2_HUMAN,Small ubiquitin-related modifier 2,SUMO2,6,13.333333333333334,19.174647276173463,0,0,0,0,MAR,TRUE,NA
Q15526,SURF1,SURF1_HUMAN,Surfeit locus protein 1,SURF1,1,2.2222222222222223,18.346704024197354,0,0,0,0,MAR,TRUE,NA
Q9H7C4,SYNC,SYNCI_HUMAN,Syncoilin,SYNC,23,51.11111111111111,17.649666065771047,1,1,1,3,MNAR,FALSE,0.6691654172913544
O60506,SYNCRIP,HNRPQ_HUMAN,Heterogeneous nuclear ribonucleoprotein Q,SYNCRIP,1,2.2222222222222223,20.38072153331995,0,0,0,0,MAR,TRUE,NA
Q8WXH0,SYNE2,SYNE2_HUMAN,Nesprin-2,SYNE2,21,46.666666666666664,18.370689296560624,1,0,1,2,MNAR,TRUE,0.8355822088955522
O43760,SYNGR2,SNG2_HUMAN,Synaptogyrin-2,SYNGR2,0,0,19.510869309029513,NA,NA,NA,NA,Complete,TRUE,NA
P57105,SYNJ2BP,SYJ2B_HUMAN,Synaptojanin-2-binding protein,SYNJ2BP,0,0,20.147229329033912,NA,NA,NA,NA,Complete,TRUE,NA
O15061,SYNM,SYNEM_HUMAN,Synemin,SYNM,0,0,19.138971590105914,NA,NA,NA,NA,Complete,TRUE,NA
Q8N3V7,SYNPO,SYNPO_HUMAN,Synaptopodin,SYNPO,5,11.11111111111111,18.28747670142446,0,1,0,1,MAR,TRUE,NA
Q9UMS6,SYNPO2,SYNP2_HUMAN,Synaptopodin-2,SYNPO2,1,2.2222222222222223,21.237450312312355,0,0,0,0,MAR,TRUE,NA
Q9H987,SYNPO2L,SYP2L_HUMAN,Synaptopodin 2-like protein,SYNPO2L,17,37.77777777777778,17.623012267355612,1,1,1,3,MNAR,TRUE,0.8760619690154923
Q16563,SYPL1,SYPL1_HUMAN,Synaptophysin-like protein 1,SYPL1,0,0,18.957717661018997,NA,NA,NA,NA,Complete,TRUE,NA
Q5VXT5,SYPL2,SYPL2_HUMAN,Synaptophysin-like protein 2,SYPL2,0,0,24.66131210578516,NA,NA,NA,NA,Complete,TRUE,NA
O95359,TACC2,TACC2_HUMAN,Transforming acidic coiled-coil-containing protein 2,TACC2,14,31.11111111111111,18.20387500778265,1,1,1,3,MNAR,TRUE,0.3523238380809595
Q9BSH4,TACO1,TACO1_HUMAN,Translational activator of cytochrome c oxidase 1,TACO1,0,0,19.501310004663054,NA,NA,NA,NA,Complete,TRUE,NA
Q01995,TAGLN,TAGL_HUMAN,Transgelin,TAGLN,0,0,22.19900999615559,NA,NA,NA,NA,Complete,TRUE,NA
P37802,TAGLN2,TAGL2_HUMAN,Transgelin-2,TAGLN2,0,0,20.32736135323588,NA,NA,NA,NA,Complete,TRUE,NA
P37837,TALDO1,TALDO_HUMAN,Transaldolase,TALDO1,0,0,22.503195800199464,NA,NA,NA,NA,Complete,TRUE,NA
Q13148,TARDBP,TADBP_HUMAN,TAR DNA-binding protein 43,TARDBP,17,37.77777777777778,18.199225750081002,1,1,1,3,MNAR,TRUE,0.7156421789105447
P26639,TARS1,SYTC_HUMAN,"Threonine--tRNA ligase 1, cytoplasmic",TARS1,10,22.22222222222222,18.846120315563194,0,0,0,0,MAR,TRUE,NA
Q6P1N9,TATDN1,TATD1_HUMAN,Putative deoxyribonuclease TATDN1,TATDN1,0,0,18.897911456807478,NA,NA,NA,NA,Complete,TRUE,NA
Q9HA65,TBC1D17,TBC17_HUMAN,TBC1 domain family member 17,TBC1D17,0,0,19.17055004142561,NA,NA,NA,NA,Complete,TRUE,NA
O75347,TBCA,TBCA_HUMAN,Tubulin-specific chaperone A,TBCA,0,0,19.64749435373394,NA,NA,NA,NA,Complete,TRUE,NA
Q99426,TBCB,TBCB_HUMAN,Tubulin-folding cofactor B,TBCB,8,17.77777777777778,17.204396810644887,1,1,1,3,MNAR,TRUE,0.6711644177911045
O15273,TCAP,TELT_HUMAN,Telethonin,TCAP,0,0,21.922544021021473,NA,NA,NA,NA,Complete,TRUE,NA
P17987,TCP1,TCPA_HUMAN,T-complex protein 1 subunit alpha,TCP1,0,0,22.73664960461435,NA,NA,NA,NA,Complete,TRUE,NA
Q9NZ01,TECR,TECR_HUMAN,Very-long-chain enoyl-CoA reductase,TECR,10,22.22222222222222,17.96057850566712,0,1,1,2,MNAR,TRUE,0.9120439780109945
Q00059,TFAM,TFAM_HUMAN,"Transcription factor A, mitochondrial",TFAM,0,0,20.309253020759552,NA,NA,NA,NA,Complete,TRUE,NA
Q92734,TFG,TFG_HUMAN,Protein TFG,TFG,11,24.444444444444443,19.260670585429857,0,0,0,0,MAR,TRUE,NA
P02786,TFRC,TFR1_HUMAN,Transferrin receptor protein 1,TFRC,17,37.77777777777778,15.672300916646737,1,1,1,3,MNAR,TRUE,0.9580209895052474
P21980,TGM2,TGM2_HUMAN,Protein-glutamine gamma-glutamyltransferase 2,TGM2,0,0,18.361175906651788,NA,NA,NA,NA,Complete,TRUE,NA
Q8WY91,THAP4,THAP4_HUMAN,THAP domain-containing protein 4,THAP4,12,26.666666666666668,19.647821359459556,0,0,0,0,MAR,TRUE,NA
P52888,THOP1,THOP1_HUMAN,Thimet oligopeptidase,THOP1,16,35.55555555555556,15.516778546808608,1,1,1,3,MNAR,TRUE,0.8405797101449275
Q9BU02,THTPA,THTPA_HUMAN,Thiamine-triphosphatase,THTPA,11,24.444444444444443,15.725096514115384,1,1,1,3,MNAR,TRUE,0.8390804597701149
P04216,THY1,THY1_HUMAN,Thy-1 membrane glycoprotein,THY1,20,44.44444444444444,18.759142423804864,1,0,1,2,MNAR,TRUE,0.4127936031984008
Q9NQ88,TIGAR,TIGAR_HUMAN,"Fructose-2,6-bisphosphatase TIGAR",TIGAR,25,55.55555555555556,15.705387617831974,1,1,1,3,MNAR,FALSE,0.5957021489255372
P62072,TIMM10,TIM10_HUMAN,Mitochondrial import inner membrane translocase subunit Tim10,TIMM10,8,17.77777777777778,16.656494142389015,1,1,1,3,MNAR,TRUE,0.46676661669165415
Q9Y5L4,TIMM13,TIM13_HUMAN,Mitochondrial import inner membrane translocase subunit Tim13,TIMM13,0,0,21.51162987803444,NA,NA,NA,NA,Complete,TRUE,NA
Q9BVV7,TIMM21,TIM21_HUMAN,Mitochondrial import inner membrane translocase subunit Tim21,TIMM21,10,22.22222222222222,17.287253107097673,1,1,1,3,MNAR,TRUE,0.050474762618690654
O43615,TIMM44,TIM44_HUMAN,Mitochondrial import inner membrane translocase subunit TIM44,TIMM44,0,0,20.542764505867776,NA,NA,NA,NA,Complete,TRUE,NA
Q3ZCQ8,TIMM50,TIM50_HUMAN,Mitochondrial import inner membrane translocase subunit TIM50,TIMM50,4,8.88888888888889,21.22181265140036,0,0,0,0,MAR,TRUE,NA
O60220,TIMM8A,TIM8A_HUMAN,Mitochondrial import inner membrane translocase subunit Tim8 A,TIMM8A,10,22.22222222222222,18.152147848911028,0,1,1,2,MNAR,TRUE,0.02848575712143928
Q9Y5J7,TIMM9,TIM9_HUMAN,Mitochondrial import inner membrane translocase subunit Tim9,TIMM9,6,13.333333333333334,17.04479161588887,0,1,1,2,MNAR,TRUE,0.06796601699150424
Q9NPL8,TIMMDC1,TIDC1_HUMAN,"Complex I assembly factor TIMMDC1, mitochondrial",TIMMDC1,23,51.11111111111111,18.483790687758386,1,0,1,2,MNAR,FALSE,0.8700649675162418
O75663,TIPRL,TIPRL_HUMAN,TIP41-like protein,TIPRL,1,2.2222222222222223,19.152354808845942,0,0,0,0,MAR,TRUE,NA
Q3LXA3,TKFC,TKFC_HUMAN,Triokinase/FMN cyclase,TKFC,7,15.555555555555555,16.725683041945757,1,1,1,3,MNAR,TRUE,0.95952023988006
P29401,TKT,TKT_HUMAN,Transketolase,TKT,6,13.333333333333334,18.60788489541379,0,0,0,0,MAR,TRUE,NA
Q9Y490,TLN1,TLN1_HUMAN,Talin-1,TLN1,0,0,21.058273250400557,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y4G6,TLN2,TLN2_HUMAN,Talin-2,TLN2,12,26.666666666666668,16.40907015897129,1,1,1,3,MNAR,TRUE,0.8450774612693653
Q9UM00,TMCO1,TMCO1_HUMAN,Calcium load-activated calcium channel,TMCO1,10,22.22222222222222,19.874973781872516,0,0,0,0,MAR,TRUE,NA
Q13445,TMED1,TMED1_HUMAN,Transmembrane emp24 domain-containing protein 1,TMED1,7,15.555555555555555,17.345954854441107,0,1,1,2,MNAR,TRUE,0.953023488255872
P49755,TMED10,TMEDA_HUMAN,Transmembrane emp24 domain-containing protein 10,TMED10,0,0,20.110560497175292,NA,NA,NA,NA,Complete,TRUE,NA
Q15363,TMED2,TMED2_HUMAN,Transmembrane emp24 domain-containing protein 2,TMED2,0,0,20.062195719226118,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y3A6,TMED5,TMED5_HUMAN,Transmembrane emp24 domain-containing protein 5,TMED5,21,46.666666666666664,18.36298499241472,1,0,1,2,MNAR,TRUE,0.3098450774612694
Q9BVK6,TMED9,TMED9_HUMAN,Transmembrane emp24 domain-containing protein 9,TMED9,32,71.11111111111111,24.559715954226,0,0,0,0,MAR,FALSE,NA
Q9BVC6,TMEM109,TM109_HUMAN,Transmembrane protein 109,TMEM109,0,0,19.242516961070525,NA,NA,NA,NA,Complete,TRUE,NA
P17152,TMEM11,TMM11_HUMAN,"Transmembrane protein 11, mitochondrial",TMEM11,0,0,21.57637963302092,NA,NA,NA,NA,Complete,TRUE,NA
Q9H061,TMEM126A,T126A_HUMAN,Transmembrane protein 126A,TMEM126A,9,20,18.046535783319733,0,1,1,2,MNAR,TRUE,0.8645677161419291
Q96AN5,TMEM143,TM143_HUMAN,Transmembrane protein 143,TMEM143,1,2.2222222222222223,18.553998981657447,0,0,0,0,MAR,TRUE,NA
Q9P0S9,TMEM14C,TM14C_HUMAN,Transmembrane protein 14C,TMEM14C,10,22.22222222222222,20.795951468103247,0,0,0,0,MAR,TRUE,NA
Q8TBQ9,TMEM167A,KISHA_HUMAN,Protein kish-A,TMEM167A,26,57.77777777777777,15.385034335525626,1,1,1,3,MNAR,FALSE,0.10594702648675662
Q6UW68,TMEM205,TM205_HUMAN,Transmembrane protein 205,TMEM205,0,0,19.699456049629838,NA,NA,NA,NA,Complete,TRUE,NA
Q9H6F2,TMEM38A,TM38A_HUMAN,Trimeric intracellular cation channel type A,TMEM38A,1,2.2222222222222223,21.12730506066175,0,0,0,0,MAR,TRUE,NA
Q9BTV4,TMEM43,TMM43_HUMAN,Transmembrane protein 43,TMEM43,1,2.2222222222222223,19.524666701792594,0,0,0,0,MAR,TRUE,NA
Q9NVH6,TMLHE,TMLH_HUMAN,"Trimethyllysine dioxygenase, mitochondrial",TMLHE,7,15.555555555555555,18.73737772887376,0,0,0,0,MAR,TRUE,NA
P28289,TMOD1,TMOD1_HUMAN,Tropomodulin-1,TMOD1,8,17.77777777777778,17.464398725130287,0,1,1,2,MNAR,TRUE,0.44227886056971516
Q9NZQ9,TMOD4,TMOD4_HUMAN,Tropomodulin-4,TMOD4,0,0,19.964592180676412,NA,NA,NA,NA,Complete,TRUE,NA
Q9H3N1,TMX1,TMX1_HUMAN,Thioredoxin-related transmembrane protein 1,TMX1,4,8.88888888888889,19.40992431670672,0,0,0,0,MAR,TRUE,NA
Q96JJ7,TMX3,TMX3_HUMAN,Protein disulfide-isomerase TMX3,TMX3,12,26.666666666666668,19.149719529937787,0,0,0,0,MAR,TRUE,NA
Q9H1E5,TMX4,TMX4_HUMAN,Thioredoxin-related transmembrane protein 4,TMX4,0,0,17.62560582254008,NA,NA,NA,NA,Complete,TRUE,NA
P63316,TNNC1,TNNC1_HUMAN,"Troponin C, slow skeletal and cardiac muscles",TNNC1,0,0,25.54396771944434,NA,NA,NA,NA,Complete,TRUE,NA
P02585,TNNC2,TNNC2_HUMAN,"Troponin C, skeletal muscle",TNNC2,0,0,26.75397178331942,NA,NA,NA,NA,Complete,TRUE,NA
P19237,TNNI1,TNNI1_HUMAN,"Troponin I, slow skeletal muscle",TNNI1,0,0,25.15526835931927,NA,NA,NA,NA,Complete,TRUE,NA
P48788,TNNI2,TNNI2_HUMAN,"Troponin I, fast skeletal muscle",TNNI2,0,0,26.16671989411937,NA,NA,NA,NA,Complete,TRUE,NA
P13805,TNNT1,TNNT1_HUMAN,"Troponin T, slow skeletal muscle",TNNT1,0,0,24.200904498129887,NA,NA,NA,NA,Complete,TRUE,NA
P45378,TNNT3,TNNT3_HUMAN,"Troponin T, fast skeletal muscle",TNNT3,0,0,25.891419129725207,NA,NA,NA,NA,Complete,TRUE,NA
Q92973,TNPO1,TNPO1_HUMAN,Transportin-1,TNPO1,23,51.11111111111111,15.522496068169868,1,1,1,3,MNAR,FALSE,0.22188905547226387
Q9Y5L0,TNPO3,TNPO3_HUMAN,Transportin-3,TNPO3,14,31.11111111111111,20.725430412412674,0,0,0,0,MAR,TRUE,NA
Q9HBL0,TNS1,TENS1_HUMAN,Tensin-1,TNS1,6,13.333333333333334,16.23045628921724,1,1,1,3,MNAR,TRUE,0.7896051974012993
Q9H0E2,TOLLIP,TOLIP_HUMAN,Toll-interacting protein,TOLLIP,1,2.2222222222222223,20.640317544605683,0,0,0,0,MAR,TRUE,NA
O60784,TOM1,TOM1_HUMAN,Target of Myb protein 1,TOM1,0,0,21.174254862560357,NA,NA,NA,NA,Complete,TRUE,NA
Q6ZVM7,TOM1L2,TM1L2_HUMAN,TOM1-like protein 2,TOM1L2,8,17.77777777777778,19.002474896002674,0,0,0,0,MAR,TRUE,NA
Q9NS69,TOMM22,TOM22_HUMAN,Mitochondrial import receptor subunit TOM22 homolog,TOMM22,24,53.333333333333336,18.544918661521276,1,0,1,2,MNAR,FALSE,0.6781609195402298
O96008,TOMM40,TOM40_HUMAN,Mitochondrial import receptor subunit TOM40 homolog,TOMM40,5,11.11111111111111,17.94687589934584,0,1,0,1,MAR,TRUE,NA
Q9P0U1,TOMM7,TOM7_HUMAN,Mitochondrial import receptor subunit TOM7 homolog,TOMM7,17,37.77777777777778,17.487626801513525,1,1,1,3,MNAR,TRUE,0.019490254872563718
O94826,TOMM70,TOM70_HUMAN,Mitochondrial import receptor subunit TOM70,TOMM70,0,0,21.554439800743374,NA,NA,NA,NA,Complete,TRUE,NA
Q16890,TPD52L1,TPD53_HUMAN,Tumor protein D53,TPD52L1,7,15.555555555555555,16.765199259577503,1,1,1,3,MNAR,TRUE,0.5867066466766616
O43399,TPD52L2,TPD54_HUMAN,Tumor protein D54,TPD52L2,4,8.88888888888889,19.592789881493974,0,0,0,0,MAR,TRUE,NA
P60174,TPI1,TPIS_HUMAN,Triosephosphate isomerase,TPI1,0,0,29.620687287271096,NA,NA,NA,NA,Complete,TRUE,NA
P09493,TPM1,TPM1_HUMAN,Tropomyosin alpha-1 chain,TPM1,0,0,26.66268394522789,NA,NA,NA,NA,Complete,TRUE,NA
P07951,TPM2,TPM2_HUMAN,Tropomyosin beta chain,TPM2,0,0,26.813546478492565,NA,NA,NA,NA,Complete,TRUE,NA
P06753,TPM3,TPM3_HUMAN,Tropomyosin alpha-3 chain,TPM3,0,0,25.11353850256674,NA,NA,NA,NA,Complete,TRUE,NA
P67936,TPM4,TPM4_HUMAN,Tropomyosin alpha-4 chain,TPM4,2,4.444444444444445,17.63502025948689,0,1,0,1,MAR,TRUE,NA
P29144,TPP2,TPP2_HUMAN,Tripeptidyl-peptidase 2,TPP2,2,4.444444444444445,18.143085247036698,0,1,0,1,MAR,TRUE,NA
O94811,TPPP,TPPP_HUMAN,Tubulin polymerization-promoting protein,TPPP,14,31.11111111111111,16.574740672708792,1,1,1,3,MNAR,TRUE,0.9345327336331835
Q9BW30,TPPP3,TPPP3_HUMAN,Tubulin polymerization-promoting protein family member 3,TPPP3,22,48.888888888888886,19.9432945567972,1,0,0,1,MAR,TRUE,NA
Q9Y3C4,TPRKB,TPRKB_HUMAN,EKC/KEOPS complex subunit TPRKB,TPRKB,28,62.22222222222222,13.815164422000198,1,1,1,3,MNAR,FALSE,0.49825087456271866
P20231,TPSB2,TRYB2_HUMAN,Tryptase beta-2,TPSB2,10,22.22222222222222,20.14566614513514,0,0,0,0,MAR,TRUE,NA
P13693,TPT1,TCTP_HUMAN,Translationally-controlled tumor protein,TPT1,0,0,24.42947706115494,NA,NA,NA,NA,Complete,TRUE,NA
Q12931,TRAP1,TRAP1_HUMAN,"Heat shock protein 75 kDa, mitochondrial",TRAP1,0,0,21.333574892524467,NA,NA,NA,NA,Complete,TRUE,NA
O43617,TRAPPC3,TPPC3_HUMAN,Trafficking protein particle complex subunit 3,TRAPPC3,11,24.444444444444443,17.507991083680935,1,1,1,3,MNAR,TRUE,0.6316841579210395
Q9BYV2,TRIM54,TRI54_HUMAN,Tripartite motif-containing protein 54,TRIM54,1,2.2222222222222223,20.643724139258328,0,0,0,0,MAR,TRUE,NA
Q6ZMU5,TRIM72,TRI72_HUMAN,Tripartite motif-containing protein 72,TRIM72,0,0,25.77314434847585,NA,NA,NA,NA,Complete,TRUE,NA
Q15642,TRIP10,CIP4_HUMAN,Cdc42-interacting protein 4,TRIP10,0,0,19.368534146725676,NA,NA,NA,NA,Complete,TRUE,NA
Q7L0Y3,TRMT10C,TM10C_HUMAN,tRNA methyltransferase 10 homolog C,TRMT10C,24,53.333333333333336,18.597129945827337,1,0,1,2,MNAR,FALSE,0.5547226386806596
Q9UI30,TRMT112,TR112_HUMAN,Multifunctional methyltransferase subunit TRM112-like protein,TRMT112,21,46.666666666666664,17.223573583144592,1,1,1,3,MNAR,TRUE,0.632183908045977
P43897,TSFM,EFTS_HUMAN,"Elongation factor Ts, mitochondrial",TSFM,0,0,17.719626706304425,NA,NA,NA,NA,Complete,TRUE,NA
Q99816,TSG101,TS101_HUMAN,Tumor susceptibility gene 101 protein,TSG101,5,11.11111111111111,16.63832931489898,1,1,1,3,MNAR,TRUE,0.3118440779610195
Q15631,TSN,TSN_HUMAN,Translin,TSN,0,0,20.888774852832494,NA,NA,NA,NA,Complete,TRUE,NA
Q99598,TSNAX,TSNAX_HUMAN,Translin-associated protein X,TSNAX,30,66.66666666666666,18.338250917104283,1,0,1,2,MNAR,FALSE,0.06746626686656672
P30536,TSPO,TSPO_HUMAN,Translocator protein,TSPO,0,0,19.694078118780485,NA,NA,NA,NA,Complete,TRUE,NA
Q16762,TST,THTR_HUMAN,Thiosulfate sulfurtransferase,TST,4,8.88888888888889,20.76442078065835,0,0,0,0,MAR,TRUE,NA
Q5R3I4,TTC38,TTC38_HUMAN,Tetratricopeptide repeat protein 38,TTC38,32,71.11111111111111,19.871603414748463,1,0,0,1,MAR,FALSE,NA
Q8WZ42,TTN,TITIN_HUMAN,Titin,TTN,0,0,24.352322772123134,NA,NA,NA,NA,Complete,TRUE,NA
P02766,TTR,TTHY_HUMAN,Transthyretin,TTR,0,0,24.438387694257074,NA,NA,NA,NA,Complete,TRUE,NA
P68363,TUBA1B,TBA1B_HUMAN,Tubulin alpha-1B chain,TUBA1B,0,0,25.268000949933725,NA,NA,NA,NA,Complete,TRUE,NA
P68366,TUBA4A,TBA4A_HUMAN,Tubulin alpha-4A chain,TUBA4A,0,0,25.55955495084332,NA,NA,NA,NA,Complete,TRUE,NA
Q9NY65,TUBA8,TBA8_HUMAN,Tubulin alpha-8 chain,TUBA8,0,0,22.925392619880213,NA,NA,NA,NA,Complete,TRUE,NA
P07437,TUBB,TBB5_HUMAN,Tubulin beta chain,TUBB,0,0,26.287138316940293,NA,NA,NA,NA,Complete,TRUE,NA
Q13885,TUBB2A,TBB2A_HUMAN,Tubulin beta-2A chain,TUBB2A,0,0,21.146558699796547,NA,NA,NA,NA,Complete,TRUE,NA
P68371,TUBB4B,TBB4B_HUMAN,Tubulin beta-4B chain,TUBB4B,0,0,25.403365453439704,NA,NA,NA,NA,Complete,TRUE,NA
Q9BUF5,TUBB6,TBB6_HUMAN,Tubulin beta-6 chain,TUBB6,3,6.666666666666667,18.619535946691474,0,0,0,0,MAR,TRUE,NA
P49411,TUFM,EFTU_HUMAN,"Elongation factor Tu, mitochondrial",TUFM,0,0,24.68154251608524,NA,NA,NA,NA,Complete,TRUE,NA
Q6IBS0,TWF2,TWF2_HUMAN,Twinfilin-2,TWF2,0,0,23.305371323514706,NA,NA,NA,NA,Complete,TRUE,NA
Q8N3L3,TXLNB,TXLNB_HUMAN,Beta-taxilin,TXLNB,0,0,21.11951170406597,NA,NA,NA,NA,Complete,TRUE,NA
P10599,TXN,THIO_HUMAN,Thioredoxin,TXN,0,0,25.42266872864739,NA,NA,NA,NA,Complete,TRUE,NA
Q99757,TXN2,THIOM_HUMAN,"Thioredoxin, mitochondrial",TXN2,0,0,21.51419667098797,NA,NA,NA,NA,Complete,TRUE,NA
O95881,TXNDC12,TXD12_HUMAN,Thioredoxin domain-containing protein 12,TXNDC12,4,8.88888888888889,18.02181724429516,0,1,0,1,MAR,TRUE,NA
Q9BRA2,TXNDC17,TXD17_HUMAN,Thioredoxin domain-containing protein 17,TXNDC17,0,0,20.77967744173051,NA,NA,NA,NA,Complete,TRUE,NA
O43396,TXNL1,TXNL1_HUMAN,Thioredoxin-like protein 1,TXNL1,0,0,20.601240205076778,NA,NA,NA,NA,Complete,TRUE,NA
