gene,lfc_hi,lfc_lo,sig_hi,sig_lo,sig_int,quadrant,class
PDXK,-0.0458861057683784,-0.0631537300107752,FALSE,FALSE,FALSE,Concordant Down,NS
SDHD,0.392487364348003,-0.358437397905277,FALSE,FALSE,FALSE,HR Up / LR Down,NS
GAPDHS,0.66933587718767,-0.265927973255256,FALSE,FALSE,FALSE,HR Up / LR Down,NS
HSPB6,-0.0826071629804375,0.337788386838106,FALSE,FALSE,FALSE,HR Down / LR Up,NS
NDUFAB1,-0.019259133587969,-0.209680761338394,FALSE,FALSE,FALSE,Concordant Down,NS
CCS,-0.310618709701416,-0.430477916219438,FALSE,FALSE,FALSE,Concordant Down,NS
GOSR2,-0.69416188801403,-0.197879861046122,FALSE,FALSE,FALSE,Concordant Down,NS
IMPA2,-0.337898352304791,-0.314287413533794,FALSE,FALSE,FALSE,Concordant Down,NS
PDCD5,0.498778027488591,0.229085960899116,FALSE,FALSE,FALSE,Concordant Up,NS
PRMT5,0.181693453442431,0.080204883241823,FALSE,FALSE,FALSE,Concordant Up,NS
PSMA7,0.101938136070242,-0.0588197962912709,FALSE,FALSE,FALSE,HR Up / LR Down,NS
OPLAH,0.318388645286923,-0.110454068785373,FALSE,FALSE,FALSE,HR Up / LR Down,NS
BCKDK,-1.66800250342282,-0.574155786096043,TRUE,FALSE,FALSE,Concordant Down,HR
MGST3,-0.283575250231952,0.0593673711163838,FALSE,FALSE,FALSE,HR Down / LR Up,NS
UQCRQ,0.100493822829272,-0.0322323379318945,FALSE,FALSE,FALSE,HR Up / LR Down,NS
MYL12B,0.0758648492763925,-0.0659178443898263,FALSE,FALSE,FALSE,HR Up / LR Down,NS
UQCR11,-0.177402573266967,-0.2088528973355,FALSE,FALSE,FALSE,Concordant Down,NS
CASQ2,-0.337216291470838,0.0409416665956464,FALSE,FALSE,FALSE,HR Down / LR Up,NS
HNRNPDL,0.566821114529318,0.119771725410807,FALSE,FALSE,FALSE,Concordant Up,NS
XPO1,-0.424219026405439,0.087993448782111,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ATP2A1,-0.0703773616084256,-0.350962700323858,FALSE,FALSE,FALSE,Concordant Down,NS
SYNM,-0.8178645762553,-0.0992478872125808,FALSE,FALSE,FALSE,Concordant Down,NS
ARPC1B,0.280662617398477,-0.18298956681808,FALSE,FALSE,FALSE,HR Up / LR Down,NS
ARPC2,0.00974464051479274,0.21688482578125,FALSE,FALSE,FALSE,Concordant Up,NS
ARPC3,-0.465601189458638,0.20093601441296,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PGRMC2,-0.0740686734699629,-0.115421690782416,FALSE,FALSE,FALSE,Concordant Down,NS
PFDN6,0.125589068980972,0.0515590480984791,FALSE,FALSE,FALSE,Concordant Up,NS
TCAP,-0.32677092823538,-0.155896999111491,FALSE,FALSE,FALSE,Concordant Down,NS
PMM2,-0.349483975729086,-0.218373817558572,FALSE,FALSE,FALSE,Concordant Down,NS
EIF3D,-0.209513521937232,0.389349525668251,FALSE,FALSE,FALSE,HR Down / LR Up,NS
BCAT2,0.449718662102271,0.212102048283011,FALSE,FALSE,FALSE,Concordant Up,NS
STX7,0.0989618986629033,0.0422514098057825,FALSE,FALSE,FALSE,Concordant Up,NS
YKT6,-0.126847690001828,0.00248798156707508,FALSE,FALSE,FALSE,HR Down / LR Up,NS
CYB5B,-0.0901339334865696,-0.359872970137211,FALSE,FALSE,FALSE,Concordant Down,NS
NDUFS4,0.382816846949872,-0.207357634145378,FALSE,FALSE,FALSE,HR Up / LR Down,NS
DYNC1LI2,0.362267951141309,-0.194192597839528,FALSE,FALSE,FALSE,HR Up / LR Down,NS
PSMD3,-0.0415619012393407,-0.153826849027908,FALSE,FALSE,FALSE,Concordant Down,NS
RASA4,-0.522771009625256,-0.0926822428541456,FALSE,FALSE,FALSE,Concordant Down,NS
HNRNPR,0.033027676145025,0.0704893901042816,FALSE,FALSE,FALSE,Concordant Up,NS
TXNL1,-0.159669368874273,-0.123482956032678,FALSE,FALSE,FALSE,Concordant Down,NS
TPD52L2,0.46606209314362,0.159589672297393,FALSE,FALSE,FALSE,Concordant Up,NS
ERI3,-0.382559385324381,-0.28174935381514,FALSE,FALSE,FALSE,Concordant Down,NS
HTRA2,0.410979081790618,-0.34727041771794,FALSE,FALSE,FALSE,HR Up / LR Down,NS
AKR7A2,0.429313945570623,-0.139650056570837,FALSE,FALSE,FALSE,HR Up / LR Down,NS
EPB41L2,0.296754444377878,0.461985145641144,FALSE,FALSE,FALSE,Concordant Up,NS
DENR,0.218691827715094,0.100523833982532,FALSE,FALSE,FALSE,Concordant Up,NS
DNPH1,-0.271981056861332,0.0858313172098768,FALSE,FALSE,FALSE,HR Down / LR Up,NS
TIMM44,-0.321699201208286,-0.156883384543271,FALSE,FALSE,FALSE,Concordant Down,NS
TRAPPC3,-0.148071359239594,0.0590684497361202,FALSE,FALSE,FALSE,HR Down / LR Up,NS
CHMP2A,-0.328711105914369,0.141793829567264,FALSE,FALSE,FALSE,HR Down / LR Up,NS
NDUFB5,0.425421011292954,0.208193148021071,FALSE,FALSE,FALSE,Concordant Up,NS
NDUFB3,0.138603421116827,0.139168698431654,FALSE,FALSE,FALSE,Concordant Up,NS
NDUFA2,0.304359804677851,0.026799873435202,FALSE,FALSE,FALSE,Concordant Up,NS
ACTN4,-0.939834676426404,0.259194694273177,FALSE,FALSE,FALSE,HR Down / LR Up,NS
GSTZ1,0.0988379480102033,0.00956634805266887,FALSE,FALSE,FALSE,Concordant Up,NS
PRKAB2,0.0201967302047699,-0.117044523221754,FALSE,FALSE,FALSE,HR Up / LR Down,NS
AP1G1,0.0478207794057148,0.009552803108555,FALSE,FALSE,FALSE,Concordant Up,NS
SYNGR2,-0.519907561422244,-0.44970218130829,FALSE,FALSE,FALSE,Concordant Down,NS
SGTA,0.0545125874209411,0.203839373813459,FALSE,FALSE,FALSE,Concordant Up,NS
ENSA,-0.506174968038028,0.211656688784839,FALSE,FALSE,FALSE,HR Down / LR Up,NS
SLC25A20,0.0893542595023078,-0.139268722299686,FALSE,FALSE,FALSE,HR Up / LR Down,NS
NARS1,0.0877881306687023,-0.0109550526789093,FALSE,FALSE,FALSE,HR Up / LR Down,NS
LANCL1,-0.348943992474425,0.124058927004292,FALSE,FALSE,FALSE,HR Down / LR Up,NS
SLC37A4,-0.146243830096065,-0.47489603377948,FALSE,FALSE,FALSE,Concordant Down,NS
IDH3B,0.293730212000195,0.238205160726928,FALSE,FALSE,FALSE,Concordant Up,NS
CALU,0.0742119804782426,0.0741121846750588,FALSE,FALSE,FALSE,Concordant Up,NS
AHCYL1,-0.0155195189559976,-0.0334833225592917,FALSE,FALSE,FALSE,Concordant Down,NS
NDUFS5,0.276035188707517,0.332632958300945,FALSE,FALSE,FALSE,Concordant Up,NS
TIMM8A,0.38480138707482,0.736054481651205,FALSE,TRUE,FALSE,Concordant Up,LR
PPP1R12B,-0.97061358271835,0.00931873197617961,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PRPSAP2,0.0627365138478417,-1.57087111287226,FALSE,TRUE,TRUE,HR Up / LR Down,Divergent
OPA1,-0.110354175532628,0.0758268205235737,FALSE,FALSE,FALSE,HR Down / LR Up,NS
SNX3,0.253015646277646,-0.0124571377986236,FALSE,FALSE,FALSE,HR Up / LR Down,NS
SYNCRIP,-0.72745609207951,-0.0221548258772835,TRUE,FALSE,TRUE,Concordant Down,Divergent
DIAPH1,-1.31703134379966,-0.0676810608985292,FALSE,FALSE,FALSE,Concordant Down,NS
KLHL41,0.0129234611675741,0.0106425343286958,FALSE,FALSE,FALSE,Concordant Up,NS
PLIN3,0.05629113966841,0.298493583106239,FALSE,FALSE,FALSE,Concordant Up,NS
KPNA6,0.330470731709205,0.106200357816636,FALSE,FALSE,FALSE,Concordant Up,NS
SNX2,0.00756362047932058,-0.0531753726244446,FALSE,FALSE,FALSE,HR Up / LR Down,NS
USO1,0.236600398089507,-0.145804827832858,FALSE,FALSE,FALSE,HR Up / LR Down,NS
TOM1,-0.441472761296851,0.0264022748140533,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PFKFB2,0.374452639008528,1.08917993180724,FALSE,TRUE,FALSE,Concordant Up,LR
CCDC22,-0.0726397948530213,0.265759975732983,FALSE,FALSE,FALSE,HR Down / LR Up,NS
EIF5B,0.398914387903799,-0.0975055429872747,FALSE,FALSE,FALSE,HR Up / LR Down,NS
DNAJA2,0.0211269843918309,0.125715460108783,FALSE,FALSE,FALSE,Concordant Up,NS
NOL3,-0.059996633750707,-0.202636269279793,FALSE,FALSE,FALSE,Concordant Down,NS
ABCB7,-0.131250712054975,-0.649980521138781,FALSE,FALSE,FALSE,Concordant Down,NS
WDR1,0.184150805010301,-0.103988511354604,FALSE,FALSE,FALSE,HR Up / LR Down,NS
LDB3,0.037163870580482,0.045715110615113,FALSE,FALSE,FALSE,Concordant Up,NS
CLASP2,0.604199830021386,0.629109957026149,FALSE,FALSE,FALSE,Concordant Up,NS
COBL,0.31091143572829,0.463417117851694,FALSE,FALSE,FALSE,Concordant Up,NS
CPNE3,0.114578571959782,-0.190521343314828,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CLUH,0.323155350092797,-0.00880505198682258,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CAND2,0.226221758000737,0.0341524969082947,FALSE,FALSE,FALSE,Concordant Up,NS
COQ9,-0.0677008628709039,0.101656716030995,FALSE,FALSE,FALSE,HR Down / LR Up,NS
GGCT,-0.0375103046325975,-0.306180726957209,FALSE,FALSE,FALSE,Concordant Down,NS
NDUFS7,0.56590208356339,-0.0543777632051068,FALSE,FALSE,FALSE,HR Up / LR Down,NS
RTN2,0.455338134167622,-0.193499063356018,FALSE,FALSE,FALSE,HR Up / LR Down,NS
NDUFS2,-0.0180745592912288,-0.0936712697172872,FALSE,FALSE,FALSE,Concordant Down,NS
NIPSNAP2,0.00477698863008058,0.175279488876161,FALSE,FALSE,FALSE,Concordant Up,NS
PDCD6,0.322874304084117,0.0455940579400647,FALSE,FALSE,FALSE,Concordant Up,NS
TBCA,-0.158759980687389,-0.128316526080194,FALSE,FALSE,FALSE,Concordant Down,NS
ATP6V1G1,0.166282783058133,0.143818904631637,FALSE,FALSE,FALSE,Concordant Up,NS
VPS4B,0.342993254003478,-0.00734939112912869,FALSE,FALSE,FALSE,HR Up / LR Down,NS
SH3BGRL,0.369291483460497,-0.0546563495401031,FALSE,FALSE,FALSE,HR Up / LR Down,NS
FLNB,-0.320542794990587,-0.0746913696510063,FALSE,FALSE,FALSE,Concordant Down,NS
NDUFS6,8.6468472358447e-4,-0.107144867550787,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CS,0.253088382613193,0.192458500468817,FALSE,FALSE,FALSE,Concordant Up,NS
SEC22B,-0.230464002625709,0.0724210732333717,FALSE,FALSE,FALSE,HR Down / LR Up,NS
MTX2,-0.20717074680956,-0.111847726463132,FALSE,FALSE,FALSE,Concordant Down,NS
VPS26A,0.452168808203933,0.119323875775745,FALSE,FALSE,FALSE,Concordant Up,NS
NDUFB1,0.0327020780038723,0.0573182690889915,FALSE,FALSE,FALSE,Concordant Up,NS
PMPCB,0.772655101787418,0.00824394263519324,FALSE,FALSE,FALSE,Concordant Up,NS
NDUFS3,0.24634147086384,0.00419375317947512,FALSE,FALSE,FALSE,Concordant Up,NS
ECI2,0.298135264963999,0.112905442151131,FALSE,FALSE,FALSE,Concordant Up,NS
BANF1,-0.407144700318312,-0.365188636404611,FALSE,FALSE,FALSE,Concordant Down,NS
CSDE1,-0.213616026725628,0.104252484886558,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PRKRA,-0.503153414408025,0.179258435282101,FALSE,FALSE,FALSE,HR Down / LR Up,NS
LYPLA1,-0.00428177628366555,0.0497752177443864,FALSE,FALSE,FALSE,HR Down / LR Up,NS
TIPRL,-0.713851232329418,0.138115353945448,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PPM1B,-0.892821978612186,0.213443206727217,TRUE,FALSE,TRUE,HR Down / LR Up,Divergent
SLC25A12,0.159002726471751,-0.0546054417409145,FALSE,FALSE,FALSE,HR Up / LR Down,NS
EIF3G,0.296270006765891,-0.2277750248494,FALSE,FALSE,FALSE,HR Up / LR Down,NS
EIF3J,-0.0953470004756269,-0.156403027864972,FALSE,FALSE,FALSE,Concordant Down,NS
PSMD10,-0.498051351280882,-0.0625485728860333,FALSE,FALSE,FALSE,Concordant Down,NS
IDH1,-0.112879187319187,-0.0596231003828471,FALSE,FALSE,FALSE,Concordant Down,NS
ALDH1L1,0.163950803859265,0.0491507099362529,FALSE,FALSE,FALSE,Concordant Up,NS
ARL6IP5,-0.45161348719796,-0.00381752585944994,FALSE,FALSE,FALSE,Concordant Down,NS
DYSF,-0.103376148736608,0.132992072053504,FALSE,FALSE,FALSE,HR Down / LR Up,NS
DCTN3,-0.510164582150253,0.340240273339706,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ATP5PD,0.0157977614694325,0.13228323721949,FALSE,FALSE,FALSE,Concordant Up,NS
FLOT1,-0.127917742198697,-0.281951419455002,FALSE,FALSE,FALSE,Concordant Down,NS
ATP5MG,0.510895739053968,-0.00891759381945789,FALSE,FALSE,FALSE,HR Up / LR Down,NS
GLRX3,-0.0832295635713436,0.138614987995389,FALSE,FALSE,FALSE,HR Down / LR Up,NS
DDAH1,0.252378566310558,0.123577131516495,FALSE,FALSE,FALSE,Concordant Up,NS
TPPP,-0.545616056351232,-0.808753499596172,FALSE,FALSE,FALSE,Concordant Down,NS
TOMM70,-0.394256655636216,0.382536666941384,FALSE,FALSE,FALSE,HR Down / LR Up,NS
UFL1,0.678395448549029,0.0737154696820745,FALSE,FALSE,FALSE,Concordant Up,NS
PLPBP,-0.0115531720900819,0.00173181098768893,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ERLIN2,0.015423931726918,-0.0209089783057443,FALSE,FALSE,FALSE,HR Up / LR Down,NS
ENDOD1,0.155078449748519,-0.220281244765872,FALSE,FALSE,FALSE,HR Up / LR Down,NS
SEC31A,-0.298805567211108,0.175809704481459,FALSE,FALSE,FALSE,HR Down / LR Up,NS
NDUFB6,0.357049692403745,-0.0200242987199744,FALSE,FALSE,FALSE,HR Up / LR Down,NS
MFN2,0.511578955452183,-0.356378378347578,FALSE,FALSE,TRUE,HR Up / LR Down,Divergent
NDUFA3,0.268968470718377,0.456313694611065,FALSE,FALSE,FALSE,Concordant Up,NS
NDUFB4,0.473987833429856,0.179900285897407,FALSE,FALSE,FALSE,Concordant Up,NS
NDUFB8,0.597328466317254,0.110504081623485,FALSE,FALSE,FALSE,Concordant Up,NS
NDUFA7,0.640348575974532,0.263800898165641,FALSE,FALSE,FALSE,Concordant Up,NS
RTN3,-0.537630603382251,-0.0315418896962356,FALSE,FALSE,FALSE,Concordant Down,NS
LETM1,0.530867706742633,0.309907524868834,FALSE,FALSE,FALSE,Concordant Up,NS
STBD1,0.0196567086858401,0.119953660089504,FALSE,FALSE,FALSE,Concordant Up,NS
EPM2A,0.278540166491311,-0.113403390806223,FALSE,FALSE,FALSE,HR Up / LR Down,NS
VAPB,0.119463157989436,-0.194719297337894,FALSE,FALSE,FALSE,HR Up / LR Down,NS
NDUFC2,0.189760239128066,0.0892755465389179,FALSE,FALSE,FALSE,Concordant Up,NS
NDUFA10,0.0893798091146998,0.061999667655801,FALSE,FALSE,FALSE,Concordant Up,NS
PGLS,0.270008537144179,-0.269616943495961,FALSE,FALSE,FALSE,HR Up / LR Down,NS
TACC2,0.61207792823436,0.0803157552450067,FALSE,FALSE,FALSE,Concordant Up,NS
LYPLA2,-0.0923804811187345,0.520684722675664,FALSE,TRUE,FALSE,HR Down / LR Up,LR
IPO7,0.132700469960945,-0.418050298469431,FALSE,FALSE,FALSE,HR Up / LR Down,NS
ARIH2,-0.512889948741943,0.112200033097057,FALSE,FALSE,FALSE,HR Down / LR Up,NS
AHSA1,-0.611592077147751,-0.310582118043349,FALSE,FALSE,FALSE,Concordant Down,NS
H6PD,0.369301694671577,0.176481056154906,FALSE,FALSE,FALSE,Concordant Up,NS
MPC2,0.124916565787437,-0.239677516294591,FALSE,FALSE,FALSE,HR Up / LR Down,NS
ETHE1,0.13118588660295,0.0269364021213541,FALSE,FALSE,FALSE,Concordant Up,NS
ACSL3,-0.00141122332960464,0.0702284299741507,FALSE,FALSE,FALSE,HR Down / LR Up,NS
OXSR1,0.150003919843893,-0.24954961470986,FALSE,FALSE,FALSE,HR Up / LR Down,NS
AP2A1,0.465840501855944,0.372171389063588,FALSE,FALSE,FALSE,Concordant Up,NS
CAVIN2,-0.0323423971026777,-0.067008012020974,FALSE,FALSE,FALSE,Concordant Down,NS
BAG3,0.211587144657084,0.0604622084733535,FALSE,FALSE,FALSE,Concordant Up,NS
MLYCD,-1.1178343958361,0.0391326592421759,TRUE,FALSE,TRUE,HR Down / LR Up,Divergent
AIFM1,0.184318363093887,0.20904026562993,FALSE,FALSE,FALSE,Concordant Up,NS
EML2,-0.0599763291040283,0.0398485437666309,FALSE,FALSE,FALSE,HR Down / LR Up,NS
BPNT1,-0.503448934010073,0.046643588873696,FALSE,FALSE,FALSE,HR Down / LR Up,NS
DDAH2,0.120628524999912,0.246879465357235,FALSE,FALSE,FALSE,Concordant Up,NS
ABHD16A,-0.330438711690004,-0.25080800276328,FALSE,FALSE,FALSE,Concordant Down,NS
TXNDC12,-0.133425934616607,0.204648365105825,FALSE,FALSE,FALSE,HR Down / LR Up,NS
NUDT3,-0.156521687403558,-0.231866695749947,FALSE,FALSE,FALSE,Concordant Down,NS
NDUFB10,0.58816011879312,0.251618844638827,FALSE,FALSE,FALSE,Concordant Up,NS
MOCS2,-0.148714461834267,-0.276819422329215,FALSE,FALSE,FALSE,Concordant Down,NS
TOMM40,1.04196090192093,0.337526672632521,TRUE,FALSE,FALSE,Concordant Up,HR
MT-CYB,0.0822482046965334,-0.355526694367835,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CYB5A,0.0342196122199532,-0.073547870878901,FALSE,FALSE,FALSE,HR Up / LR Down,NS
ADH1B,0.178085711287032,-0.370713783649503,FALSE,FALSE,FALSE,HR Up / LR Down,NS
LDHA,-0.0948727834139227,0.143031592696886,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ALDH1A1,0.0449544630974579,-0.103938736376453,FALSE,FALSE,FALSE,HR Up / LR Down,NS
GLUD1,0.23074888202936,0.335943552004231,FALSE,FALSE,FALSE,Concordant Up,NS
CYB5R3,0.168947609908646,0.0196009439897153,FALSE,FALSE,FALSE,Concordant Up,NS
GSR,0.0737660297998382,0.00799276772734103,FALSE,FALSE,FALSE,Concordant Up,NS
MT-CO1,-0.500071264164866,-0.55942173449569,FALSE,FALSE,FALSE,Concordant Down,NS
MT-CO2,0.432977178224277,-0.074982683469532,FALSE,FALSE,FALSE,HR Up / LR Down,NS
SOD1,-0.04300909560164,0.0149046438435576,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PNP,-0.202420166446185,-0.59286029353267,FALSE,FALSE,FALSE,Concordant Down,NS
HPRT1,0.0274055697286499,-0.183590052777699,FALSE,FALSE,FALSE,HR Up / LR Down,NS
GOT2,0.302504026578315,0.121595921962758,FALSE,FALSE,FALSE,Concordant Up,NS
PGK1,0.00579217736457238,0.0745054975596418,FALSE,FALSE,FALSE,Concordant Up,NS
AK1,-0.0924837291082596,-0.15337789972919,FALSE,FALSE,FALSE,Concordant Down,NS
MT-ATP6,0.831767718962148,-0.152877095676462,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CA2,-0.30136793733368,-0.263403554632205,FALSE,FALSE,FALSE,Concordant Down,NS
ASS1,-0.624003047954957,0.471150935502298,FALSE,FALSE,FALSE,HR Down / LR Up,NS
KRAS,-0.280957810692975,0.134228275207214,FALSE,FALSE,FALSE,HR Down / LR Up,NS
HLA-B,-0.0736924362650733,-0.323025202941826,FALSE,FALSE,FALSE,Concordant Down,NS
HLA-DRA,-0.591992015012938,1.15406546699788,FALSE,TRUE,TRUE,HR Down / LR Up,Divergent
MB,-0.248617650728349,0.246465941008061,FALSE,FALSE,FALSE,HR Down / LR Up,NS
CRYAB,-0.166974154956797,-0.0664489980569236,FALSE,FALSE,FALSE,Concordant Down,NS
LMNA,-0.260778687480716,-0.091299955055252,FALSE,FALSE,FALSE,Concordant Down,NS
TNNC2,-0.642169883270306,-0.175932250246127,FALSE,FALSE,FALSE,Concordant Down,NS
TFRC,0.404024999216496,-0.566048846691748,FALSE,FALSE,FALSE,HR Up / LR Down,NS
FTL,-0.201205122730485,0.485710440915689,FALSE,FALSE,FALSE,HR Down / LR Up,NS
FTH1,-0.0622001153365588,0.145305571949443,FALSE,FALSE,FALSE,HR Down / LR Up,NS
MT-ND1,0.282382688174671,-0.32397498177636,FALSE,FALSE,FALSE,HR Up / LR Down,NS
MT-ND2,-0.111724127421212,-0.316167172011081,FALSE,FALSE,FALSE,Concordant Down,NS
MT-ND3,0.69238116633414,-0.377935064720962,FALSE,FALSE,FALSE,HR Up / LR Down,NS
MT-ND4,0.152858348849946,-0.0154789676189786,FALSE,FALSE,FALSE,HR Up / LR Down,NS
MT-ND5,0.192422082920562,0.0493466597112437,FALSE,FALSE,FALSE,Concordant Up,NS
MT-ATP8,0.15188779780501,-0.114117030677001,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CAT,-0.107522424840933,-0.563624596906543,FALSE,FALSE,FALSE,Concordant Down,NS
ALDOA,0.0885431345271996,-0.0861207620050415,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CSTB,-0.247437976342589,-0.141604023677289,FALSE,FALSE,FALSE,Concordant Down,NS
SOD2,0.0895932826558976,-0.141703835160008,FALSE,FALSE,FALSE,HR Up / LR Down,NS
THY1,-0.277529932473644,0.727292714734876,FALSE,FALSE,FALSE,HR Down / LR Up,NS
KRT1,0.520170183052109,-0.127960895865375,FALSE,FALSE,FALSE,HR Up / LR Down,NS
GAPDH,-0.0695233222134348,0.0311234530304674,FALSE,FALSE,FALSE,HR Down / LR Up,NS
HLA-A,-0.0318523106850819,0.321821539082038,FALSE,FALSE,FALSE,HR Down / LR Up,NS
CAPNS1,-0.286532094712925,-0.0683197583122919,FALSE,FALSE,FALSE,Concordant Down,NS
HSPB1,0.113199883323048,0.278392998227609,FALSE,FALSE,FALSE,Concordant Up,NS
RPN1,-0.073422439443732,-0.0285968835632779,FALSE,FALSE,FALSE,Concordant Down,NS
RPN2,-0.043780917573212,-0.0639308149037312,FALSE,FALSE,FALSE,Concordant Down,NS
GNAI2,0.329238654861349,0.0953821867075462,FALSE,FALSE,FALSE,Concordant Up,NS
GYPC,-0.160987966735505,-0.293693622315907,FALSE,FALSE,FALSE,Concordant Down,NS
ATP1A1,0.348566718386309,0.00811968513609074,FALSE,FALSE,FALSE,Concordant Up,NS
ATP1B1,0.0212967204121277,0.202995911655044,FALSE,FALSE,FALSE,Concordant Up,NS
ALDH2,-0.0710925674876002,-0.0129513522096545,FALSE,FALSE,FALSE,Concordant Down,NS
SLC25A5,-0.209934783839262,-0.240947049526326,FALSE,FALSE,FALSE,Concordant Down,NS
PCCA,0.118664676375143,0.321405162766254,FALSE,FALSE,FALSE,Concordant Up,NS
PCCB,0.0731385270682843,0.278045435732302,FALSE,FALSE,FALSE,Concordant Up,NS
EIF2S1,-0.070305491921939,0.035523589097604,FALSE,FALSE,FALSE,HR Down / LR Up,NS
RPLP1,-0.314088428307592,-0.143814864857326,FALSE,FALSE,FALSE,Concordant Down,NS
RPLP2,0.0594509902678872,0.133603200544851,FALSE,FALSE,FALSE,Concordant Up,NS
RPLP0,0.27523479449496,-0.00395806931455311,FALSE,FALSE,FALSE,HR Up / LR Down,NS
FABP3,-0.359218731559729,0.112353501921675,FALSE,FALSE,FALSE,HR Down / LR Up,NS
SSB,-0.487418499058773,-0.0848562483053961,FALSE,FALSE,FALSE,Concordant Down,NS
ITGB1,0.176555286106321,-0.0429097241452467,FALSE,FALSE,FALSE,HR Up / LR Down,NS
KRT8,0.919632770928676,-0.37212653423234,FALSE,FALSE,FALSE,HR Up / LR Down,NS
MYL1,-0.398853278076341,-0.141769168295372,FALSE,FALSE,FALSE,Concordant Down,NS
