"protein_id","group_id","membership_weight"
"P08962","green",1
"P09104","magenta",1
"P09110","grey",1
"P09211","grey",1
"P09417","blue",1
"P09429","green",1
"P09467","black",1
"P09488","grey",1
"P09493","red",1
"P09497","grey",1
"P09525","turquoise",1
"P09622","black",1
"P09651","pink",1
"P09669","yellow",1
"P09874","pink",1
"P09936","green",1
"P09960","blue",1
"P09972","blue",1
"P0CW19","red",1
"P0DMV8","brown",1
"P0DP23","blue",1
"P10155","turquoise",1
"P10253","turquoise",1
"P10301","grey",1
"P10321","blue",1
"P10515","yellow",1
"P10599","blue",1
"P10606","blue",1
"P10644","brown",1
"P10768","turquoise",1
"P10809","black",1
"P10916","red",1
"P11021","green",1
"P11047","red",1
"P11055","red",1
"P11142","brown",1
"P11166","greenyellow",1
"P11171","greenyellow",1
"P11177","yellow",1
"P11182","turquoise",1
"P11216","blue",1
"P11217","magenta",1
"P11233","red",1
"P11277","greenyellow",1
"P11279","brown",1
"P11310","black",1
"P11532","grey",1
"P11586","turquoise",1
"P11766","green",1
"P11940","turquoise",1
"P12081","blue",1
"P12109","red",1
"P12110","red",1
"P12111","red",1
"P12235","blue",1
"P12236","yellow",1
"P12268","blue",1
"P12277","blue",1
"P12429","greenyellow",1
"P12694","grey",1
"P12814","red",1
"P12829","red",1
"P12882","red",1
"P12883","red",1
"P12955","grey",1
"P12956","blue",1
"P13010","turquoise",1
"P13073","yellow",1
"P13164","green",1
"P13473","turquoise",1
"P13489","brown",1
"P13533","red",1
"P13535","red",1
"P13639","brown",1
"P13645","grey",1
"P13667","green",1
"P13693","blue",1
"P13716","greenyellow",1
"P13796","green",1
"P13797","turquoise",1
"P13798","grey",1
"P13804","black",1
"P13805","red",1
"P13807","yellow",1
"P13861","turquoise",1
"P13929","magenta",1
"P13987","magenta",1
"P14314","brown",1
"P14324","black",1
"P14406","yellow",1
"P14543","red",1
"P14550","green",1
"P14618","magenta",1
"P14621","blue",1
"P14625","brown",1
"P14649","red",1
"P14678","green",1
"P14735","magenta",1
"P14854","yellow",1
"P14866","pink",1
"P14868","blue",1
"P14923","grey",1
"P14927","yellow",1
"P15090","brown",1
"P15104","grey",1
"P15121","brown",1
"P15170","grey",1
"P15259","magenta",1
"P15311","brown",1
"P15374","grey",1
"P15531","blue",1
"P15880","turquoise",1
"P15927","green",1
"P15954","yellow",1
"P16083","black",1
"P16118","purple",1
"P16152","green",1
"P16157","greenyellow",1
"P16219","black",1
"P16298","magenta",1
"P16615","grey",1
"P16671","turquoise",1
"P16930","brown",1
"P16989","brown",1
"P17152","purple",1
"P17174","magenta",1
"P17540","purple",1
"P17568","yellow",1
"P17612","turquoise",1
"P17655","green",1
"P17661","red",1
"P17812","turquoise",1
"P17858","blue",1
"P17980","turquoise",1
"P17987","green",1
"P18031","brown",1
"P18085","grey",1
"P18124","pink",1
"P18206","brown",1
"P18621","red",1
"P18669","black",1
"P18859","black",1
"P19237","red",1
"P19338","brown",1
"P19367","pink",1
"P19404","yellow",1
"P19623","blue",1
"P19971","turquoise",1
"P20042","blue",1
"P20073","brown",1
"P20340","blue",1
"P20472","turquoise",1
"P20618","blue",1
"P20674","yellow",1
"P20774","turquoise",1
"P20807","red",1
"P20810","grey",1
"P20929","red",1
"P20962","green",1
"P21266","grey",1
"P21281","blue",1
"P21291","tan",1
"P21333","turquoise",1
"P21397","yellow",1
"P21399","turquoise",1
"P21695","turquoise",1
"P21796","yellow",1
"P21817","red",1
"P21912","black",1
"P21926","tan",1
"P21953","turquoise",1
"P21964","green",1
"P21980","greenyellow",1
"P22033","purple",1
"P22059","grey",1
"P22061","brown",1
"P22102","turquoise",1
"P22234","greenyellow",1
"P22307","blue",1
"P22314","brown",1
"P22392","brown",1
"P22570","grey",1
"P22626","pink",1
"P22695","yellow",1
"P22830","grey",1
"P23109","yellow",1
"P23142","green",1
"P23246","pink",1
"P23297","brown",1
"P23327","brown",1
"P23368","grey",1
"P23381","green",1
"P23396","pink",1
"P23434","purple",1
"P23526","brown",1
"P23528","brown",1
"P23634","turquoise",1
"P23786","black",1
"P24043","purple",1
"P24298","grey",1
"P24310","yellow",1
"P24534","turquoise",1
"P24539","purple",1
"P24666","blue",1
"P24752","black",1
"P25325","grey",1
"P25398","pink",1
"P25685","pink",1
"P25705","purple",1
"P25786","magenta",1
"P25787","turquoise",1
"P25788","black",1
"P25789","turquoise",1
"P26038","green",1
"P26196","red",1
"P26373","pink",1
"P26440","grey",1
"P26599","turquoise",1
"P26639","grey",1
"P26640","brown",1
"P26641","brown",1
"P26678","black",1
"P26885","blue",1
"P27105","greenyellow",1
"P27338","yellow",1
"P27348","green",1
"P27635","red",1
"P27695","grey",1
"P27797","blue",1
"P27816","brown",1
"P27824","green",1
"P28066","greenyellow",1
"P28070","grey",1
"P28072","magenta",1
"P28074","magenta",1
"P28161","grey",1
"P28289","red",1
"P28331","yellow",1
"P28482","turquoise",1
"P28838","brown",1
"P29144","blue",1
"P29218","blue",1
"P29401","green",1
"P29692","brown",1
"P29966","tan",1
"P29972","greenyellow",1
"P29992","blue",1
"P30038","black",1
"P30040","blue",1
"P30041","brown",1
"P30043","greenyellow",1
"P30044","brown",1
"P30046","blue",1
"P30048","black",1
"P30049","black",1
"P30050","pink",1
"P30084","turquoise",1
"P30085","turquoise",1
"P30086","blue",1
"P30101","brown",1
"P30153","turquoise",1
"P30405","black",1
"P30419","turquoise",1
"P30520","blue",1
"P30533","pink",1
"P30536","turquoise",1
"P30566","turquoise",1
"P30622","grey",1
"P30626","greenyellow",1
"P30837","brown",1
"P31040","black",1
"P31146","green",1
"P31150","turquoise",1
"P31153","blue",1
"P31415","grey",1
"P31749","grey",1
"P31751","grey",1
"P31930","yellow",1
"P31937","blue",1
"P31939","turquoise",1
"P31942","turquoise",1
"P31943","green",1
"P31946","brown",1
"P31948","grey",1
"P31949","green",1
"P32119","greenyellow",1
"P32969","pink",1
"P33121","purple",1
"P33176","green",1
"P34896","blue",1
"P34897","black",1
"P34913","turquoise",1
"P34932","brown",1
"P34949","black",1
"P35052","pink",1
"P35080","blue",1
"P35232","blue",1
"P35237","grey",1
"P35241","turquoise",1
"P35244","blue",1
"P35268","pink",1
"P35270","turquoise",1
"P35573","magenta",1
"P35579","green",1
"P35606","green",1
"P35609","red",1
"P35611","greenyellow",1
"P35613","purple",1
"P35637","pink",1
"P35749","tan",1
"P35754","grey",1
"P35813","grey",1
"P35908","grey",1
"P35914","yellow",1
"P35998","turquoise",1
"P36405","blue",1
"P36507","grey",1
"P36542","black",1
"P36543","turquoise",1
"P36578","pink",1
"P36776","purple",1
"P36871","grey",1
"P36873","grey",1
"P36957","blue",1
"P36959","magenta",1
"P36969","blue",1
"P37108","grey",1
"P37235","tan",1
"P37802","green",1
"P37837","green",1
"P37840","greenyellow",1
"P38117","black",1
"P38159","brown",1
"P38606","grey",1
"P38646","green",1
"P39019","pink",1
"P39059","red",1
"P39060","grey",1
"P39656","pink",1
"P39687","green",1
"P40123","grey",1
"P40227","brown",1
"P40261","brown",1
"P40429","pink",1
"P40616","brown",1
"P40763","green",1
"P40925","black",1
"P40926","purple",1
"P40939","turquoise",1
"P41091","pink",1
"P41236","grey",1
"P41250","turquoise",1
"P41252","pink",1
"P41567","blue",1
"P42025","grey",1
"P42126","magenta",1
"P42330","brown",1
"P42677","yellow",1
"P42704","turquoise",1
"P42765","black",1
"P42766","grey",1
"P43007","black",1
"P43034","brown",1
"P43155","yellow",1
"P43304","grey",1
"P43487","greenyellow",1
"P43686","turquoise",1
"P43897","black",1
"P45378","red",1
"P45381","blue",1
"P45877","grey",1
"P45880","yellow",1
"P45954","black",1
"P45974","brown",1
"P45984","turquoise",1
"P45985","turquoise",1
"P46019","magenta",1
"P46020","magenta",1
"P46109","blue",1
"P46199","black",1
"P46459","blue",1
"P46734","magenta",1
"P46776","yellow",1
"P46777","pink",1
"P46781","pink",1
"P46782","turquoise",1
"P46783","turquoise",1
"P46926","blue",1
"P46939","yellow",1
"P46940","green",1
"P46976","purple",1
"P46977","grey",1
"P47755","red",1
"P47756","red",1
"P47813","grey",1
"P47897","purple",1
"P47985","yellow",1
"P48047","purple",1
"P48059","blue",1
"P48147","brown",1
"P48163","blue",1
"P48444","grey",1
"P48449","grey",1
"P48506","greenyellow",1
"P48507","greenyellow",1
"P48556","turquoise",1
"P48637","greenyellow",1
"P48643","brown",1
"P48729","red",1
"P48735","purple",1
"P48788","red",1
"P49023","turquoise",1
"P49137","grey",1
"P49189","brown",1
"P49247","black",1
"P49257","brown",1
"P49354","turquoise",1
"P49368","green",1
"P49411","black",1
"P49419","blue",1
"P49441","turquoise",1
"P49458","blue",1
"P49588","brown",1
"P49589","brown",1
"P49591","turquoise",1
"P49720","blue",1
"P49721","blue",1
"P49748","blue",1
"P49753","black",1
"P49755","tan",1
"P49773","brown",1
"P49821","yellow",1
"P49840","grey",1
"P49841","grey",1
"P49902","turquoise",1
"P50213","purple",1
"P50238","tan",1
"P50395","brown",1
"P50416","blue",1
"P50461","brown",1
"P50502","brown",1
"P50570","grey",1
"P50579","red",1
"P50583","turquoise",1
"P50895","yellow",1
"P50914","red",1
"P50990","green",1
"P50991","brown",1
"P50993","blue",1
"P50995","turquoise",1
"P51114","red",1
"P51148","blue",1
"P51149","green",1
"P51151","brown",1
"P51452","magenta",1
"P51553","purple",1
"P51570","turquoise",1
"P51572","brown",1
"P51636","tan",1
"P51648","turquoise",1
"P51649","black",1
"P51659","yellow",1
"P51665","grey",1
"P51668","grey",1
"P51692","grey",1
"P51812","black",1
"P51884","tan",1
"P51888","tan",1
"P51970","yellow",1
"P51991","pink",1
"P52179","red",1
"P52209","greenyellow",1
"P52294","brown",1
"P52564","magenta",1
"P52565","green",1
"P52566","green",1
"P52758","magenta",1
"P52788","turquoise",1
"P52815","purple",1
"P52888","grey",1
"P52895","brown",1
"P52907","blue",1
"P52943","tan",1
"P53004","greenyellow",1
"P53041","turquoise",1
"P53384","purple",1
"P53597","black",1
"P53618","turquoise",1
"P53621","blue",1
"P53701","purple",1
"P53778","grey",1
"P53814","magenta",1
"P53985","blue",1
"P53990","turquoise",1
"P53992","green",1
"P53999","brown",1
"P54136","blue",1
"P54284","blue",1
"P54289","turquoise",1
"P54296","red",1
"P54577","grey",1
"P54578","greenyellow",1
"P54619","turquoise",1
"P54646","grey",1
"P54652","grey",1
"P54725","brown",1
"P54727","brown",1
"P54819","black",1
"P54920","brown",1
"P54922","brown",1
"P55010","turquoise",1
"P55036","magenta",1
"P55042","green",1
"P55060","turquoise",1
"P55072","brown",1
"P55083","tan",1
"P55084","grey",1
"P55209","green",1
"P55263","blue",1
"P55290","blue",1
"P55786","brown",1
"P55809","green",1
"P55822","grey",1
"P55884","pink",1
"P56134","grey",1
"P56181","yellow",1
"P56211","brown",1
"P56381","yellow",1
"P56385","purple",1
"P56537","brown",1
"P56556","blue",1
"P57105","purple",1
"P58511","turquoise",1
"P58546","blue",1
"P59998","green",1
"P60033","tan",1
"P60174","turquoise",1
"P60228","brown",1
"P60520","pink",1
"P60602","yellow",1
"P60660","red",1
"P60709","red",1
"P60842","brown",1
"P60866","pink",1
"P60891","greenyellow",1
"P60900","blue",1
"P60903","tan",1
"P60953","turquoise",1
"P60981","tan",1
"P60983","grey",1
"P61006","turquoise",1
"P61019","blue",1
"P61020","turquoise",1
"P61026","turquoise",1
"P61077","blue",1
"P61081","blue",1
"P61086","blue",1
"P61088","grey",1
"P61106","blue",1
"P61158","green",1
"P61160","green",1
"P61163","brown",1
"P61201","blue",1
"P61221","turquoise",1
"P61224","brown",1
"P61225","turquoise",1
"P61247","red",1
"P61289","grey",1
"P61313","pink",1
"P61353","pink",1
"P61457","black",1
"P61513","yellow",1
"P61586","brown",1
"P61604","black",1
"P61758","turquoise",1
"P61803","grey",1
"P61923","turquoise",1
"P61925","blue",1
"P61956","brown",1
"P61960","blue",1
"P61970","brown",1
"P61978","green",1
"P61981","brown",1
"P62070","pink",1
"P62072","purple",1
"P62081","turquoise",1
"P62136","turquoise",1
"P62140","turquoise",1
"P62191","turquoise",1
"P62195","grey",1
"P62241","blue",1
"P62244","pink",1
"P62249","pink",1
"P62253","turquoise",1
"P62258","brown",1
"P62263","grey",1
"P62269","pink",1
"P62277","yellow",1
"P62280","blue",1
"P62308","yellow",1
"P62318","blue",1
"P62330","blue",1
"P62333","grey",1
"P62424","pink",1
"P62495","brown",1
"P62633","grey",1
"P62701","pink",1
"P62714","grey",1
"P62750","pink",1
"P62753","pink",1
"P62805","red",1
"P62807","red",1
"P62820","grey",1
"P62826","greenyellow",1
"P62829","yellow",1
"P62834","blue",1
"P62841","turquoise",1
"P62847","red",1
"P62851","pink",1
"P62854","yellow",1
"P62857","grey",1
"P62873","green",1
"P62879","turquoise",1
"P62888","pink",1
"P62899","grey",1
"P62906","pink",1
"P62910","red",1
"P62913","pink",1
"P62942","brown",1
"P62979","blue",1
"P62993","grey",1
"P63000","green",1
"P63010","grey",1
"P63027","green",1
"P63098","magenta",1
"P63104","turquoise",1
"P63146","grey",1
"P63151","grey",1
"P63167","brown",1
"P63172","blue",1
"P63173","pink",1
"P63208","brown",1
"P63220","pink",1
"P63241","brown",1
"P63244","pink",1
"P63279","pink",1
"P63302","grey",1
"P63316","red",1
"P67775","grey",1
"P67809","blue",1
"P67870","brown",1
"P67936","green",1
"P68036","turquoise",1
"P68104","brown",1
"P68133","red",1
"P68363","brown",1
"P68366","brown",1
"P68371","green",1
"P68400","tan",1
"P68402","green",1
"P69892","greenyellow",1
"P78344","blue",1
"P78356","turquoise",1
"P78371","brown",1
"P78417","blue",1
"P78560","turquoise",1
"P82650","black",1
"P82909","grey",1
"P83111","yellow",1
"P83731","yellow",1
"P84077","grey",1
"P84085","turquoise",1
"P84098","pink",1
"P84103","pink",1
"P84157","green",1
"P84243","red",1
"P98095","tan",1
"P98160","red",1
"P99999","blue",1
"Q00013","greenyellow",1
"Q00059","yellow",1
"Q00169","turquoise",1
"Q00325","black",1
"Q00577","red",1
"Q00610","green",1
"Q00688","magenta",1
"Q00765","brown",1
"Q00796","grey",1
"Q00839","pink",1
"Q00872","red",1
"Q00G26","turquoise",1
"Q01082","greenyellow",1
"Q01105","green",1
"Q01130","brown",1
"Q01432","grey",1
"Q01469","blue",1
"Q01484","yellow",1
"Q01518","green",1
"Q01995","tan",1
"Q02127","grey",1
"Q02218","turquoise",1
"Q02252","grey",1
"Q02338","purple",1
"Q02543","pink",1
"Q02641","magenta",1
"Q02750","turquoise",1
"Q02790","blue",1
"Q02878","turquoise",1
"Q02952","turquoise",1
"Q02978","blue",1
"Q03013","black",1
"Q03135","turquoise",1
"Q03154","black",1
"Q03252","red",1
"Q04323","purple",1
"Q04446","grey",1
"Q04637","grey",1
"Q04759","blue",1
"Q04760","grey",1
"Q04828","brown",1
"Q04837","turquoise",1
"Q04917","brown",1
"Q05086","magenta",1
"Q05639","brown",1
"Q05682","tan",1
"Q06055","green",1
"Q06124","blue",1
"Q06323","green",1
"Q06432","red",1
"Q06830","brown",1
"Q07020","pink",1
"Q07699","grey",1
"Q07960","green",1
"Q08043","red",1
"Q08209","brown",1
"Q08257","grey",1
"Q08623","turquoise",1
"Q08752","grey",1
"Q09028","blue",1
"Q09666","green",1
"Q0VAK6","grey",1
"Q0VDG4","grey",1
"Q0ZGT2","pink",1
"Q10567","turquoise",1
"Q10713","grey",1
"Q12797","red",1
"Q12849","grey",1
"Q12905","pink",1
"Q12906","green",1
"Q12907","blue",1
"Q12931","blue",1
"Q12955","magenta",1
"Q12988","brown",1
"Q13011","grey",1
"Q13057","turquoise",1
"Q13085","blue",1
"Q13098","blue",1
"Q13126","brown",1
"Q13131","turquoise",1
"Q13148","grey",1
"Q13151","pink",1
"Q13153","grey",1
"Q13155","blue",1
"Q13162","brown",1
"Q13177","green",1
"Q13200","grey",1
"Q13203","red",1
"Q13228","greenyellow",1
"Q13310","pink",1
"Q13326","blue",1
"Q13347","pink",1
"Q13363","grey",1
"Q13404","black",1
"Q13405","turquoise",1
"Q13409","brown",1
"Q13418","tan",1
"Q13423","yellow",1
"Q13424","magenta",1
"Q13425","grey",1
"Q13442","blue",1
"Q13445","pink",1
"Q13496","turquoise",1
"Q13505","yellow",1
"Q13508","magenta",1
"Q13510","blue",1
"Q13522","magenta",1
"Q13526","turquoise",1
"Q13541","purple",1
"Q13554","yellow",1
"Q13555","magenta",1
"Q13557","turquoise",1
"Q13561","blue",1
"Q13564","turquoise",1
"Q13586","magenta",1
"Q13616","blue",1
"Q13617","greenyellow",1
"Q13618","grey",1
"Q13619","turquoise",1
"Q13620","turquoise",1
"Q13642","brown",1
"Q13643","magenta",1
"Q13683","blue",1
"Q13698","grey",1
"Q13724","turquoise",1
"Q13813","tan",1
"Q13825","purple",1
"Q13838","green",1
"Q13867","green",1
"Q13884","pink",1
"Q13885","brown",1
"Q13907","black",1
"Q13976","turquoise",1
"Q14011","turquoise",1
"Q14061","black",1
"Q14103","green",1
"Q14108","turquoise",1
"Q14116","pink",1
"Q14118","blue",1
"Q14141","greenyellow",1
"Q14152","pink",1
"Q14157","grey",1
"Q14165","blue",1
"Q14195","green",1
"Q14203","grey",1
"Q14204","brown",1
"Q14240","brown",1
"Q14249","purple",1
"Q14254","greenyellow",1
"Q14257","grey",1
"Q14315","brown",1
"Q14324","red",1
"Q14353","grey",1
"Q14558","turquoise",1
"Q14697","green",1
"Q14738","grey",1
"Q14847","green",1
"Q14894","grey",1
"Q14914","turquoise",1
"Q14974","turquoise",1
"Q14BN4","brown",1
"Q14CB8","greenyellow",1
"Q15008","turquoise",1
"Q15019","turquoise",1
"Q15046","grey",1
"Q15056","grey",1
"Q15075","green",1
"Q15084","grey",1
"Q15102","blue",1
"Q15119","purple",1
"Q15121","turquoise",1
"Q15124","red",1
"Q15149","red",1
"Q15172","blue",1
"Q15181","blue",1
"Q15185","blue",1
"Q15208","grey",1
"Q15233","green",1
"Q15257","blue",1
"Q15293","brown",1
"Q15363","turquoise",1
"Q15365","blue",1
"Q15366","grey",1
"Q15369","grey",1
"Q15370","grey",1
"Q15386","blue",1
"Q15392","grey",1
"Q15404","brown",1
"Q15435","blue",1
"Q15436","blue",1
"Q15526","grey",1
"Q15555","turquoise",1
"Q15631","blue",1
"Q15642","turquoise",1
"Q15691","brown",1
"Q15746","blue",1
"Q15772","yellow",1
"Q15819","brown",1
"Q15836","tan",1
"Q15843","blue",1
"Q15847","tan",1
"Q15907","green",1
"Q15942","green",1
"Q16082","brown",1
"Q16134","black",1
"Q16181","turquoise",1
"Q16531","brown",1
"Q16543","grey",1
"Q16555","green",1
"Q16563","magenta",1
"Q16576","brown",1
"Q16585","red",1
"Q16586","yellow",1
"Q16595","blue",1
"Q16654","grey",1
"Q16658","green",1
"Q16698","black",1
"Q16718","turquoise",1
"Q16740","black",1
"Q16762","blue",1
"Q16773","grey",1
"Q16775","brown",1
"Q16778","red",1
"Q16795","turquoise",1
"Q16816","magenta",1
"Q16821","grey",1
"Q16836","turquoise",1
"Q16851","brown",1
"Q16853","tan",1
"Q16881","brown",1
"Q16890","green",1
"Q16891","yellow",1
"Q1KMD3","greenyellow",1
"Q2TAA2","turquoise",1
"Q2TBA0","blue",1
"Q30154","green",1
"Q3LXA3","greenyellow",1
"Q3SXM5","purple",1
"Q3ZCQ8","purple",1
"Q49AH0","blue",1
"Q49B96","magenta",1
"Q4G0W2","blue",1
"Q4VC31","black",1
"Q52LJ0","grey",1
"Q53EU6","pink",1
"Q53FT3","grey",1
"Q53GG5","brown",1
"Q53GQ0","tan",1
"Q53H82","blue",1
"Q58WW2","grey",1
"Q5BKX8","brown",1
"Q5HYK3","purple",1
"Q5JRX3","grey",1
"Q5JTJ3","black",1
"Q5JWF2","brown",1
"Q5R3I4","greenyellow",1
"Q5RI15","yellow",1
"Q5SQH8","grey",1
"Q5T440","black",1
"Q5TAQ9","red",1
"Q5TC12","purple",1
"Q5TDH0","greenyellow",1
"Q5TEU4","yellow",1
"Q5U5X0","blue",1
"Q5VST9","red",1
"Q5VTT5","red",1
"Q5VVW2","yellow",1
"Q5VW32","grey",1
"Q5VWP3","red",1
"Q5VXT5","turquoise",1
"Q5VYK3","turquoise",1
"Q5XKP0","turquoise",1
"Q5XPI4","blue",1
"Q69YU5","black",1
"Q6DKJ4","turquoise",1
"Q6FI13","red",1
"Q6GMV3","turquoise",1
"Q6IAA8","brown",1
"Q6IAN0","magenta",1
"Q6IBS0","grey",1
"Q6IPR1","blue",1
"Q6JBY9","magenta",1
"Q6JQN1","turquoise",1
"Q6NUK1","grey",1
"Q6NVY1","pink",1
"Q6NZI2","brown",1
"Q6P1A2","grey",1
"Q6P1N9","purple",1
"Q6P587","grey",1
"Q6PI48","turquoise",1
"Q6QEF8","red",1
"Q6UW68","red",1
"Q6UW78","turquoise",1
"Q6UWP2","greenyellow",1
"Q6UXV4","yellow",1
"Q6XQN6","black",1
"Q6YN16","black",1
"Q6YP21","grey",1
