pathway,pathway_label,database,nes_x,nes_y,padj_x,padj_y,significance,set_size
GOBP_CELL_CELL_JUNCTION_ASSEMBLY,Cell Cell Junction Assembly,GO:BP,1.092,0.856,0.7469,0.861,NS,18
GOBP_CELLULAR_RESPONSE_TO_KETONE,Cellular Response To Ketone,GO:BP,0.943,1.004,0.8802,0.6889,NS,19
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,Cellular Response To Chemical Stress,GO:BP,0.974,-0.972,0.8715,0.7328,NS,72
GOBP_REGULATION_OF_PROTEIN_SECRETION,Regulation Of Protein Secretion,GO:BP,-1.086,0.859,0.741,0.8818,NS,40
GOBP_NEURON_MIGRATION,Neuron Migration,GO:BP,-0.715,1.224,0.9985,0.4403,NS,16
GOBP_CALCIUM_ION_TRANSPORT,Calcium Ion Transport,GO:BP,-1.08,-0.858,0.7386,0.9017,NS,76
GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS,Nucleoside Diphosphate Catabolic Process,GO:BP,0.583,-1.352,0.9985,0.2698,NS,38
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS,Intracellular Iron Ion Homeostasis,GO:BP,-0.713,1.221,0.9985,0.4379,NS,18
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Lymphocyte Activation Involved In Immune R...,GO:BP,-0.651,1.282,0.9985,0.385,NS,16
GOBP_MEMBRANE_DOCKING,Membrane Docking,GO:BP,0.835,1.098,0.9613,0.575,NS,19
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,Negative Regulation Of Phosphorus Metaboli...,GO:BP,-1.176,0.756,0.6528,0.9623,NS,39
GOBP_METHYLATION,Methylation,GO:BP,1.078,-0.85,0.7469,0.8817,NS,30
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,Negative Regulation Of Kinase Activity,GO:BP,-0.898,1.022,0.9119,0.6627,NS,18
GOBP_DE_NOVO_PROTEIN_FOLDING,De Novo Protein Folding,GO:BP,0.647,1.272,0.9985,0.3938,NS,16
GOBP_MEMBRANE_DEPOLARIZATION,Membrane Depolarization,GO:BP,-1.056,-0.863,0.7672,0.8592,NS,22
GOBP_PLASMA_MEMBRANE_ORGANIZATION,Plasma Membrane Organization,GO:BP,0.807,1.112,0.9985,0.538,NS,41
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY,Positive Regulation Of Autophagy,GO:BP,1,-0.917,0.8324,0.7972,NS,31
GOBP_ERBB_SIGNALING_PATHWAY,Erbb Signaling Pathway,GO:BP,-1.179,0.736,0.6809,0.9607,NS,20
GOBP_EPIDERMAL_CELL_DIFFERENTIATION,Epidermal Cell Differentiation,GO:BP,-0.921,0.992,0.8831,0.6971,NS,17
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,Regulation Of Cellular Response To Transfo...,GO:BP,0.654,1.257,0.9985,0.4096,NS,16
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,Regulation Of Carbohydrate Biosynthetic Pr...,GO:BP,0.971,0.939,0.8687,0.7545,NS,20
GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Positive Regulation Of Canonical Nf Kappab...,GO:BP,-0.888,1.02,0.9346,0.6637,NS,33
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT,Regulation Of Sodium Ion Transport,GO:BP,-0.892,1.015,0.9159,0.6734,NS,17
GOBP_RESPONSE_TO_CARBOHYDRATE,Response To Carbohydrate,GO:BP,-0.824,-1.083,0.9814,0.5746,NS,36
GOBP_REGULATION_OF_EXOCYTOSIS,Regulation Of Exocytosis,GO:BP,0.948,0.958,0.8802,0.733,NS,27
GOBP_CYTOSOLIC_TRANSPORT,Cytosolic Transport,GO:BP,1.124,0.775,0.7125,0.9314,NS,27
HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,Hallmark,-0.863,1.035,0.8403,0.7255,NS,22
GOBP_ACTION_POTENTIAL,Action Potential,GO:BP,-1.062,0.834,0.7657,0.8836,NS,26
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,Negative Regulation Of Response To Biotic ...,GO:BP,-0.842,1.051,0.952,0.6439,NS,19
GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS,Regulation Of Ketone Metabolic Process,GO:BP,-1.003,-0.89,0.8301,0.8283,NS,23
GOBP_REGULATION_OF_GTPASE_ACTIVITY,Regulation Of Gtpase Activity,GO:BP,0.764,-1.128,0.9985,0.5417,NS,15
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION,Regulation Of Leukocyte Proliferation,GO:BP,0.695,1.189,0.9985,0.4641,NS,19
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,Cardiac Muscle Cell Action Potential,GO:BP,-1.059,-0.823,0.7637,0.8884,NS,20
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Calcium Ion Transmembrane Transport,GO:BP,-1.127,-0.751,0.6888,0.9838,NS,61
GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS,Secondary Alcohol Metabolic Process,GO:BP,-0.937,-0.941,0.8831,0.7545,NS,27
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,Negative Regulation Of Cell Cell Adhesion,GO:BP,-0.742,1.136,0.9985,0.5349,NS,17
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Nucleoside Monophosphate Biosynthetic Process,GO:BP,-1.086,-0.789,0.7469,0.9031,NS,16
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,Protein Targeting To Membrane,GO:BP,0.672,-1.203,0.9985,0.4496,NS,15
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Positive Regulation Of Protein Localizatio...,GO:BP,0.641,1.228,0.9985,0.4112,NS,24
GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE,Glycolytic Process Through Fructose 6 Phos...,GO:BP,-0.645,-1.222,0.9985,0.4367,NS,17
HALLMARK_UV_RESPONSE_UP,UV Response Up,Hallmark,0.825,1.04,0.8403,0.7255,NS,37
GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,Epigenetic Regulation Of Gene Expression,GO:BP,-0.534,1.328,0.9985,0.3432,NS,16
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,Primary Alcohol Metabolic Process,GO:BP,0.653,1.207,0.9985,0.4403,NS,22
GOBP_GLUCOSE_CATABOLIC_PROCESS,Glucose Catabolic Process,GO:BP,0.479,-1.379,0.9985,0.2952,NS,17
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,Mitotic Sister Chromatid Segregation,GO:BP,-0.969,0.889,0.8687,0.8292,NS,26
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,Positive Regulation Of Leukocyte Prolifera...,GO:BP,0.952,0.903,0.8773,0.7972,NS,15
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,Positive Regulation Of Calcium Ion Transport,GO:BP,-0.75,-1.103,0.9985,0.5685,NS,22
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,Regulation Of Lipid Biosynthetic Process,GO:BP,-1.097,0.755,0.741,0.9616,NS,28
GOBP_REGULATION_OF_PHAGOCYTOSIS,Regulation Of Phagocytosis,GO:BP,1.067,0.785,0.7637,0.9017,NS,16
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS,Olefinic Compound Metabolic Process,GO:BP,0.858,-0.988,0.952,0.7008,NS,27
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,Regulation Of Lymphocyte Mediated Immunity,GO:BP,-0.995,-0.851,0.8343,0.8667,NS,21
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS,Neutral Lipid Metabolic Process,GO:BP,0.77,-1.075,0.9985,0.6117,NS,15
GOBP_REGULATION_OF_LIPID_LOCALIZATION,Regulation Of Lipid Localization,GO:BP,-1.1,-0.743,0.7427,0.9615,NS,23
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,Signal Transduction By p53 Class Mediator,GO:BP,0.948,0.894,0.8802,0.8245,NS,26
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Regulation Of Carbohydrate Metabolic Process,GO:BP,-0.98,-0.86,0.8487,0.8817,NS,38
GOBP_PRESYNAPTIC_ENDOCYTOSIS,Presynaptic Endocytosis,GO:BP,-0.489,1.348,0.9985,0.3034,NS,21
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS,Homeostasis Of Number Of Cells,GO:BP,-0.533,1.302,0.9985,0.2923,NS,43
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Negative Regulation Of Transmembrane Recep...,GO:BP,0.812,1.023,0.9697,0.6637,NS,17
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,Retrograde Transport Endosome To Golgi,GO:BP,1.124,-0.711,0.7204,0.9688,NS,21
GOBP_DETOXIFICATION,Detoxification,GO:BP,0.819,1.014,0.9985,0.6819,NS,48
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,Development Of Primary Sexual Characteristics,GO:BP,-0.772,1.058,0.9985,0.6405,NS,16
GOBP_ERK1_AND_ERK2_CASCADE,Erk1 And Erk2 Cascade,GO:BP,-0.838,0.992,0.9705,0.7098,NS,35
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,Cellular Response To Acid Chemical,GO:BP,-0.844,0.983,0.952,0.7098,NS,18
GOBP_FOCAL_ADHESION_ASSEMBLY,Focal Adhesion Assembly,GO:BP,-1.159,-0.667,0.6905,0.9838,NS,17
GOBP_GLUTATHIONE_METABOLIC_PROCESS,Glutathione Metabolic Process,GO:BP,-0.974,-0.852,0.852,0.8678,NS,22
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,Negative Regulation Of Immune Response,GO:BP,-0.805,1.018,0.9814,0.6725,NS,22
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Proteolysis Involve...,GO:BP,0.688,1.135,0.9985,0.5322,NS,20
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,Vesicle Mediated Transport In Synapse,GO:BP,-0.532,1.291,0.9985,0.3178,NS,41
GOBP_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,Steroid Hormone Receptor Signaling Pathway,GO:BP,0.835,0.984,0.9579,0.7098,NS,18
GOBP_COGNITION,Cognition,GO:BP,0.792,-1.025,0.9985,0.657,NS,28
GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,Cellular Response To Toxic Substance,GO:BP,0.788,1.028,0.9985,0.6516,NS,50
GOBP_CELL_SUBSTRATE_ADHESION,Cell Substrate Adhesion,GO:BP,-0.839,0.974,0.9877,0.7253,NS,55
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of Transmembrane Trans...,GO:BP,-1.249,-0.563,0.5774,0.9986,NS,37
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,Positive Regulation Of Erk1 And Erk2 Cascade,GO:BP,0.989,0.822,0.8418,0.8818,NS,16
GOBP_HORMONE_TRANSPORT,Hormone Transport,GO:BP,-1.055,-0.752,0.7576,0.97,NS,40
GOBP_AUTOPHAGOSOME_ORGANIZATION,Autophagosome Organization,GO:BP,-0.807,0.998,0.979,0.6971,NS,21
GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,Pyridine Containing Compound Catabolic Pro...,GO:BP,-0.553,-1.252,0.9985,0.3531,NS,40
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,Smooth Muscle Cell Proliferation,GO:BP,-0.917,-0.888,0.8869,0.8292,NS,19
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION,Ras Protein Signal Transduction,GO:BP,-1.294,-0.51,0.5774,0.9981,NS,15
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Ribonucleoside Monophosphate Metabolic Pro...,GO:BP,-1.115,-0.688,0.7373,0.9838,NS,23
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION,Negative Regulation Of Phosphorylation,GO:BP,-0.989,0.812,0.8367,0.8967,NS,23
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION,Protein Localization To Cell Junction,GO:BP,-1.004,0.794,0.8324,0.8975,NS,17
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Purine Nucleoside Monophosphate Metabolic ...,GO:BP,-1.087,-0.711,0.7469,0.9688,NS,22
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY,Hormone Mediated Signaling Pathway,GO:BP,0.748,1.049,0.9985,0.6434,NS,27
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION,Regulation Of Cell Matrix Adhesion,GO:BP,-0.72,-1.077,0.9985,0.5952,NS,21
GOBP_SINGLE_FERTILIZATION,Single Fertilization,GO:BP,1.168,-0.629,0.6863,0.9876,NS,21
GOBP_CELLULAR_OXIDANT_DETOXIFICATION,Cellular Oxidant Detoxification,GO:BP,0.756,1.039,0.9985,0.6471,NS,39
GOBP_TERPENOID_METABOLIC_PROCESS,Terpenoid Metabolic Process,GO:BP,0.6,1.195,0.9985,0.4641,NS,17
GOBP_RESPONSE_TO_CORTICOSTEROID,Response To Corticosteroid,GO:BP,-0.826,0.968,0.9697,0.7252,NS,24
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,Cellular Response To Abiotic Stimulus,GO:BP,-0.866,-0.925,0.9629,0.8086,NS,52
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,Glycerophospholipid Metabolic Process,GO:BP,-0.848,-0.942,0.952,0.7522,NS,24
GOBP_COPII_COATED_VESICLE_BUDDING,Copii Coated Vesicle Budding,GO:BP,-0.865,0.923,0.9373,0.7728,NS,15
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS,Phospholipid Metabolic Process,GO:BP,-0.781,-1.006,0.9985,0.6791,NS,37
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Positive Regulation Of Carbohydrate Metabo...,GO:BP,-0.829,0.958,0.9622,0.7273,NS,17
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,Production Of Molecular Mediator Of Immune...,GO:BP,-0.916,-0.871,0.8869,0.8432,NS,18
HALLMARK_KRAS_SIGNALING_UP,KRAS Signaling Up,Hallmark,-0.849,0.938,0.8403,0.7465,NS,16
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,Regulation Of Leukocyte Mediated Immunity,GO:BP,-0.951,-0.835,0.8773,0.8817,NS,23
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,Integrin Mediated Signaling Pathway,GO:BP,-0.673,1.108,0.9985,0.5685,NS,21
GOBP_MITOTIC_NUCLEAR_DIVISION,Mitotic Nuclear Division,GO:BP,-1.151,0.63,0.6863,0.994,NS,38
GOBP_FERTILIZATION,Fertilization,GO:BP,1.117,0.663,0.7318,0.9838,NS,23
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,Blood Vessel Endothelial Cell Migration,GO:BP,0.939,0.841,0.8802,0.8695,NS,16
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS,Negative Regulation Of Proteolysis,GO:BP,0.527,1.252,0.9985,0.385,NS,27
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION,Positive Regulation Of Insulin Secretion,GO:BP,-1.02,0.758,0.8081,0.9314,NS,18
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS,Positive Regulation Of Exocytosis,GO:BP,0.977,0.8,0.8497,0.8948,NS,15
GOBP_ALCOHOL_METABOLIC_PROCESS,Alcohol Metabolic Process,GO:BP,-0.762,-1.013,0.9985,0.6725,NS,69
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,Response To Mechanical Stimulus,GO:BP,-0.812,-0.963,0.9729,0.7291,NS,21
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Intrinsic Apoptotic...,GO:BP,0.736,1.031,0.9985,0.6558,NS,26
GOBP_XENOBIOTIC_METABOLIC_PROCESS,Xenobiotic Metabolic Process,GO:BP,-0.909,0.858,0.8869,0.8583,NS,17
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,Regulation Of T Cell Mediated Immunity,GO:BP,-0.727,-1.039,0.9985,0.6516,NS,16
GOBP_REGULATION_OF_WOUND_HEALING,Regulation Of Wound Healing,GO:BP,-0.761,1.005,0.9985,0.6889,NS,19
GOBP_CHROMOSOME_LOCALIZATION,Chromosome Localization,GO:BP,0.791,0.973,0.9938,0.7252,NS,22
GOBP_VESICLE_BUDDING_FROM_MEMBRANE,Vesicle Budding From Membrane,GO:BP,-0.861,0.901,0.9513,0.8172,NS,26
GOBP_RESPONSE_TO_NUTRIENT,Response To Nutrient,GO:BP,-0.888,-0.873,0.9346,0.8596,NS,31
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Hallmark,-1.179,0.58,0.573,0.9873,NS,40
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,Alpha Beta T Cell Activation,GO:BP,0.756,1.002,0.9985,0.6889,NS,16
GOBP_ENDOTHELIUM_DEVELOPMENT,Endothelium Development,GO:BP,-0.913,-0.845,0.8869,0.8733,NS,17
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,Positive Regulation Of Mapk Cascade,GO:BP,-0.814,0.944,0.9929,0.764,NS,33
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION,Regulation Of Translational Initiation,GO:BP,0.567,1.191,0.9985,0.4502,NS,27
GOBP_REGENERATION,Regeneration,GO:BP,-0.868,-0.889,0.9478,0.8313,NS,30
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS,Muscle Cell Apoptotic Process,GO:BP,0.636,1.12,0.9985,0.5601,NS,17
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Positive Regulation Of Protein Localizatio...,GO:BP,0.935,0.82,0.8831,0.8906,NS,23
GOBP_ERYTHROCYTE_HOMEOSTASIS,Erythrocyte Homeostasis,GO:BP,-0.467,1.282,0.9998,0.3672,NS,24
GOBP_RESPONSE_TO_ACID_CHEMICAL,Response To Acid Chemical,GO:BP,-0.923,0.826,0.8869,0.8906,NS,27
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,Positive Regulation Of Cell Cycle Process,GO:BP,-0.611,1.132,0.9985,0.53,NS,25
GOBP_SYNAPTIC_VESICLE_RECYCLING,Synaptic Vesicle Recycling,GO:BP,-0.507,1.236,0.9985,0.4096,NS,22
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT,Reproductive System Development,GO:BP,0.81,0.931,0.9814,0.7736,NS,26
GOBP_SEX_DIFFERENTIATION,Sex Differentiation,GO:BP,0.635,1.103,0.9985,0.5746,NS,20
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,Intrinsic Apoptotic Signaling Pathway In R...,GO:BP,0.683,1.054,0.9985,0.6434,NS,20
GOBP_REGULATION_OF_LIPID_TRANSPORT,Regulation Of Lipid Transport,GO:BP,-1.021,-0.714,0.8081,0.9623,NS,18
HALLMARK_HYPOXIA,Hypoxia,Hallmark,-0.767,0.968,0.9007,0.7465,NS,51
GOBP_INSULIN_SECRETION,Insulin Secretion,GO:BP,-1.041,-0.693,0.7843,0.9838,NS,31
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Regulation Of Protein Localization To Memb...,GO:BP,-0.857,0.877,0.9666,0.8667,NS,44
GOBP_ENDOTHELIAL_CELL_PROLIFERATION,Endothelial Cell Proliferation,GO:BP,0.916,0.817,0.8831,0.8868,NS,15
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,Unsaturated Fatty Acid Metabolic Process,GO:BP,1.012,-0.721,0.8217,0.9688,NS,26
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL,Protein Modification By Small Protein Removal,GO:BP,-0.924,-0.804,0.8831,0.8967,NS,23
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,Respiratory System Development,GO:BP,-1.121,0.607,0.7296,0.9901,NS,20
GOBP_CYTOKINETIC_PROCESS,Cytokinetic Process,GO:BP,-0.74,-0.986,0.9985,0.7098,NS,15
GOBP_MITOTIC_SPINDLE_ORGANIZATION,Mitotic Spindle Organization,GO:BP,0.751,0.974,0.9985,0.7252,NS,28
GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Nucleoside Monophosphate Metabolic Process,GO:BP,-1.11,-0.615,0.7395,0.9926,NS,26
HALLMARK_HEME_METABOLISM,Heme Metabolism,Hallmark,-0.81,-0.914,0.8669,0.7706,NS,52
GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS,Glycerophospholipid Biosynthetic Process,GO:BP,-1.063,-0.656,0.7672,0.9838,NS,15
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,Regulation Of Adaptive Immune Response,GO:BP,-0.624,-1.095,0.9985,0.5746,NS,21
GOBP_RESPONSE_TO_METAL_ION,Response To Metal Ion,GO:BP,-0.977,0.741,0.8652,0.9851,NS,85
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,Lymphocyte Mediated Immunity,GO:BP,-0.724,0.987,0.9985,0.7098,NS,31
GOBP_CALCIUM_ION_HOMEOSTASIS,Calcium Ion Homeostasis,GO:BP,-1.043,0.667,0.7673,0.9926,NS,58
GOBP_PROSTANOID_METABOLIC_PROCESS,Prostanoid Metabolic Process,GO:BP,0.99,0.72,0.8418,0.9623,NS,17
GOBP_SPERMATID_DIFFERENTIATION,Spermatid Differentiation,GO:BP,-0.741,0.965,0.9985,0.7253,NS,18
GOBP_T_CELL_MEDIATED_IMMUNITY,T Cell Mediated Immunity,GO:BP,-0.734,-0.972,0.9985,0.7252,NS,17
HALLMARK_UV_RESPONSE_DN,UV Response Dn,Hallmark,-1.128,-0.578,0.6795,0.9873,NS,15
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Regulation Of Protein Localization To Nucleus,GO:BP,-0.716,0.989,0.9985,0.7098,NS,36
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION,Cellular Response To Calcium Ion,GO:BP,-0.658,1.045,0.9985,0.6471,NS,18
GOBP_HINDBRAIN_DEVELOPMENT,Hindbrain Development,GO:BP,-0.995,0.707,0.8343,0.9692,NS,20
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,Positive Regulation Of Mitotic Cell Cycle,GO:BP,-0.935,0.764,0.8802,0.9252,NS,17
GOBP_STEROID_METABOLIC_PROCESS,Steroid Metabolic Process,GO:BP,-0.847,0.85,0.9729,0.8906,NS,47
HALLMARK_XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,Hallmark,-0.862,0.834,0.8403,0.8948,NS,54
GOBP_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,Regulation Of Neuron Apoptotic Process,GO:BP,-0.598,1.097,0.9985,0.5696,NS,26
GOBP_ORGANELLE_FUSION,Organelle Fusion,GO:BP,0.896,-0.794,0.9294,0.9245,NS,32
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,Leukocyte Mediated Immunity,GO:BP,-0.556,1.13,0.9985,0.516,NS,39
GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,Positive Regulation Of Vasculature Develop...,GO:BP,0.598,-1.088,0.9985,0.5858,NS,20
GOBP_CELL_CELL_JUNCTION_ORGANIZATION,Cell Cell Junction Organization,GO:BP,0.846,0.838,0.952,0.8817,NS,24
GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,Regulation Of Protein Import Into Nucleus,GO:BP,-0.875,-0.804,0.9338,0.8906,NS,15
GOBP_MYOTUBE_DIFFERENTIATION,Myotube Differentiation,GO:BP,-0.674,-1,0.9985,0.6898,NS,28
GOBP_VESICLE_LOCALIZATION,Vesicle Localization,GO:BP,-0.993,0.679,0.8347,0.9843,NS,35
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,Regulation Of Myeloid Cell Differentiation,GO:BP,-0.872,0.798,0.9346,0.8967,NS,18
GOBP_MEMBRANE_BIOGENESIS,Membrane Biogenesis,GO:BP,-0.878,-0.79,0.9333,0.9046,NS,21
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,Immune Response Regulating Cell Surface Re...,GO:BP,-0.804,-0.863,0.9925,0.8667,NS,27
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,Regulation Of Inflammatory Response,GO:BP,-0.582,1.084,0.9985,0.5746,NS,33
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Proteasomal Protein...,GO:BP,0.488,1.177,0.9985,0.4913,NS,16
GOBP_REGULATION_OF_CHEMOTAXIS,Regulation Of Chemotaxis,GO:BP,-0.56,1.105,0.9985,0.5746,NS,17
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,Cellular Response To Reactive Oxygen Species,GO:BP,0.795,0.869,0.9985,0.8667,NS,33
GOBP_MACROAUTOPHAGY,Macroautophagy,GO:BP,0.929,0.735,0.9119,0.9876,NS,86
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,Phospholipid Biosynthetic Process,GO:BP,-0.775,-0.888,0.9985,0.8322,NS,25
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Protein Localization To Cell Periphery,GO:BP,-0.708,-0.955,0.9985,0.7658,NS,74
GOBP_EPIDERMIS_DEVELOPMENT,Epidermis Development,GO:BP,-0.787,0.875,0.9985,0.8479,NS,25
GOBP_PROTEIN_METHYLATION,Protein Methylation,GO:BP,-0.853,0.808,0.9478,0.8906,NS,15
GOBP_DEFENSE_RESPONSE_TO_VIRUS,Defense Response To Virus,GO:BP,-0.7,0.96,0.9985,0.7328,NS,23
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Protein Localization To Plasma Membrane,GO:BP,0.699,-0.954,0.9985,0.7543,NS,63
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,Glycoprotein Biosynthetic Process,GO:BP,-0.852,-0.8,0.9478,0.8967,NS,15
GOBP_TRNA_METABOLIC_PROCESS,Trna Metabolic Process,GO:BP,0.733,0.919,0.9985,0.8078,NS,39
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY,Positive Regulation Of Hydrolase Activity,GO:BP,1.001,0.65,0.8324,0.9838,NS,17
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,Regulation Of Fatty Acid Metabolic Process,GO:BP,-1.159,-0.491,0.6905,0.9993,NS,18
