pathway,pathway_label,database,nes_x,nes_y,padj_x,padj_y,significance,set_size
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,Leukocyte Mediated Cytotoxicity,GO:BP,-1.199,0.773,0.6528,0.9996,NS,20
GOBP_REGULATION_OF_MACROAUTOPHAGY,Regulation Of Macroautophagy,GO:BP,0.939,1.033,0.8831,0.8863,NS,49
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,Positive Regulation Of Adaptive Immune Res...,GO:BP,-0.827,1.143,0.9583,0.8502,NS,15
GOBP_RESPONSE_TO_OSMOTIC_STRESS,Response To Osmotic Stress,GO:BP,1.162,-0.807,0.6905,0.9895,NS,19
GOBP_NUCLEOTIDE_METABOLIC_PROCESS,Nucleotide Metabolic Process,GO:BP,1.26,0.704,0.3538,0.9998,NS,191
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,Regulation Of Cellular Response To Insulin...,GO:BP,-0.937,1.025,0.8802,0.891,NS,17
GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION,Regulation Of Protein Ubiquitination,GO:BP,-1.14,-0.821,0.6863,0.9996,NS,45
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,Protein Containing Complex Localization,GO:BP,0.773,1.185,0.9985,0.7722,NS,29
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,Positive Regulation Of Catalytic Activity,GO:BP,-1.198,0.759,0.6223,0.9998,NS,46
GOBP_GLIOGENESIS,Gliogenesis,GO:BP,-1.209,0.746,0.6069,0.9998,NS,46
GOBP_ACTION_POTENTIAL,Action Potential,GO:BP,-1.062,-0.892,0.7657,0.9663,NS,26
GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,Regulation Of DNA Biosynthetic Process,GO:BP,0.976,-0.975,0.8497,0.9412,NS,15
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY,Regulation Of Synaptic Plasticity,GO:BP,-1.167,-0.784,0.6863,0.9996,NS,23
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,Protein Localization To Endoplasmic Reticulum,GO:BP,-0.864,1.084,0.9386,0.8758,NS,17
GOBP_CHROMOSOME_SEGREGATION,Chromosome Segregation,GO:BP,-0.734,1.209,0.9985,0.7174,NS,50
GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Non Canonical Nf Kappab Signal Transduction,GO:BP,-1.133,0.81,0.7204,0.9895,NS,17
GOBP_REGULATION_OF_PROTEIN_TRANSPORT,Regulation Of Protein Transport,GO:BP,-1.001,-0.941,0.8324,0.96,NS,76
GOBP_LYSOSOMAL_TRANSPORT,Lysosomal Transport,GO:BP,-0.934,-1.007,0.8831,0.9066,NS,24
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,Regulation Of Inflammatory Response,GO:BP,-0.582,-1.359,0.9985,0.5753,NS,33
GOBP_ENDOSOME_ORGANIZATION,Endosome Organization,GO:BP,-0.817,-1.121,0.9701,0.8561,NS,21
GOBP_VESICLE_LOCALIZATION,Vesicle Localization,GO:BP,-0.993,0.945,0.8347,0.96,NS,35
GOBP_WOUND_HEALING,Wound Healing,GO:BP,-1.101,0.837,0.7113,0.9975,NS,68
GOBP_MITOPHAGY,Mitophagy,GO:BP,-0.907,-1.029,0.9106,0.8864,NS,25
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS,Regulation Of Mrna Metabolic Process,GO:BP,-0.99,-0.944,0.842,0.96,NS,40
GOBP_AXON_EXTENSION,Axon Extension,GO:BP,-1.187,0.746,0.6863,0.9996,NS,16
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,Nuclear Envelope Organization,GO:BP,-1.108,-0.825,0.741,0.9835,NS,18
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Apoptotic Signaling Pathway,GO:BP,1.012,0.921,0.803,0.9663,NS,74
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS,Regulation Of Steroid Metabolic Process,GO:BP,-0.748,-1.185,0.9985,0.7836,NS,18
GOBP_REGULATION_OF_BLOOD_PRESSURE,Regulation Of Blood Pressure,GO:BP,-1.108,-0.824,0.741,0.986,NS,23
GOBP_SYNAPSE_ASSEMBLY,Synapse Assembly,GO:BP,-1.208,0.723,0.6571,0.9998,NS,15
GOBP_FERTILIZATION,Fertilization,GO:BP,1.117,-0.812,0.7318,0.9895,NS,23
GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION,Protein Complex Oligomerization,GO:BP,1.153,0.775,0.6624,0.9998,NS,49
GOBP_MYOBLAST_DIFFERENTIATION,Myoblast Differentiation,GO:BP,-1.49,0.437,0.3368,0.9998,NS,17
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,Positive Regulation Of Protein Ubiquitination,GO:BP,-1.03,-0.897,0.7963,0.9663,NS,25
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,Cellular Response To Abiotic Stimulus,GO:BP,-0.866,-1.057,0.9629,0.8758,NS,52
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Cholesterol Homeostasis,Hallmark,1.163,-0.76,0.642,0.9818,NS,16
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,Cellular Response To Xenobiotic Stimulus,GO:BP,0.649,-1.273,0.9985,0.7035,NS,27
GOBP_COGNITION,Cognition,GO:BP,0.792,1.13,0.9985,0.8431,NS,28
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,Ribose Phosphate Metabolic Process,GO:BP,1.164,-0.757,0.5751,0.9998,NS,153
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,Negative Regulation Of Organelle Organization,GO:BP,0.875,-1.045,0.9579,0.8774,NS,62
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,Peripheral Nervous System Development,GO:BP,-1.089,0.831,0.7469,0.982,NS,18
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,Positive Regulation Of Erk1 And Erk2 Cascade,GO:BP,0.989,0.93,0.8418,0.96,NS,16
GOBP_LIPID_HOMEOSTASIS,Lipid Homeostasis,GO:BP,-1.342,0.576,0.4933,0.9998,NS,26
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Regulation Of Protein Localization To Plas...,GO:BP,0.71,1.208,0.9985,0.7398,NS,27
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Adenylate Cyclase Modulating G Protein Cou...,GO:BP,-1.311,-0.606,0.5556,0.9998,NS,16
HALLMARK_APICAL_JUNCTION,Apical Junction,Hallmark,-0.594,1.323,0.9779,0.4585,NS,34
GOBP_MEMBRANE_BIOGENESIS,Membrane Biogenesis,GO:BP,-0.878,-1.038,0.9333,0.8863,NS,21
HALLMARK_MYC_TARGETS_V1,MYC Targets V1,Hallmark,0.978,0.938,0.7984,0.9554,NS,122
GOBP_HUMORAL_IMMUNE_RESPONSE,Humoral Immune Response,GO:BP,-1.087,0.828,0.7469,0.986,NS,22
GOBP_MRNA_CATABOLIC_PROCESS,Mrna Catabolic Process,GO:BP,0.858,-1.057,0.9582,0.8758,NS,37
GOBP_RESPONSE_TO_HEAT,Response To Heat,GO:BP,-1.023,0.89,0.806,0.9703,NS,32
GOBP_STEROL_TRANSPORT,Sterol Transport,GO:BP,-0.629,-1.283,0.9985,0.7053,NS,19
GOBP_CELL_GROWTH,Cell Growth,GO:BP,-1.167,0.744,0.6474,0.9998,NS,62
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteolysis Involved In Prot...,GO:BP,-0.87,-1.041,0.9629,0.879,NS,63
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Positive Regulation Of Nervous System Deve...,GO:BP,-1.037,0.873,0.7858,0.9798,NS,26
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS,Positive Regulation Of Neurogenesis,GO:BP,-1.037,0.873,0.7858,0.9798,NS,26
GOBP_METHYLATION,Methylation,GO:BP,1.078,-0.831,0.7469,0.9895,NS,30
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,Intracellular Receptor Signaling Pathway,GO:BP,0.834,-1.071,0.9938,0.8758,NS,55
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Pi3k Akt Mtor Signaling,Hallmark,-1.095,0.808,0.6795,0.9818,NS,36
GOBP_METAPHASE_CHROMOSOME_ALIGNMENT,Metaphase Chromosome Alignment,GO:BP,0.656,1.244,0.9985,0.733,NS,18
GOBP_MICROTUBULE_BASED_MOVEMENT,Microtubule Based Movement,GO:BP,-1,0.9,0.8343,0.9664,NS,45
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,Negative Regulation Of Cell Development,GO:BP,-1.267,-0.633,0.5751,0.9998,NS,25
GOBP_REGULATION_OF_PHAGOCYTOSIS,Regulation Of Phagocytosis,GO:BP,1.067,0.833,0.7637,0.982,NS,16
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,Regulation Of Autophagy Of Mitochondrion,GO:BP,-0.874,-1.025,0.9346,0.8864,NS,16
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Oxidative Stress Induced Int...,GO:BP,0.996,0.903,0.8347,0.9663,NS,17
HALLMARK_ESTROGEN_RESPONSE_LATE,Estrogen Response Late,Hallmark,0.886,-1.012,0.8403,0.9164,NS,32
GOBP_MEMBRANE_FUSION,Membrane Fusion,GO:BP,-1,-0.897,0.8324,0.9663,NS,34
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS,Positive Regulation Of Exocytosis,GO:BP,0.977,-0.92,0.8497,0.96,NS,15
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION,Regulation Of Microtubule Cytoskeleton Org...,GO:BP,-1.127,-0.769,0.7113,0.9998,NS,35
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Positive Regulation Of Protein Localizatio...,GO:BP,0.984,0.911,0.8487,0.96,NS,17
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Negative Regulation Of Transmembrane Recep...,GO:BP,0.812,-1.082,0.9697,0.8758,NS,17
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,Cardiac Muscle Cell Action Potential,GO:BP,-1.059,-0.833,0.7637,0.982,NS,20
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,Pyridine Containing Compound Metabolic Pro...,GO:BP,1.147,0.744,0.6528,0.9998,NS,74
GOBP_VESICLE_BUDDING_FROM_MEMBRANE,Vesicle Budding From Membrane,GO:BP,-0.861,1.03,0.9513,0.8863,NS,26
GOBP_ORGANELLE_FUSION,Organelle Fusion,GO:BP,0.896,-0.994,0.9294,0.9226,NS,32
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,Actin Filament Bundle Organization,GO:BP,-0.981,0.905,0.8496,0.9663,NS,35
GOBP_CELL_REDOX_HOMEOSTASIS,Cell Redox Homeostasis,GO:BP,-0.596,-1.29,0.9985,0.7035,NS,20
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,Nucleoside Phosphate Catabolic Process,GO:BP,-0.97,-0.915,0.8773,0.9663,NS,58
GOBP_PYRUVATE_METABOLIC_PROCESS,Pyruvate Metabolic Process,GO:BP,1.108,0.776,0.7132,0.9998,NS,52
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,Cytoskeleton Dependent Cytokinesis,GO:BP,-0.584,1.3,0.9985,0.6721,NS,28
HALLMARK_COAGULATION,Coagulation,Hallmark,-0.714,1.17,0.9007,0.629,NS,25
GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS,Regulation Of Mrna Catabolic Process,GO:BP,-0.95,-0.932,0.8802,0.96,NS,26
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,Sulfur Compound Metabolic Process,GO:BP,0.891,-0.991,0.952,0.9269,NS,82
GOBP_T_CELL_DIFFERENTIATION,T Cell Differentiation,GO:BP,-1.276,0.605,0.5837,0.9998,NS,17
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,Regulation Of Nucleotide Metabolic Process,GO:BP,-1.27,-0.609,0.5751,0.9998,NS,25
GOBP_OSTEOBLAST_DIFFERENTIATION,Osteoblast Differentiation,GO:BP,-0.986,-0.891,0.8462,0.9687,NS,32
GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS,Regulation Of Ketone Metabolic Process,GO:BP,-1.003,-0.873,0.8301,0.9799,NS,23
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS,Muscle Cell Apoptotic Process,GO:BP,0.636,-1.238,0.9985,0.733,NS,17
GOBP_STEM_CELL_DIFFERENTIATION,Stem Cell Differentiation,GO:BP,0.781,1.089,0.9985,0.8758,NS,20
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Lymphocyte Activation Involved In Immune R...,GO:BP,-0.651,1.218,0.9985,0.7722,NS,16
GOBP_MEMBRANE_DEPOLARIZATION,Membrane Depolarization,GO:BP,-1.056,0.813,0.7672,0.9895,NS,22
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,Regulation Of Lipid Biosynthetic Process,GO:BP,-1.097,0.772,0.741,0.9996,NS,28
GOBP_REGULATION_OF_EXOCYTOSIS,Regulation Of Exocytosis,GO:BP,0.948,-0.918,0.8802,0.9617,NS,27
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,Cell Communication Involved In Cardiac Con...,GO:BP,-1.241,0.623,0.6405,0.9998,NS,15
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,Microtubule Organizing Center Organization,GO:BP,0.709,1.155,0.9985,0.8349,NS,16
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,Cytoplasmic Translational Initiation,GO:BP,1.062,0.8,0.7657,0.9895,NS,24
GOBP_ICOSANOID_METABOLIC_PROCESS,Icosanoid Metabolic Process,GO:BP,0.897,-0.964,0.9182,0.9534,NS,24
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,Respiratory System Development,GO:BP,-1.121,-0.74,0.7296,0.9998,NS,20
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Ubiquitin Dependent...,GO:BP,-0.856,-1.002,0.95,0.9093,NS,23
GOBP_REGULATION_OF_CELL_GROWTH,Regulation Of Cell Growth,GO:BP,-1.073,0.783,0.7469,0.9998,NS,51
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,Glycerophospholipid Metabolic Process,GO:BP,-0.848,-1.007,0.952,0.9093,NS,24
HALLMARK_GLYCOLYSIS,Glycolysis,Hallmark,1.003,-0.852,0.7921,0.9818,NS,62
GOBP_REGULATION_OF_GTPASE_ACTIVITY,Regulation Of Gtpase Activity,GO:BP,0.764,1.088,0.9985,0.8758,NS,15
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION,Cortical Cytoskeleton Organization,GO:BP,0.651,1.2,0.9985,0.7962,NS,16
GOBP_TETRAPYRROLE_METABOLIC_PROCESS,Tetrapyrrole Metabolic Process,GO:BP,1.106,-0.745,0.741,0.9996,NS,15
GOBP_NUCLEAR_EXPORT,Nuclear Export,GO:BP,-1.068,-0.781,0.7524,0.9996,NS,29
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,Leukocyte Cell Cell Adhesion,GO:BP,-0.808,1.04,0.9985,0.8863,NS,41
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,Negative Regulation Of Transport,GO:BP,-0.863,0.984,0.9764,0.9406,NS,73
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Intrinsic Apoptotic...,GO:BP,0.736,1.11,0.9985,0.86240000000000006,NS,26
GOBP_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,GO:BP,1.029,0.817,0.776,0.9998,NS,104
GOBP_CELLULAR_RESPONSE_TO_METAL_ION,Cellular Response To Metal Ion,GO:BP,-0.678,-1.165,0.9985,0.7787,NS,36
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS,Phospholipid Metabolic Process,GO:BP,-0.781,-1.059,0.9985,0.8758,NS,37
GOBP_RNA_LOCALIZATION,RNA Localization,GO:BP,0.72,1.118,0.9985,0.8471,NS,31
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Negative Regulation Of Monoatomic Ion Tran...,GO:BP,0.745,-1.092,0.9985,0.8758,NS,19
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,Unsaturated Fatty Acid Metabolic Process,GO:BP,1.012,-0.824,0.8217,0.9895,NS,26
GOBP_TISSUE_HOMEOSTASIS,Tissue Homeostasis,GO:BP,0.804,1.031,0.9822,0.8864,NS,20
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,Receptor Mediated Endocytosis,GO:BP,0.771,-1.063,0.9985,0.8758,NS,37
GOBP_MACROAUTOPHAGY,Macroautophagy,GO:BP,0.929,-0.904,0.9119,0.9798,NS,86
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,Response To Mechanical Stimulus,GO:BP,-0.812,1.021,0.9729,0.8989,NS,21
GOBP_REGULATION_OF_ENDOCYTOSIS,Regulation Of Endocytosis,GO:BP,-0.964,-0.867,0.8773,0.9854,NS,52
GOBP_MYELOID_CELL_DIFFERENTIATION,Myeloid Cell Differentiation,GO:BP,-0.76,-1.067,0.9985,0.8758,NS,48
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT,Regulation Of Peptide Transport,GO:BP,-0.955,-0.87,0.8794,0.982,NS,30
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Proteolysis Involve...,GO:BP,-0.858,-0.966,0.9564,0.9534,NS,33
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,Cellular Response To Chemical Stress,GO:BP,0.974,-0.845,0.8715,0.9975,NS,72
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,Cellular Response To Oxygen Levels,GO:BP,-0.807,-1.012,0.9985,0.9066,NS,33
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,Negative Regulation Of Defense Response,GO:BP,-1.025,-0.794,0.806,0.9996,NS,27
GOBP_CELLULAR_RESPONSE_TO_HEAT,Cellular Response To Heat,GO:BP,-1.059,0.759,0.7673,0.9996,NS,19
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,Negative Regulation Of Endocytosis,GO:BP,0.601,1.217,0.9985,0.7722,NS,15
GOBP_PLACENTA_DEVELOPMENT,Placenta Development,GO:BP,-1.225,0.593,0.6528,0.9998,NS,15
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,Negative Regulation Of Response To Externa...,GO:BP,-1.033,-0.784,0.7843,0.9998,NS,42
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Regulation Of Carbohydrate Metabolic Process,GO:BP,-0.98,-0.835,0.8487,0.9895,NS,38
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,Response To Transforming Growth Factor Beta,GO:BP,0.883,0.93,0.9386,0.96,NS,33
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Intrinsic Apoptotic Signalin...,GO:BP,0.783,1.029,0.9985,0.8863,NS,44
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM,Modulation Of Process Of Another Organism,GO:BP,-0.866,0.945,0.9386,0.9566,NS,18
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION,Positive Regulation Of Insulin Secretion,GO:BP,-1.02,0.79,0.8081,0.9895,NS,18
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,Positive Regulation Of Intracellular Trans...,GO:BP,-0.949,0.861,0.8802,0.982,NS,27
GOBP_REGULATION_OF_CELL_MORPHOGENESIS,Regulation Of Cell Morphogenesis,GO:BP,-0.847,0.962,0.9566,0.9557,NS,26
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,Establishment Of RNA Localization,GO:BP,0.722,1.086,0.9985,0.8758,NS,20
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION,Cardiac Muscle Cell Contraction,GO:BP,0.84,-0.968,0.9602,0.9529,NS,20
GOBP_HINDBRAIN_DEVELOPMENT,Hindbrain Development,GO:BP,-0.995,0.812,0.8343,0.9895,NS,20
GOBP_OSSIFICATION,Ossification,GO:BP,-0.938,0.869,0.8831,0.982,NS,45
GOBP_REGULATION_OF_AUTOPHAGY,Regulation Of Autophagy,GO:BP,-0.89,0.917,0.952,0.9663,NS,74
HALLMARK_UV_RESPONSE_DN,UV Response Dn,Hallmark,-1.128,-0.678,0.6795,0.9871,NS,15
GOBP_PROTEIN_STABILIZATION,Protein Stabilization,GO:BP,0.819,0.986,0.9985,0.9372,NS,56
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,Regulation Of Wnt Signaling Pathway,GO:BP,0.796,1.006,0.9985,0.9066,NS,28
GOBP_ALDEHYDE_METABOLIC_PROCESS,Aldehyde Metabolic Process,GO:BP,1.072,0.729,0.7469,0.9998,NS,28
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,Carbohydrate Biosynthetic Process,GO:BP,0.965,0.835,0.8787,0.9895,NS,51
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Positive Regulation Of Intrinsic Apoptotic...,GO:BP,-1.182,-0.618,0.6863,0.9998,NS,15
GOBP_MEMBRANE_DOCKING,Membrane Docking,GO:BP,0.835,-0.963,0.9613,0.9534,NS,19
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,Blood Vessel Endothelial Cell Migration,GO:BP,0.939,0.856,0.8802,0.9802,NS,16
GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Regulation Of Non Canonical Nf Kappab Sign...,GO:BP,-1.126,0.669,0.7296,0.9998,NS,16
GOBP_AMIDE_METABOLIC_PROCESS,Amide Metabolic Process,GO:BP,0.844,-0.95,0.9985,0.96,NS,106
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,Regulation Of Membrane Potential,GO:BP,-1.072,-0.722,0.7469,0.9998,NS,63
HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,Hallmark,-0.863,0.929,0.8403,0.9554,NS,22
GOBP_COPII_COATED_VESICLE_BUDDING,Copii Coated Vesicle Budding,GO:BP,-0.865,0.926,0.9373,0.96,NS,15
GOBP_RECOMBINATIONAL_REPAIR,Recombinational Repair,GO:BP,-1.174,0.617,0.6868,0.9998,NS,17
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,RNA Templated DNA Biosynthetic Process,GO:BP,0.748,1.042,0.9985,0.8863,NS,16
GOBP_TAXIS,Taxis,GO:BP,-0.715,1.075,0.9985,0.8758,NS,39
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Regulation Of Transmembrane Receptor Prote...,GO:BP,-0.897,0.892,0.923,0.9663,NS,26
GOBP_GRANULOCYTE_MIGRATION,Granulocyte Migration,GO:BP,-0.846,0.939,0.952,0.9566,NS,17
GOBP_ADAPTIVE_THERMOGENESIS,Adaptive Thermogenesis,GO:BP,1.077,0.706,0.7489,0.9998,NS,26
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,Regulation Of Lymphocyte Mediated Immunity,GO:BP,-0.995,0.788,0.8343,0.9895,NS,21
GOBP_POSITIVE_REGULATION_OF_BINDING,Positive Regulation Of Binding,GO:BP,0.614,-1.168,0.9985,0.8221,NS,16
GOBP_LYMPHOCYTE_DIFFERENTIATION,Lymphocyte Differentiation,GO:BP,-1.098,-0.683,0.7427,0.9998,NS,22
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,Purine Containing Compound Catabolic Process,GO:BP,-0.833,-0.946,0.9938,0.96,NS,55
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,Response To Topologically Incorrect Protein,GO:BP,-0.7,-1.079,0.9985,0.8758,NS,42
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,Ribosomal Small Subunit Biogenesis,GO:BP,1.086,-0.693,0.7469,0.9998,NS,26
GOBP_GLIAL_CELL_DIFFERENTIATION,Glial Cell Differentiation,GO:BP,-1.044,-0.734,0.77,0.9998,NS,33
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,Regulation Of Muscle Cell Differentiation,GO:BP,-0.98,0.797,0.8487,0.9895,NS,16
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,Regulation Of T Cell Mediated Immunity,GO:BP,-0.727,1.05,0.9985,0.8863,NS,16
GOBP_METENCEPHALON_DEVELOPMENT,Metencephalon Development,GO:BP,-0.914,-0.86,0.8869,0.9798,NS,18
GOBP_REGULATION_OF_RNA_SPLICING,Regulation Of RNA Splicing,GO:BP,-1.004,-0.768,0.8324,0.9998,NS,27
HALLMARK_E2F_TARGETS,E2F Targets,Hallmark,-0.994,-0.778,0.7921,0.9818,NS,29
GOBP_RESPONSE_TO_STEROID_HORMONE,Response To Steroid Hormone,GO:BP,1.055,0.717,0.7576,0.9998,NS,51
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,Glycerolipid Biosynthetic Process,GO:BP,-0.937,-0.83,0.8802,0.9835,NS,18
GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Positive Regulation Of Canonical Nf Kappab...,GO:BP,-0.888,0.878,0.9346,0.9798,NS,33
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,Biological Process Involved In Symbiotic I...,GO:BP,-0.909,-0.856,0.9255,0.986,NS,45
GOBP_PROTEIN_NEDDYLATION,Protein Neddylation,GO:BP,-0.923,-0.842,0.8831,0.982,NS,16
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY,Regulation Of Transporter Activity,GO:BP,0.606,-1.158,0.9985,0.8221,NS,23
GOBP_INSULIN_SECRETION,Insulin Secretion,GO:BP,-1.041,0.722,0.7843,0.9998,NS,31
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,Hepaticobiliary System Development,GO:BP,0.833,0.927,0.952,0.96,NS,17
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteasomal Ubiquitin Depend...,GO:BP,-0.684,-1.075,0.9985,0.8758,NS,33
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,Antigen Receptor Mediated Signaling Pathway,GO:BP,-0.696,1.062,0.9985,0.8863,NS,15
