"uniprot_id","omega2","gene","label"
"H4C1",-0.0171397782437222,NA,"H4C1"
"NDUFB3",-0.0172202015264142,NA,"NDUFB3"
"AKR1C2",-0.0172202118402838,NA,"AKR1C2"
"CCDC58",-0.0173976161161666,NA,"CCDC58"
"CUL4A",-0.0174379833341259,NA,"CUL4A"
"HSPBP1",-0.0174893606844571,NA,"HSPBP1"
"APOBEC2",-0.0174985957216585,NA,"APOBEC2"
"FH",-0.017620493199393,NA,"FH"
"UBL5",-0.0178373671480026,NA,"UBL5"
"COX7A1",-0.0181821556734615,NA,"COX7A1"
"ANXA4",-0.0182587954929795,NA,"ANXA4"
"ASNA1",-0.0183040639558745,NA,"ASNA1"
"MGST2",-0.0183126971988597,NA,"MGST2"
"TPI1",-0.0184520319758894,NA,"TPI1"
"MRPS36",-0.0184819428210138,NA,"MRPS36"
"TMEM126A",-0.018544665428024,NA,"TMEM126A"
"FIS1",-0.0187069446420592,NA,"FIS1"
"SNRPD3",-0.0188563824419156,NA,"SNRPD3"
"AKT1",-0.0188983124012506,NA,"AKT1"
"TUFM",-0.0189898088760896,NA,"TUFM"
"VDAC1",-0.0190071435814765,NA,"VDAC1"
"KARS1",-0.0190620169048142,NA,"KARS1"
"RAB5B",-0.0191054872209491,NA,"RAB5B"
"BIN3",-0.0192596410581184,NA,"BIN3"
"NDUFB4",-0.019300366198971,NA,"NDUFB4"
"COPS5",-0.0195619001646442,NA,"COPS5"
"GSTO1",-0.0196372040599457,NA,"GSTO1"
"ACO1",-0.0196608853461624,NA,"ACO1"
"ATP5ME",-0.019752399289582,NA,"ATP5ME"
"PHPT1",-0.0199932302749485,NA,"PHPT1"
"TRMT10C",-0.0200689491241907,NA,"TRMT10C"
"TACO1",-0.0202808517744497,NA,"TACO1"
"STAC3",-0.0203407622836268,NA,"STAC3"
"ARPC1B",-0.0204368574920721,NA,"ARPC1B"
"TACC2",-0.0204624985438606,NA,"TACC2"
"PSMB1",-0.0208357908992073,NA,"PSMB1"
"HIST2H2BE",-0.0211627085747025,NA,"HIST2H2BE"
"TIMM10",-0.021203060416124,NA,"TIMM10"
"PPIC",-0.0212227931121342,NA,"PPIC"
"PSMA7",-0.021339530573703,NA,"PSMA7"
"ACOT1",-0.0213586064874905,NA,"ACOT1"
"RPIA",-0.0215110130647514,NA,"RPIA"
"GPHN",-0.021656970859739,NA,"GPHN"
"SLC25A46",-0.0217396269055248,NA,"SLC25A46"
"RPS7",-0.021879193323338,NA,"RPS7"
"FITM1",-0.0219216538482424,NA,"FITM1"
"RPS8",-0.0219528690665047,NA,"RPS8"
"MRPL38",-0.0220189785884421,NA,"MRPL38"
"ECHDC3",-0.0223348589669101,NA,"ECHDC3"
"NDUFS6",-0.022338310936466,NA,"NDUFS6"
"ECH1",-0.0223857861790777,NA,"ECH1"
"GPD1",-0.0225590155294222,NA,"GPD1"
"MT-ND3",-0.0225603160909318,NA,"MT-ND3"
"SLC1A4",-0.0229392711544382,NA,"SLC1A4"
"HDHD5",-0.0230095996666077,NA,"HDHD5"
"HSP90B1",-0.0230335311323797,NA,"HSP90B1"
"TARS1",-0.0230812121230945,NA,"TARS1"
"ALDH16A1",-0.0231681730991855,NA,"ALDH16A1"
"PGRMC2",-0.0232794523865454,NA,"PGRMC2"
"DYNC1LI2",-0.0233612407616671,NA,"DYNC1LI2"
"ACTA1",-0.0233874801857814,NA,"ACTA1"
"EHBP1L1",-0.0234547637312557,NA,"EHBP1L1"
"GNA11",-0.0235278345182292,NA,"GNA11"
"RPS28",-0.0235320455796107,NA,"RPS28"
"TUBB2A",-0.0237133995299581,NA,"TUBB2A"
"SHMT1",-0.0237323793580129,NA,"SHMT1"
"MRPS27",-0.0239492097664061,NA,"MRPS27"
"APOOL",-0.0240067504351701,NA,"APOOL"
"RPL23",-0.0240173275635404,NA,"RPL23"
"RTCA",-0.0243839331330029,NA,"RTCA"
"PPP1R7",-0.0244226559783257,NA,"PPP1R7"
"TOMM22",-0.0244302602273993,NA,"TOMM22"
"FABP4",-0.0245077551869506,NA,"FABP4"
"BROX",-0.0245792929575696,NA,"BROX"
"SLK",-0.0246144445938757,NA,"SLK"
"GLOD4",-0.0247913612895329,NA,"GLOD4"
"CSTB",-0.0248010817164668,NA,"CSTB"
"GARNL3",-0.024817064685225,NA,"GARNL3"
"KYAT3",-0.0248738933327411,NA,"KYAT3"
"LUM",-0.024917583484863,NA,"LUM"
"MRPS17",-0.02511292674983,NA,"MRPS17"
"EIF1",-0.0251314365444315,NA,"EIF1"
"PFDN2",-0.0253231188908095,NA,"PFDN2"
"PRELP",-0.0255647466691848,NA,"PRELP"
"ELOB",-0.0256784935703005,NA,"ELOB"
"QDPR",-0.0258752097048408,NA,"QDPR"
"RUVBL2",-0.026006499355482,NA,"RUVBL2"
"DMD",-0.0261490673761376,NA,"DMD"
"DDX19A",-0.026401401412861,NA,"DDX19A"
"TOMM70",-0.0265407213249352,NA,"TOMM70"
"BCAT2",-0.0265407637129986,NA,"BCAT2"
"TPPP",-0.0266911650302133,NA,"TPPP"
"VAT1",-0.0266912288212393,NA,"VAT1"
"TLN2",-0.026775136559378,NA,"TLN2"
"ADHFE1",-0.0271497262625289,NA,"ADHFE1"
"DECR1",-0.0272282905458928,NA,"DECR1"
"NIPSNAP3B",-0.0272341366027631,NA,"NIPSNAP3B"
"TIMM9",-0.0273725914097806,NA,"TIMM9"
"DNAJC19",-0.0274705506711049,NA,"DNAJC19"
"FYCO1",-0.0274825059802671,NA,"FYCO1"
"SRP9",-0.027489483792779,NA,"SRP9"
"FABP5",-0.027612375815543,NA,"FABP5"
"MRPL46",-0.0276860417225796,NA,"MRPL46"
"FERMT3",-0.0278375177608644,NA,"FERMT3"
"HARS1",-0.0280354612494924,NA,"HARS1"
"IBA57",-0.0282514783700408,NA,"IBA57"
"UBE2N",-0.0284546121693167,NA,"UBE2N"
"PKIA",-0.028483928760547,NA,"PKIA"
"HAGH",-0.0285000410831384,NA,"HAGH"
"DHRS4",-0.0287150317892666,NA,"DHRS4"
"CTPS1",-0.0289131734200359,NA,"CTPS1"
"GOSR2",-0.0289476998504539,NA,"GOSR2"
"JSRP1",-0.0290128537491649,NA,"JSRP1"
"DCTN4",-0.0292514879074872,NA,"DCTN4"
"TXNDC12",-0.029256343323781,NA,"TXNDC12"
"UBE2M",-0.0293430810194065,NA,"UBE2M"
"JAGN1",-0.029447399539471,NA,"JAGN1"
"DNM1L",-0.0294902190973126,NA,"DNM1L"
"PMM2",-0.0295312347305961,NA,"PMM2"
"THY1",-0.0295817615795864,NA,"THY1"
"NDUFA12",-0.0296633577887141,NA,"NDUFA12"
"ERGIC1",-0.0297590167502654,NA,"ERGIC1"
"TNNT3",-0.0298544280931142,NA,"TNNT3"
"LNPK",-0.0300985750660801,NA,"LNPK"
"BCKDK",-0.0301359202007903,NA,"BCKDK"
"GCSH",-0.0302818312859521,NA,"GCSH"
"ETFDH",-0.0303262770584829,NA,"ETFDH"
"STXBP3",-0.0304995230351875,NA,"STXBP3"
"SYNPO2L",-0.0305892078971901,NA,"SYNPO2L"
"FUNDC2",-0.0307481354496905,NA,"FUNDC2"
"PTGES3",-0.0307792806022849,NA,"PTGES3"
"CAPZB",-0.030871853316764,NA,"CAPZB"
"ATPAF1",-0.0309168602825524,NA,"ATPAF1"
"RPL17",-0.0310161424238869,NA,"RPL17"
"UQCC3",-0.0312705300831418,NA,"UQCC3"
"SYNPO",-0.0314642728497337,NA,"SYNPO"
"BCAP29",-0.0315375823185208,NA,"BCAP29"
"PGRMC1",-0.0315519469459431,NA,"PGRMC1"
"MYLK",-0.031686144789073,NA,"MYLK"
"RAB24",-0.0316862455326208,NA,"RAB24"
"KPNA1",-0.0318472912917911,NA,"KPNA1"
"AKR1A1",-0.0318504698499989,NA,"AKR1A1"
"OSBPL11",-0.0318828955272064,NA,"OSBPL11"
"PHKA2",-0.0320048117617046,NA,"PHKA2"
"RAD23A",-0.0320855526859871,NA,"RAD23A"
"PLIN2",-0.0321610231421266,NA,"PLIN2"
"PTGR2",-0.0321919172295208,NA,"PTGR2"
"NACA",-0.0322159785307053,NA,"NACA"
"EIF2S2",-0.0322644048968662,NA,"EIF2S2"
"CASQ2",-0.0323503139617452,NA,"CASQ2"
"NUDT19",-0.0323548765692537,NA,"NUDT19"
"SLC25A12",-0.0323918659778536,NA,"SLC25A12"
"COPS6",-0.0325910880287816,NA,"COPS6"
"ATP5PF",-0.0326211016433162,NA,"ATP5PF"
"SLC25A24",-0.032682560363889,NA,"SLC25A24"
"CD36",-0.0327496192490354,NA,"CD36"
"ECHDC1",-0.0328203885307456,NA,"ECHDC1"
"TMED2",-0.0328563952150718,NA,"TMED2"
"SFXN1",-0.0328671461819817,NA,"SFXN1"
"PDP1",-0.0329157430508688,NA,"PDP1"
"PSME2",-0.0329264047092941,NA,"PSME2"
"ISOC1",-0.0329543854664155,NA,"ISOC1"
"NUDT2",-0.0331303228561199,NA,"NUDT2"
"COL15A1",-0.033262412861821,NA,"COL15A1"
"TMEM38A",-0.0332882149360278,NA,"TMEM38A"
"GNG12",-0.0333249971944777,NA,"GNG12"
"NEDD8",-0.0333351449221477,NA,"NEDD8"
"GMPR",-0.0333383652949171,NA,"GMPR"
"HSPD1",-0.0333492664046692,NA,"HSPD1"
"PLGRKT",-0.0334830899941196,NA,"PLGRKT"
"ACACB",-0.0336124337745287,NA,"ACACB"
"PPP2CA",-0.0336599998610251,NA,"PPP2CA"
"CD9",-0.0336661196855835,NA,"CD9"
"COX7A2",-0.0339114330587072,NA,"COX7A2"
"NAPRT",-0.0340300349863765,NA,"NAPRT"
"RDH13",-0.0340802844282172,NA,"RDH13"
"PDXK",-0.034090716762998,NA,"PDXK"
"HSPB8",-0.0340949395415665,NA,"HSPB8"
"SPEG",-0.0341348005276319,NA,"SPEG"
"PSMB6",-0.0342181465400017,NA,"PSMB6"
"NDUFB8",-0.0343529244084219,NA,"NDUFB8"
"CPT1B",-0.0345207431359332,NA,"CPT1B"
"SMIM11A",-0.034523077912071,NA,"SMIM11A"
"MYH11",-0.0345413872974728,NA,"MYH11"
"PTRHD1",-0.0345585391208048,NA,"PTRHD1"
"CCT8",-0.0345838807901904,NA,"CCT8"
"COL4A2",-0.0345914019526551,NA,"COL4A2"
"CARS1",-0.0346564469299299,NA,"CARS1"
"SNX3",-0.034670964705353,NA,"SNX3"
"IARS2",-0.0348659268562406,NA,"IARS2"
"CAV2",-0.0352179536916034,NA,"CAV2"
"KLHL41",-0.035234661195082,NA,"KLHL41"
"RTRAF",-0.0352352267076884,NA,"RTRAF"
"ATP5MD",-0.035416393355813,NA,"ATP5MD"
"MT-ATP6",-0.0356251500436023,NA,"MT-ATP6"
"TRAPPC3",-0.0357374064192564,NA,"TRAPPC3"
"CSRP3",-0.0361386705464067,NA,"CSRP3"
"MYH8",-0.0361831216083041,NA,"MYH8"
"FLNA",-0.0362044040138846,NA,"FLNA"
"METAP2",-0.0365254752962893,NA,"METAP2"
"PSMC3",-0.0366032014085257,NA,"PSMC3"
"NAP1L4",-0.0367264392367248,NA,"NAP1L4"
"NT5C2",-0.0367721244459703,NA,"NT5C2"
"LPP",-0.0368455408638822,NA,"LPP"
"UCHL3",-0.0368806658969829,NA,"UCHL3"
"PRKAA1",-0.0369576501632109,NA,"PRKAA1"
"CTBP1",-0.0370877076208883,NA,"CTBP1"
"FKBP2",-0.0373272201504282,NA,"FKBP2"
"LIMS1",-0.0373565835519504,NA,"LIMS1"
"RPS2",-0.037368958633362,NA,"RPS2"
"MAPK9",-0.03740071352555,NA,"MAPK9"
"NIT1",-0.0375075635290124,NA,"NIT1"
"GYS1",-0.0375584235728974,NA,"GYS1"
"DAD1",-0.0375744364742271,NA,"DAD1"
"ACP1",-0.0379087550219425,NA,"ACP1"
"SERBP1",-0.0380414536934058,NA,"SERBP1"
"NDUFS3",-0.038052988633042,NA,"NDUFS3"
"RPS13",-0.0380587592968597,NA,"RPS13"
"PDLIM1",-0.0380824557573243,NA,"PDLIM1"
"RPL5",-0.0381088483152556,NA,"RPL5"
"RPS19",-0.0381953513847236,NA,"RPS19"
"DDAH2",-0.0383777122883977,NA,"DDAH2"
"MYOM3",-0.0384350195138844,NA,"MYOM3"
"PPIL3",-0.0385831174738132,NA,"PPIL3"
"INPP1",-0.0388263898471531,NA,"INPP1"
"DAG1",-0.0388886845112274,NA,"DAG1"
"OPA3",-0.038956576356999,NA,"OPA3"
"RPS15A",-0.0391499672524927,NA,"RPS15A"
"PTBP1",-0.0392693910409963,NA,"PTBP1"
"NIPSNAP2",-0.0393415131758966,NA,"NIPSNAP2"
"XPO1",-0.0393574519038979,NA,"XPO1"
"UBQLN1",-0.039427800116683,NA,"UBQLN1"
"RNPEP",-0.0397594072256436,NA,"RNPEP"
"EIF5B",-0.039806387815144,NA,"EIF5B"
"HNRNPH3",-0.039942828127259,NA,"HNRNPH3"
"PSMA1",-0.0401308411729044,NA,"PSMA1"
"ZBTB9",-0.0401357766942999,NA,"ZBTB9"
"RPL27A",-0.0405721161591953,NA,"RPL27A"
"CORO6",-0.040803454383411,NA,"CORO6"
"PACSIN3",-0.0408083768142195,NA,"PACSIN3"
"RAB14",-0.0408993833405449,NA,"RAB14"
"GBE1",-0.0409135793514405,NA,"GBE1"
"EIF3D",-0.0409157378924501,NA,"EIF3D"
"DARS1",-0.0409516713443255,NA,"DARS1"
"GLRX3",-0.0410919307386176,NA,"GLRX3"
"FAM162A",-0.0411774860848148,NA,"FAM162A"
"ALDH7A1",-0.0412388028823369,NA,"ALDH7A1"
"AKR7A2",-0.0413785689152609,NA,"AKR7A2"
"SMYD2",-0.0413837858201438,NA,"SMYD2"
"EIF4G1",-0.0414710526141739,NA,"EIF4G1"
"MPC1",-0.0415000041471859,NA,"MPC1"
"SSB",-0.0415296634587296,NA,"SSB"
"HEBP2",-0.041606697171562,NA,"HEBP2"
"IAH1",-0.0416928154312738,NA,"IAH1"
"OXSR1",-0.0418234324886017,NA,"OXSR1"
"DDT",-0.041975785194339,NA,"DDT"
"FN3K",-0.0419925877573253,NA,"FN3K"
"FLNC",-0.0419981299209943,NA,"FLNC"
"SYNJ2BP",-0.0421874097813308,NA,"SYNJ2BP"
"OBSCN",-0.042237739095594,NA,"OBSCN"
"DTD1",-0.0422531922522081,NA,"DTD1"
"STIP1",-0.0422720612604512,NA,"STIP1"
"ASPA",-0.0423162444833208,NA,"ASPA"
"GHITM",-0.042357417160676,NA,"GHITM"
"LAMC1",-0.042472190366541,NA,"LAMC1"
"CLPP",-0.0431387082741077,NA,"CLPP"
"YKT6",-0.0432557091348782,NA,"YKT6"
"ATP5MC2",-0.0434401502254198,NA,"ATP5MC2"
"RCN1",-0.0435985035085673,NA,"RCN1"
"PPIL1",-0.0437124898511248,NA,"PPIL1"
"PSAP",-0.0438721292937151,NA,"PSAP"
"NAPA",-0.0439281556312195,NA,"NAPA"
"HSPB6",-0.0440302318139308,NA,"HSPB6"
"RAB21",-0.0441005657285468,NA,"RAB21"
"CLUH",-0.0443008953488603,NA,"CLUH"
"NDUFA6",-0.0445114908841738,NA,"NDUFA6"
"HSPG2",-0.044559519985919,NA,"HSPG2"
"TNNI1",-0.0445750491101034,NA,"TNNI1"
"TOMM7",-0.0448112944406247,NA,"TOMM7"
"MYBPC1",-0.0448154221668034,NA,"MYBPC1"
"SLC25A5",-0.0448177104508633,NA,"SLC25A5"
"TNPO1",-0.0449001524541532,NA,"TNPO1"
"PCYT2",-0.044974661039296,NA,"PCYT2"
"MT-CO2",-0.0451492679147914,NA,"MT-CO2"
"PUDP",-0.0451722054627474,NA,"PUDP"
"MRPL55",-0.0451749910666017,NA,"MRPL55"
"PSMA4",-0.0452245969578541,NA,"PSMA4"
"L2HGDH",-0.0453227739899786,NA,"L2HGDH"
"KRT8",-0.0454222845101195,NA,"KRT8"
"APEX1",-0.045498745777722,NA,"APEX1"
"PRKAB2",-0.0455334325878679,NA,"PRKAB2"
"ATP6V1G1",-0.0457538754013076,NA,"ATP6V1G1"
"PRMT5",-0.0457906723567892,NA,"PRMT5"
"PXN",-0.0458108907949632,NA,"PXN"
"PABPC1",-0.0458156386135379,NA,"PABPC1"
"FKBP1A",-0.0458208391737605,NA,"FKBP1A"
"UBE2V2",-0.0459801310804978,NA,"UBE2V2"
"MTIF2",-0.0462313063494433,NA,"MTIF2"
"ENO1",-0.0463266647560212,NA,"ENO1"
"FXR1",-0.0463637870501939,NA,"FXR1"
"CUTC",-0.0464135027511231,NA,"CUTC"
"RPS5",-0.0465074654414825,NA,"RPS5"
"AOC3",-0.0465086762991291,NA,"AOC3"
"PVALB",-0.0465294218633086,NA,"PVALB"
"ADH5",-0.0465547579655235,NA,"ADH5"
"MYL4",-0.0465655859231621,NA,"MYL4"
"TECR",-0.0466245431131178,NA,"TECR"
"ENO2",-0.0466321657245725,NA,"ENO2"
"CHP1",-0.0466395186348414,NA,"CHP1"
"NUBPL",-0.0466421742575122,NA,"NUBPL"
"DDX19B",-0.0468425944530295,NA,"DDX19B"
"RPS14",-0.0470115145926186,NA,"RPS14"
"YWHAE",-0.0470707084598236,NA,"YWHAE"
"CUL2",-0.0471205008567328,NA,"CUL2"
"ADPRH",-0.0471276093947956,NA,"ADPRH"
"HSD17B4",-0.0471588622017569,NA,"HSD17B4"
"CLTB",-0.047216254963961,NA,"CLTB"
"VAMP3",-0.0473290927736157,NA,"VAMP3"
"TIGAR",-0.04746732926039,NA,"TIGAR"
"HINT3",-0.0474924171532514,NA,"HINT3"
"UBA2",-0.0475031342725341,NA,"UBA2"
"RPS15",-0.0478665311572515,NA,"RPS15"
"UBE2L3",-0.0479104915242394,NA,"UBE2L3"
"IMPA1",-0.048157557967559,NA,"IMPA1"
"NUTF2",-0.0481853763375552,NA,"NUTF2"
"MYO6",-0.0482426783337046,NA,"MYO6"
"PARP1",-0.0482953929456218,NA,"PARP1"
"PEBP1",-0.0483046589423716,NA,"PEBP1"
"QKI",-0.0483415837642966,NA,"QKI"
"GSK3B",-0.0484174411026427,NA,"GSK3B"
"IMMT",-0.0486334326402436,NA,"IMMT"
"RBBP7",-0.0486975845634485,NA,"RBBP7"
"NRAP",-0.0487202958500673,NA,"NRAP"
"NEK7",-0.0489792635572113,NA,"NEK7"
"HIGD1A",-0.0490176925955184,NA,"HIGD1A"
"OPTN",-0.0490371742166222,NA,"OPTN"
"POFUT1",-0.0492368634448279,NA,"POFUT1"
"ERO1A",-0.0492727748490087,NA,"ERO1A"
"SLC35A4",-0.0493044681884976,NA,"SLC35A4"
"LYPLA1",-0.0493402767003868,NA,"LYPLA1"
"RIDA",-0.0493653497063666,NA,"RIDA"
"IPO5",-0.0494677447213129,NA,"IPO5"
"NLN",-0.0495612139679294,NA,"NLN"
"GORASP2",-0.0495855800359149,NA,"GORASP2"
"RO60",-0.0497671267637316,NA,"RO60"
"GRHPR",-0.0497767853209439,NA,"GRHPR"
"PLIN3",-0.0499882650832512,NA,"PLIN3"
"EHD4",-0.0500461656412764,NA,"EHD4"
"PFDN5",-0.0501477143011134,NA,"PFDN5"
"TPM1",-0.0501503229767625,NA,"TPM1"
"ACO2",-0.0503305172399988,NA,"ACO2"
"PFKL",-0.0503584167383335,NA,"PFKL"
"SFPQ",-0.0505206529511594,NA,"SFPQ"
"PDIA4",-0.0505673518897118,NA,"PDIA4"
"MT-CO1",-0.0505764580656017,NA,"MT-CO1"
"PPP2CB",-0.0505978931630066,NA,"PPP2CB"
"SPG7",-0.0506694402126831,NA,"SPG7"
"AKAP12",-0.0508861640087434,NA,"AKAP12"
"ME2",-0.0510598924573482,NA,"ME2"
"UROD",-0.0511030072581677,NA,"UROD"
"USP9X",-0.0511428703691407,NA,"USP9X"
"GSK3A",-0.0511752475253022,NA,"GSK3A"
"VIM",-0.0512631392187506,NA,"VIM"
"CCT3",-0.0514968792549814,NA,"CCT3"
"ALDH1A1",-0.0515559662304713,NA,"ALDH1A1"
"TIMMDC1",-0.051635241266581,NA,"TIMMDC1"
"PLAA",-0.05171450758766,NA,"PLAA"
"CSRP1",-0.051971487096851,NA,"CSRP1"
"NEXN",-0.0521133790889177,NA,"NEXN"
"MUSTN1",-0.0522658315288309,NA,"MUSTN1"
"PSMD13",-0.0522748871888319,NA,"PSMD13"
"RCN2",-0.052322312937917,NA,"RCN2"
"KPNB1",-0.0523641203545073,NA,"KPNB1"
"CDC37",-0.0523982738898362,NA,"CDC37"
"CSE1L",-0.0526344318616639,NA,"CSE1L"
"ATG3",-0.0526965322565452,NA,"ATG3"
"MTAP",-0.0528535218429651,NA,"MTAP"
"CHCHD2",-0.0530256645580262,NA,"CHCHD2"
"RAC1",-0.053040174852216,NA,"RAC1"
"BCL2L13",-0.0531025437817751,NA,"BCL2L13"
"MYL6",-0.0531592045104478,NA,"MYL6"
"ABHD14B",-0.0533625995751795,NA,"ABHD14B"
"CDNF",-0.0534660044142715,NA,"CDNF"
"SAR1A",-0.0535374386811195,NA,"SAR1A"
"MYOZ3",-0.0535800987728869,NA,"MYOZ3"
"SEC31A",-0.0536466643062607,NA,"SEC31A"
"FBLN1",-0.0538481687340243,NA,"FBLN1"
"CARM1",-0.0539621161712448,NA,"CARM1"
"MARCKS",-0.0539695731053887,NA,"MARCKS"
"RPL32",-0.0539719722189,NA,"RPL32"
"WDR1",-0.0539909773038878,NA,"WDR1"
"ADIRF",-0.0540967725690812,NA,"ADIRF"
"ADPRHL1",-0.054120031132389,NA,"ADPRHL1"
"TMEM109",-0.0542894832739286,NA,"TMEM109"
"PRDX3",-0.0545872338309133,NA,"PRDX3"
"SIRT2",-0.0545919709588132,NA,"SIRT2"
"RBKS",-0.0548751886208716,NA,"RBKS"
"NTPCR",-0.0549511768010913,NA,"NTPCR"
"PGM5",-0.0550011914814807,NA,"PGM5"
"CAPZA1",-0.0551628384075564,NA,"CAPZA1"
"RPS11",-0.0553679086605611,NA,"RPS11"
"CCT5",-0.0554823347355697,NA,"CCT5"
"RPL18A",-0.0556227923603439,NA,"RPL18A"
"CALM1",-0.055778161481181,NA,"CALM1"
"MAPK1",-0.0557849418731019,NA,"MAPK1"
"PPA2",-0.0558345660423218,NA,"PPA2"
"EEF1G",-0.0559226124175375,NA,"EEF1G"
"TUBB4B",-0.0560813175448473,NA,"TUBB4B"
"PFKM",-0.0561407585689617,NA,"PFKM"
"TAGLN2",-0.0562047718817384,NA,"TAGLN2"
"SRP14",-0.05627596397163,NA,"SRP14"
"MTM1",-0.0563565610339623,NA,"MTM1"
"HSPA9",-0.0565114930662261,NA,"HSPA9"
"DMAC2L",-0.0565115442498669,NA,"DMAC2L"
"PARK7",-0.0565607034663778,NA,"PARK7"
"LZIC",-0.0566371121883853,NA,"LZIC"
"ETHE1",-0.0566577768597017,NA,"ETHE1"
"SURF1",-0.0567954273493066,NA,"SURF1"
"MEMO1",-0.0569683561484788,NA,"MEMO1"
"UGGT1",-0.0571233654795778,NA,"UGGT1"
"SCARB2",-0.0572027348377864,NA,"SCARB2"
"HSPH1",-0.0573936694673845,NA,"HSPH1"
"UGP2",-0.057503153083987,NA,"UGP2"
"ACTN3",-0.0575911263551984,NA,"ACTN3"
"MECR",-0.0576954575855655,NA,"MECR"
"BCAM",-0.0577272317201062,NA,"BCAM"
"CYC1",-0.0578986940366399,NA,"CYC1"
"SND1",-0.0579020488075888,NA,"SND1"
"DCTN1",-0.0579211203222617,NA,"DCTN1"
"SBDS",-0.0579447739627731,NA,"SBDS"
"RNF114",-0.0579670634454821,NA,"RNF114"
"TXNL1",-0.0579856780539332,NA,"TXNL1"
"ERAP1",-0.0581785450888083,NA,"ERAP1"
"VKORC1L1",-0.0582078960417533,NA,"VKORC1L1"
"AP2B1",-0.0584448315236158,NA,"AP2B1"
"SPR",-0.0585738624003375,NA,"SPR"
"UBE2K",-0.0587061758463609,NA,"UBE2K"
"EYA3",-0.0587432967330686,NA,"EYA3"
"EIF2S1",-0.0588684169810458,NA,"EIF2S1"
"ARL8B",-0.0588851549323654,NA,"ARL8B"
"ARPC3",-0.0588889981668668,NA,"ARPC3"
"TXNDC17",-0.0589761787321577,NA,"TXNDC17"
"CLCC1",-0.0590363417177379,NA,"CLCC1"
"RNF126",-0.0590478837023506,NA,"RNF126"
"DDAH1",-0.0591994085294468,NA,"DDAH1"
"NUDT3",-0.0592552374918674,NA,"NUDT3"
"MAT2B",-0.0593865336958081,NA,"MAT2B"
"AP1B1",-0.0594836402591566,NA,"AP1B1"
"CAST",-0.0598142801439618,NA,"CAST"
"SYPL2",-0.0598995719580417,NA,"SYPL2"
"ACOT2",-0.0601013043640774,NA,"ACOT2"
"DDX3X",-0.0601986622191207,NA,"DDX3X"
"PPP1CA",-0.0602368849881407,NA,"PPP1CA"
"ADH1B",-0.0602922289493493,NA,"ADH1B"
"MPO",-0.0605475955399445,NA,"MPO"
"TYMP",-0.0606955181172154,NA,"TYMP"
"FBP1",-0.0607051510166035,NA,"FBP1"
"TXNRD2",-0.0607913188542314,NA,"TXNRD2"
"NSFL1C",-0.0610865167171793,NA,"NSFL1C"
"OCIAD1",-0.0610977790394555,NA,"OCIAD1"
"ACADM",-0.0612120853919568,NA,"ACADM"
"PDAP1",-0.0613295762711893,NA,"PDAP1"
"EIF4G2",-0.0613555114137203,NA,"EIF4G2"
"HSD17B8",-0.0613714602052686,NA,"HSD17B8"
"HIBCH",-0.061375071177035,NA,"HIBCH"
"ITGA7",-0.0614109601032169,NA,"ITGA7"
"YWHAH",-0.0614544329940349,NA,"YWHAH"
"PRPSAP1",-0.0616181958886913,NA,"PRPSAP1"
"NDUFS1",-0.0617560622611305,NA,"NDUFS1"
"RPN1",-0.061896051738364,NA,"RPN1"
"DES",-0.061938047271743,NA,"DES"
"CAPZA2",-0.0620753002163432,NA,"CAPZA2"
"DRG1",-0.0620822289659907,NA,"DRG1"
"KLHL40",-0.0620933288347519,NA,"KLHL40"
"PDLIM7",-0.0623707974270753,NA,"PDLIM7"
"DSTN",-0.062431092558956,NA,"DSTN"
"FBLN5",-0.062453271838369,NA,"FBLN5"
"KRAS",-0.0625031761355767,NA,"KRAS"
"KPNA6",-0.0626232748064079,NA,"KPNA6"
"ALDH2",-0.0626706666106933,NA,"ALDH2"
"MPC2",-0.0628286345460242,NA,"MPC2"
"LAMP2",-0.0629297811577995,NA,"LAMP2"
"TMEM14C",-0.0629704235660632,NA,"TMEM14C"
"NDUFA5",-0.0631115865902782,NA,"NDUFA5"
"PSMA3",-0.0631804452483775,NA,"PSMA3"
"MYOZ1",-0.0632107896916562,NA,"MYOZ1"
"OSBPL1A",-0.0633647096068633,NA,"OSBPL1A"
"DPYSL2",-0.0634536812783068,NA,"DPYSL2"
"GPT",-0.0635236348718171,NA,"GPT"
"CORO1A",-0.0636211542421399,NA,"CORO1A"
"YWHAZ",-0.0636968449464271,NA,"YWHAZ"
"DNPH1",-0.063810170766126,NA,"DNPH1"
"ACTN4",-0.0638340309147483,NA,"ACTN4"
"ASPH",-0.0639293279276608,NA,"ASPH"
"MYL3",-0.0639617791828774,NA,"MYL3"
"ENSA",-0.0641063468168778,NA,"ENSA"
"DLD",-0.0645090903261856,NA,"DLD"
"DHRS11",-0.0645975883951579,NA,"DHRS11"
"RPL24",-0.0646429362321994,NA,"RPL24"
"ATP6V1E1",-0.0648139193468351,NA,"ATP6V1E1"
"RPL23A",-0.0653359089181447,NA,"RPL23A"
"PLEC",-0.0654466250703699,NA,"PLEC"
"UBE2B",-0.0654515536608228,NA,"UBE2B"
"RPL35",-0.0654920096815029,NA,"RPL35"
"KRT1",-0.0658787774602479,NA,"KRT1"
"THOP1",-0.0661769900560542,NA,"THOP1"
"GALM",-0.0663646568634144,NA,"GALM"
"UBAP2L",-0.0664690185982248,NA,"UBAP2L"
