"uniprot_id","eta2","gene","label"
"O96000",0.162230469128038,"NDUFB10","NDUFB10"
"P16930",0.161801924981176,"FAH","FAH"
"O75915",0.161261967144376,"ARL6IP5","ARL6IP5"
"P46734",0.16103403264963,"MAP2K3","MAP2K3"
"Q9NXJ5",0.160999746553739,"PGPEP1","PGPEP1"
"P12277",0.160984703967113,"CKB","CKB"
"P68400",0.160974091180006,"CSNK2A1","CSNK2A1"
"Q9UHQ9",0.160777857477253,"CYB5R1","CYB5R1"
"Q9Y333",0.160768002560919,"LSM2","LSM2"
"P34949",0.16061921203893,"MPI","MPI"
"P62906",0.16043491196727,"RPL10A","RPL10A"
"P11217",0.16021659947687,"PYGM","PYGM"
"P07451",0.160133794838809,"CA3","CA3"
"O00757",0.160025418008702,"FBP2","FBP2"
"Q02978",0.159934264929864,"SLC25A11","SLC25A11"
"Q9UJ70",0.159768283973398,"NAGK","NAGK"
"Q9UHY7",0.159241404283889,"ENOPH1","ENOPH1"
"P42126",0.158837626214057,"ECI1","ECI1"
"P31146",0.158726105227541,"CORO1A","CORO1A"
"Q30154",0.158623663366364,"HLA-DRB5","HLA-DRB5"
"Q01484",0.158544636228769,"ANK2","ANK2"
"Q96BM9",0.158349034219222,"ARL8A","ARL8A"
"Q16881",0.15813712573344,"TXNRD1","TXNRD1"
"P13861",0.158128932476007,"PRKAR2A","PRKAR2A"
"Q6PI48",0.158095302163288,"DARS2","DARS2"
"P05413",0.157872127683884,"FABP3","FABP3"
"P62714",0.157605820480826,"PPP2CB","PPP2CB"
"Q8WVI0",0.157305228378278,"SMIM4","SMIM4"
"Q9NXA8",0.157282605958794,"SIRT5","SIRT5"
"Q9BZE1",0.157186769881308,"MRPL37","MRPL37"
"Q9Y676",0.157018454964567,"MRPS18B","MRPS18B"
"P30566",0.15701570291526,"ADSL","ADSL"
"Q96DC8",0.15695210710596,"ECHDC3","ECHDC3"
"P19367",0.156851964715668,"HK1","HK1"
"Q00765",0.156734448277668,"REEP5","REEP5"
"P00387",0.156299906872234,"CYB5R3","CYB5R3"
"Q5JTJ3",0.15622011364666,"COA6","COA6"
"Q13148",0.156175713511484,"TARDBP","TARDBP"
"O00423",0.156057242464154,"EML1","EML1"
"Q9P0L0",0.15600030228895,"VAPA","VAPA"
"P68366",0.155841987022223,"TUBA4A","TUBA4A"
"A6NNS2",0.155603024877804,"DHRS7C","DHRS7C"
"O14950",0.155598274413238,"MYL12B","MYL12B"
"Q12988",0.15551239116361,"HSPB3","HSPB3"
"P12235",0.1553443597828,"SLC25A4","SLC25A4"
"P60891",0.15531600362978,"PRPS1","PRPS1"
"Q9GZT3",0.155158883526093,"SLIRP","SLIRP"
"P22314",0.15512555237999,"UBA1","UBA1"
"Q96KP4",0.154543611374466,"CNDP2","CNDP2"
"P13929",0.154536143376387,"ENO3","ENO3"
"Q9NTG7",0.154288023660381,"SIRT3","SIRT3"
"P11021",0.153929196963658,"HSPA5","HSPA5"
"P13645",0.153895441325256,"KRT10","KRT10"
"O43813",0.153515963614678,"LANCL1","LANCL1"
"Q9Y613",0.153458015520359,"FHOD1","FHOD1"
"P31937",0.15340593978717,"HIBADH","HIBADH"
"P53992",0.153385267626392,"SEC24C","SEC24C"
"Q09666",0.15321913513254,"AHNAK","AHNAK"
"Q03154",0.153148681197088,"ACY1","ACY1"
"P04179",0.153113617761486,"SOD2","SOD2"
"Q9UMS0",0.153109916066251,"NFU1","NFU1"
"P07437",0.152954561874213,"TUBB","TUBB"
"P41236",0.15294928784545,"PPP1R2","PPP1R2"
"Q9Y5M8",0.152858087647215,"SRPRB","SRPRB"
"Q9NTJ4",0.152712563071571,"MAN2C1","MAN2C1"
"P05455",0.151951221652578,"SSB","SSB"
"P54289",0.151880423899363,"CACNA2D1","CACNA2D1"
"P27816",0.15169238352596,"MAP4","MAP4"
"Q9UMS6",0.151665937350123,"SYNPO2","SYNPO2"
"Q9UN37",0.151502204412899,"VPS4A","VPS4A"
"P61956",0.15128459521061,"SUMO2","SUMO2"
"O60841",0.151276738808938,"EIF5B","EIF5B"
"Q99816",0.151044655438077,"TSG101","TSG101"
"P30040",0.150886327089617,"ERP29","ERP29"
"Q8WTS6",0.150875645216162,"SETD7","SETD7"
"Q02338",0.150856347242736,"BDH1","BDH1"
"Q9UIC8",0.150608007195746,"LCMT1","LCMT1"
"P17540",0.150587052547521,"CKMT2","CKMT2"
"P04899",0.150257892932548,"GNAI2","GNAI2"
"P50395",0.150208095997111,"GDI2","GDI2"
"Q15436",0.150027415610886,"SEC23A","SEC23A"
"P53621",0.149838713799865,"COPA","COPA"
"Q8N142",0.149677237310185,"ADSS1","ADSS1"
"P30837",0.149518927087858,"ALDH1B1","ALDH1B1"
"P49257",0.149442708380969,"LMAN1","LMAN1"
"Q8IWX7",0.149411466959577,"UNC45B","UNC45B"
"P40429",0.149092205431594,"RPL13A","RPL13A"
"Q9Y512",0.148749461976889,"SAMM50","SAMM50"
"Q9BS26",0.148588634527777,"ERP44","ERP44"
"Q9BUR5",0.148586417684059,"APOO","APOO"
"P06730",0.148584807723693,"EIF4E","EIF4E"
"Q7Z406",0.148575700742259,"MYH14","MYH14"
"O75348",0.148413783890515,"ATP6V1G1","ATP6V1G1"
"Q10713",0.148356606981483,"PMPCA","PMPCA"
"Q86UT6",0.148298891547874,"NLRX1","NLRX1"
"P62330",0.148197483404826,"ARF6","ARF6"
"Q00610",0.148188313529645,"CLTC","CLTC"
"Q15257",0.148042012603313,"PTPA","PTPA"
"Q13151",0.147841295690357,"HNRNPA0","HNRNPA0"
"O43169",0.147666769458921,"CYB5B","CYB5B"
"Q96AN5",0.147608679884774,"TMEM143","TMEM143"
"Q96I99",0.14759232272681,"SUCLG2","SUCLG2"
"Q13155",0.14739083377267,"AIMP2","AIMP2"
"Q9GZV1",0.147386951319263,"ANKRD2","ANKRD2"
"P20472",0.147374213063101,"PVALB","PVALB"
"P43007",0.147280525313834,"SLC1A4","SLC1A4"
"P21912",0.146872534083538,"SDHB","SDHB"
"Q9Y490",0.146858318150652,"TLN1","TLN1"
"Q9BT78",0.146674192605452,"COPS4","COPS4"
"P35573",0.14663101543276,"AGL","AGL"
"Q6IQ22",0.146620766640563,"RAB12","RAB12"
"Q9H0W9",0.146486428433057,"C11orf54","C11orf54"
"O43776",0.146430298023541,"NARS1","NARS1"
"O43837",0.146331300738359,"IDH3B","IDH3B"
"Q93084",0.146323845721084,"ATP2A3","ATP2A3"
"P68104",0.146250189359681,"EEF1A1","EEF1A1"
"O75832",0.146161646457517,"PSMD10","PSMD10"
"P58546",0.146154874896579,"MTPN","MTPN"
"Q5XKP0",0.145927555491608,"MICOS13","MICOS13"
"P10599",0.145706253346011,"TXN","TXN"
"P30626",0.145554960975372,"SRI","SRI"
"Q13228",0.145539676505038,"SELENBP1","SELENBP1"
"Q15181",0.145448125554511,"PPA1","PPA1"
"P42025",0.145382658954036,"ACTR1B","ACTR1B"
"Q15631",0.145330102898059,"TSN","TSN"
"P68402",0.145241671959005,"PAFAH1B2","PAFAH1B2"
"P52895",0.145192774845986,"AKR1C2","AKR1C2"
"Q05639",0.144913092557853,"EEF1A2","EEF1A2"
"P03886",0.14469313611241,"MT-ND1","MT-ND1"
"O75923",0.144477619042,"DYSF","DYSF"
"P63098",0.144347633560576,"PPP3R1","PPP3R1"
"P41252",0.144265558716773,"IARS1","IARS1"
"O43747",0.144169216215335,"AP1G1","AP1G1"
"P29992",0.144148891771818,"GNA11","GNA11"
"Q15102",0.144092634699597,"PAFAH1B3","PAFAH1B3"
"Q8NBX0",0.14386383832808,"SCCPDH","SCCPDH"
"O43674",0.143842680246051,"NDUFB5","NDUFB5"
"Q99426",0.1437965186289,"TBCB","TBCB"
"O75521",0.143690647691966,"ECI2","ECI2"
"Q03252",0.143560781308362,"LMNB2","LMNB2"
"P50914",0.143514188600741,"RPL14","RPL14"
"Q8N1G4",0.14349312972557,"LRRC47","LRRC47"
"Q6IBS0",0.143335824659923,"TWF2","TWF2"
"P68363",0.143263187367158,"TUBA1B","TUBA1B"
"Q9HB71",0.143202505598434,"CACYBP","CACYBP"
"P13639",0.143157773300012,"EEF2","EEF2"
"Q9Y4W6",0.143152271753037,"AFG3L2","AFG3L2"
"P23786",0.143009281916324,"CPT2","CPT2"
"P62807",0.142499862862547,"H2BC4","H2BC4"
"P00338",0.14221085764996,"LDHA","LDHA"
"P02144",0.142068949796899,"MB","MB"
"P39656",0.141955819566905,"DDOST","DDOST"
"O14983",0.141846008348305,"ATP2A1","ATP2A1"
"Q15119",0.141822111295535,"PDK2","PDK2"
"P34897",0.141479265066074,"SHMT2","SHMT2"
"Q9UG63",0.141241446334779,"ABCF2","ABCF2"
"O75351",0.141224678436723,"VPS4B","VPS4B"
"Q15233",0.141149257597185,"NONO","NONO"
"Q3SXM5",0.141130262929986,"HSDL1","HSDL1"
"Q9BXI3",0.141093642417354,"NT5C1A","NT5C1A"
"Q8NI37",0.141062594646037,"PPTC7","PPTC7"
"A5YM72",0.140687427883421,"CARNS1","CARNS1"
"Q9NZQ9",0.140441192806794,"TMOD4","TMOD4"
"P61163",0.140247544260331,"ACTR1A","ACTR1A"
"P61758",0.140030853035248,"VBP1","VBP1"
"Q9Y295",0.139969763964121,"DRG1","DRG1"
"Q13409",0.139593241851426,"DYNC1I2","DYNC1I2"
"Q5HYK3",0.139530324228721,"COQ5","COQ5"
"P56381",0.139517096486211,"ATP5F1E","ATP5F1E"
"Q14BN4",0.139313626562123,"SLMAP","SLMAP"
"Q9Y4J8",0.139068325784584,"DTNA","DTNA"
"P52943",0.138904415812337,"CRIP2","CRIP2"
"P30536",0.138878794476562,"TSPO","TSPO"
"Q00839",0.138834527516132,"HNRNPU","HNRNPU"
"P52815",0.138704590746741,"MRPL12","MRPL12"
"P22695",0.138659599621907,"UQCRC2","UQCRC2"
"Q02641",0.138496386787129,"CACNB1","CACNB1"
"P61221",0.138298132679607,"ABCE1","ABCE1"
"P54619",0.138239460473909,"PRKAG1","PRKAG1"
"Q9H074",0.13794539555472,"PAIP1","PAIP1"
"P62070",0.137593931456839,"RRAS2","RRAS2"
"P08572",0.137376768805519,"COL4A2","COL4A2"
"O94811",0.137207422363571,"TPPP","TPPP"
"Q16576",0.137205076582097,"RBBP7","RBBP7"
"P09972",0.137153992246304,"ALDOC","ALDOC"
"Q8IZ83",0.136813855250957,"ALDH16A1","ALDH16A1"
"P25325",0.136720947605326,"MPST","MPST"
"P11586",0.136618283328669,"MTHFD1","MTHFD1"
"Q9BRX8",0.13651567847804,"PRXL2A","PRXL2A"
"P60709",0.136441042188456,"ACTB","ACTB"
"P63151",0.136137779391554,"PPP2R2A","PPP2R2A"
"Q9H7C9",0.136096301166645,"AAMDC","AAMDC"
"Q13347",0.136095754760386,"EIF3I","EIF3I"
"O60826",0.135924516538302,"CCDC22","CCDC22"
"P09211",0.135807647032966,"GSTP1","GSTP1"
"P61289",0.135669570908762,"PSME3","PSME3"
"Q9H444",0.135647881151656,"CHMP4B","CHMP4B"
"Q14894",0.135315101233896,"CRYM","CRYM"
"Q9UBG0",0.135311205780399,"MRC2","MRC2"
"P19404",0.13529800715056,"NDUFV2","NDUFV2"
"P46020",0.135282100503444,"PHKA1","PHKA1"
"Q9UHQ4",0.135267332313278,"BCAP29","BCAP29"
"O14556",0.135123082504021,"GAPDHS","GAPDHS"
"O75208",0.135016718124547,"COQ9","COQ9"
"P00367",0.134790939261593,"GLUD1","GLUD1"
"Q9BQ69",0.134696983619753,"MACROD1","MACROD1"
"Q00688",0.134693564750249,"FKBP3","FKBP3"
"P35237",0.134654809033128,"SERPINB6","SERPINB6"
"P53985",0.134639054320843,"SLC16A1","SLC16A1"
"Q13698",0.134516567440088,"CACNA1S","CACNA1S"
"P40925",0.134513381975959,"MDH1","MDH1"
"Q13867",0.134510929371845,"BLMH","BLMH"
"Q92552",0.134260903192008,"MRPS27","MRPS27"
"P04792",0.134244343933089,"HSPB1","HSPB1"
"P16152",0.134151723250632,"CBR1","CBR1"
"P07237",0.134149032776306,"P4HB","P4HB"
"Q9UKY7",0.134147192766109,"CDV3","CDV3"
"Q9UQM7",0.133926870806479,"CAMK2A","CAMK2A"
"Q96HC4",0.13372148212748,"PDLIM5","PDLIM5"
"Q00325",0.133704111877641,"SLC25A3","SLC25A3"
"P45974",0.133348091585669,"USP5","USP5"
"Q13153",0.13314944728996,"PAK1","PAK1"
"Q9NQY0",0.133135527125816,"BIN3","BIN3"
"Q9BX68",0.133068270508677,"HINT2","HINT2"
"Q7Z434",0.133014937586985,"MAVS","MAVS"
"Q15056",0.132873740497783,"EIF4H","EIF4H"
"P13797",0.132814603518215,"PLS3","PLS3"
"P47813",0.132640354969109,"EIF1AX","EIF1AX"
"O95182",0.132633211125953,"NDUFA7","NDUFA7"
"Q9ULC4",0.132520336793164,"MCTS1","MCTS1"
"Q9NPJ3",0.132476158968677,"ACOT13","ACOT13"
"P30038",0.132339459780399,"ALDH4A1","ALDH4A1"
"Q16563",0.13213151473437,"SYPL1","SYPL1"
"Q9P2J5",0.132074112506479,"LARS1","LARS1"
"P20340",0.131788065919509,"RAB6A","RAB6A"
"P49721",0.131683383415526,"PSMB2","PSMB2"
"P08559",0.131355446975312,"PDHA1","PDHA1"
"Q93052",0.131208160257628,"LPP","LPP"
"Q6ZVM7",0.13081552918781,"TOM1L2","TOM1L2"
"Q13561",0.130639218611191,"DCTN2","DCTN2"
"Q06830",0.13050821038343,"PRDX1","PRDX1"
"Q9Y285",0.130424712354792,"FARSA","FARSA"
"Q13203",0.130328054435237,"MYBPH","MYBPH"
"Q14249",0.130305580120201,"ENDOG","ENDOG"
"P54819",0.130205863807239,"AK2","AK2"
"Q3ZCQ8",0.130171647281459,"TIMM50","TIMM50"
"Q9P0J1",0.130083202921062,"PDP1","PDP1"
"Q13586",0.129889013261095,"STIM1","STIM1"
"P05386",0.129738944874667,"RPLP1","RPLP1"
"Q13423",0.129501918068452,"NNT","NNT"
"P62633",0.129419974713227,"CNBP","CNBP"
"Q92973",0.129364178382242,"TNPO1","TNPO1"
"Q9UKG1",0.129348155072083,"APPL1","APPL1"
"Q96RP9",0.129321628379926,"GFM1","GFM1"
"Q9Y4G6",0.129179765267258,"TLN2","TLN2"
"P26678",0.1291675579847,"PLN","PLN"
"O75964",0.129165520749841,"ATP5MG","ATP5MG"
"Q92696",0.129136813432624,"RABGGTA","RABGGTA"
"Q08209",0.129076487533024,"PPP3CA","PPP3CA"
"Q9NS86",0.129006810912704,"LANCL2","LANCL2"
"P48163",0.128814723585951,"ME1","ME1"
"Q9Y6E2",0.128625307662672,"BZW2","BZW2"
"P55010",0.128608073175633,"EIF5","EIF5"
"Q9BTT0",0.128548168760157,"ANP32E","ANP32E"
"P45877",0.128541157857116,"PPIC","PPIC"
"Q9Y4Z0",0.128494121376351,"LSM4","LSM4"
"Q14558",0.128439944757807,"PRPSAP1","PRPSAP1"
"O43583",0.128378862987985,"DENR","DENR"
"Q6NZI2",0.12832138853572,"CAVIN1","CAVIN1"
"Q9Y3I0",0.128296108352944,"RTCB","RTCB"
"P53990",0.128267131525457,"IST1","IST1"
"Q9NZN4",0.128260931223335,"EHD2","EHD2"
"Q9Y6A9",0.128219105591787,"SPCS1","SPCS1"
"P31749",0.128173797713467,"AKT1","AKT1"
"Q8IXM3",0.127977230840681,"MRPL41","MRPL41"
"P18669",0.127790920122215,"PGAM1","PGAM1"
"P43155",0.127588201554158,"CRAT","CRAT"
"Q9UNE7",0.127413597604338,"STUB1","STUB1"
"Q702N8",0.127385111666309,"XIRP1","XIRP1"
"Q15366",0.127349540953092,"PCBP2","PCBP2"
"Q8NE71",0.127260526624278,"ABCF1","ABCF1"
"P63173",0.127191932053422,"RPL38","RPL38"
"Q8WUD1",0.126949223343125,"RAB2B","RAB2B"
"Q9NP81",0.126933074413295,"SARS2","SARS2"
"Q9NZA1",0.126643408510733,"CLIC5","CLIC5"
"P62140",0.126315820457549,"PPP1CB","PPP1CB"
"A5D6W6",0.126277393178772,"FITM1","FITM1"
"P11182",0.126198172167,"DBT","DBT"
"P49023",0.126044638466774,"PXN","PXN"
"P63208",0.126037869792079,"SKP1","SKP1"
"P37235",0.126014044948261,"HPCAL1","HPCAL1"
"P26038",0.12584894491197,"MSN","MSN"
"Q9HB90",0.125671310671367,"RRAGC","RRAGC"
"Q9H3H3",0.125205659553055,"C11orf68","C11orf68"
"Q9BTV4",0.125172905783403,"TMEM43","TMEM43"
"O75891",0.125062562728635,"ALDH1L1","ALDH1L1"
"O75947",0.125029147106945,"ATP5PD","ATP5PD"
"P47897",0.124623880045685,"QARS1","QARS1"
"P52565",0.124594837310097,"ARHGDIA","ARHGDIA"
"P30085",0.124547215478149,"CMPK1","CMPK1"
"Q6IPR1",0.124509766901726,"ETFRF1","ETFRF1"
"Q8N335",0.124354846189206,"GPD1L","GPD1L"
"P35080",0.124280258599894,"PFN2","PFN2"
"Q00059",0.124258086477314,"TFAM","TFAM"
"P09874",0.124254769485081,"PARP1","PARP1"
"Q53EU6",0.124209780204208,"GPAT3","GPAT3"
"Q9GZZ1",0.124202155281251,"NAA50","NAA50"
"P43034",0.123938063058585,"PAFAH1B1","PAFAH1B1"
"P22033",0.123520774720659,"MMUT","MMUT"
"Q9NVE7",0.123514477352607,"PANK4","PANK4"
"Q01082",0.12348576099918,"SPTBN1","SPTBN1"
"P36969",0.123098494246186,"GPX4","GPX4"
"O95336",0.123093915294657,"PGLS","PGLS"
"Q13085",0.122943129207385,"ACACA","ACACA"
"P53618",0.122886674495908,"COPB1","COPB1"
"Q15008",0.1227927762115,"PSMD6","PSMD6"
"P51148",0.122694959265744,"RAB5C","RAB5C"
"P50995",0.122192636006524,"ANXA11","ANXA11"
"Q15019",0.122181797581314,"SEPTIN2","SEPTIN2"
"P39059",0.122174114891982,"COL15A1","COL15A1"
"P41250",0.122002016583572,"GARS1","GARS1"
"Q8WW59",0.121910189224035,"SPRYD4","SPRYD4"
"O94919",0.121615625842035,"ENDOD1","ENDOD1"
"P28838",0.121553745017113,"LAP3","LAP3"
"Q09028",0.121519889158016,"RBBP4","RBBP4"
"Q9NQW7",0.121488130400273,"XPNPEP1","XPNPEP1"
"P26599",0.121347677554793,"PTBP1","PTBP1"
"P30520",0.121137210214267,"ADSS2","ADSS2"
"Q9UBY9",0.12109845526644,"HSPB7","HSPB7"
"P17568",0.120918220158528,"NDUFB7","NDUFB7"
"P07585",0.120776115006369,"DCN","DCN"
"P02792",0.120430860492904,"FTL","FTL"
"P42765",0.12031729718861,"ACAA2","ACAA2"
"Q5VW32",0.120304370692847,"BROX","BROX"
"P14678",0.120235611632104,"SNRPB","SNRPB"
"Q96K76",0.120134661731602,"USP47","USP47"
"P54646",0.120088998840707,"PRKAA2","PRKAA2"
"O60763",0.120061869064938,"USO1","USO1"
"Q86WU2",0.120030179748923,"LDHD","LDHD"
"Q5XPI4",0.119916139985773,"RNF123","RNF123"
"P23528",0.119727260350522,"CFL1","CFL1"
"Q8TB45",0.119693721347302,"DEPTOR","DEPTOR"
"P99999",0.119654157182341,"CYCS","CYCS"
"P50993",0.119569561388192,"ATP1A2","ATP1A2"
"Q969X5",0.119558913113185,"ERGIC1","ERGIC1"
"Q9NQ88",0.119274265749941,"TIGAR","TIGAR"
"Q9HCP6",0.119188463391788,"HHATL","HHATL"
"P39687",0.119073196723878,"ANP32A","ANP32A"
"Q9UDT6",0.118868650745323,"CLIP2","CLIP2"
"O75531",0.118857612481954,"BANF1","BANF1"
"O95373",0.118804094245722,"IPO7","IPO7"
"P62979",0.118803917618032,"RPS27A","RPS27A"
"P11047",0.118719456651343,"LAMC1","LAMC1"
"Q15365",0.118673832333354,"PCBP1","PCBP1"
"P46199",0.118644272633911,"MTIF2","MTIF2"
"Q9Y6B6",0.118410856649648,"SAR1B","SAR1B"
"Q9NY33",0.118391153790565,"DPP3","DPP3"
"Q92841",0.118216841385158,"DDX17","DDX17"
"P22234",0.118155200043454,"PAICS","PAICS"
"Q5T440",0.118138840742745,"IBA57","IBA57"
"Q96EY1",0.117902661718483,"DNAJA3","DNAJA3"
"Q9Y266",0.117784137743327,"NUDC","NUDC"
"P21926",0.117738745246032,"CD9","CD9"
"P51149",0.117626430884685,"RAB7A","RAB7A"
"P22307",0.117617177502416,"SCP2","SCP2"
"Q9BYD2",0.117233015781585,"MRPL9","MRPL9"
"P07099",0.117220299798423,"EPHX1","EPHX1"
"P38117",0.117203569215027,"ETFB","ETFB"
"Q8N3L3",0.117020194937615,"TXLNB","TXLNB"
"Q9BYV2",0.116954452594144,"TRIM54","TRIM54"
"Q9NX63",0.116842503635949,"CHCHD3","CHCHD3"
"P15531",0.116687531844247,"NME1","NME1"
"P28066",0.116660422862959,"PSMA5","PSMA5"
"O95865",0.116571329134996,"DDAH2","DDAH2"
"Q15555",0.116389777103263,"MAPRE2","MAPRE2"
"P06132",0.116333103001735,"UROD","UROD"
"P26440",0.116320749185894,"IVD","IVD"
"P55822",0.116274869126307,"SH3BGR","SH3BGR"
"P62854",0.116084712784531,"RPS26","RPS26"
"Q13177",0.115902544855354,"PAK2","PAK2"
"P06703",0.115761716529304,"S100A6","S100A6"
"Q02790",0.115586686238264,"FKBP4","FKBP4"
"Q04837",0.11551636233023,"SSBP1","SSBP1"
"P49821",0.115499164404011,"NDUFV1","NDUFV1"
"P30622",0.115349883305191,"CLIP1","CLIP1"
"O14521",0.11509069379965,"SDHD","SDHD"
"Q9NZL4",0.114909553027046,"HSPBP1","HSPBP1"
"O75298",0.114686700557318,"RTN2","RTN2"
"P61981",0.114684751054209,"YWHAG","YWHAG"
"P26639",0.114625019268345,"TARS1","TARS1"
"P51648",0.114510925406108,"ALDH3A2","ALDH3A2"
"O00217",0.114323552971449,"NDUFS8","NDUFS8"
"P13489",0.114148432798457,"RNH1","RNH1"
"P62993",0.113854992655155,"GRB2","GRB2"
"P19623",0.113763551995626,"SRM","SRM"
"O95433",0.11374530813582,"AHSA1","AHSA1"
"P48507",0.113658153861903,"GCLM","GCLM"
"Q9NR56",0.113447089967143,"MBNL1","MBNL1"
"O43865",0.113396753408969,"AHCYL1","AHCYL1"
"P62072",0.113375462234425,"TIMM10","TIMM10"
"Q13643",0.113218351909944,"FHL3","FHL3"
"P31939",0.112979991069362,"ATIC","ATIC"
"Q8WVM8",0.112961971488171,"SCFD1","SCFD1"
"Q9BU61",0.112857176307471,"NDUFAF3","NDUFAF3"
"P61960",0.112804883993964,"UFM1","UFM1"
"P04075",0.112777574006008,"ALDOA","ALDOA"
"P56211",0.112752630263237,"ARPP19","ARPP19"
"P55263",0.112740942013519,"ADK","ADK"
"Q9NZU5",0.112670617899233,"LMCD1","LMCD1"
"P62879",0.112661927815017,"GNB2","GNB2"
"Q9UJS0",0.112572038102897,"SLC25A13","SLC25A13"
"P61077",0.112346871551675,"UBE2D3","UBE2D3"
"Q9Y2R0",0.112183270025082,"COA3","COA3"
"O94903",0.11217081465588,"PLPBP","PLPBP"
"Q9H061",0.112011797480294,"TMEM126A","TMEM126A"
"P51452",0.111957061204971,"DUSP3","DUSP3"
"P20774",0.111847970856895,"OGN","OGN"
"Q9H6K4",0.111825731386179,"OPA3","OPA3"
"P29966",0.11178102811759,"MARCKS","MARCKS"
"Q9NTK5",0.111738481913763,"OLA1","OLA1"
"P30044",0.111576584080152,"PRDX5","PRDX5"
"P63244",0.111431015589185,"RACK1","RACK1"
"P55036",0.111275746561983,"PSMD4","PSMD4"
"P49589",0.110761437607375,"CARS1","CARS1"
"Q5VVW2",0.110707005721164,"GARNL3","GARNL3"
"P63241",0.11046770846518,"EIF5A","EIF5A"
"P46781",0.110438813371032,"RPS9","RPS9"
"Q16082",0.110404647658557,"HSPB2","HSPB2"
"P31943",0.11035633959101,"HNRNPH1","HNRNPH1"
"P48556",0.110262907418068,"PSMD8","PSMD8"
"P25787",0.110092010940998,"PSMA2","PSMA2"
"Q9UM22",0.109485858259775,"EPDR1","EPDR1"
"P13798",0.109381099486551,"APEH","APEH"
"P30101",0.109252123077085,"PDIA3","PDIA3"
"Q13404",0.109121827530937,"UBE2V1","UBE2V1"
"Q16531",0.1089395671308,"DDB1","DDB1"
"Q13541",0.10889336938709,"EIF4EBP1","EIF4EBP1"
"P04632",0.108889220451113,"CAPNS1","CAPNS1"
"Q9UBT2",0.108868110099559,"UBA2","UBA2"
"Q86Y39",0.108859971050943,"NDUFA11","NDUFA11"
"Q9UFN0",0.108832400076239,"NIPSNAP3A","NIPSNAP3A"
"Q9BZV1",0.108602714505188,"UBXN6","UBXN6"
"P14735",0.108291755853887,"IDE","IDE"
"O15498",0.108280671828376,"YKT6","YKT6"
"P51553",0.108041686288581,"IDH3G","IDH3G"
"P49441",0.108000958637421,"INPP1","INPP1"
"P11142",0.107935276110051,"HSPA8","HSPA8"
"Q04759",0.10789590920505,"PRKCQ","PRKCQ"
"P04216",0.10788855980798,"THY1","THY1"
"O95298",0.107676683683382,"NDUFC2","NDUFC2"
"Q86TX2",0.107672321258575,"ACOT1","ACOT1"
"P84243",0.107568006623528,"H3-3A","H3-3A"
"P17812",0.107336809227427,"CTPS1","CTPS1"
"O75223",0.107332986199181,"GGCT","GGCT"
"P62829",0.107279648501789,"RPL23","RPL23"
"O75874",0.107190394827553,"IDH1","IDH1"
"Q16740",0.107008118497123,"CLPP","CLPP"
"P27338",0.106804207903737,"MAOB","MAOB"
"Q14108",0.10676726885151,"SCARB2","SCARB2"
"P49247",0.106763184493406,"RPIA","RPIA"
"O43768",0.106673029743745,"ENSA","ENSA"
"P12268",0.106611793710448,"IMPDH2","IMPDH2"
"P22830",0.106535830754144,"FECH","FECH"
"P30041",0.106364647543709,"PRDX6","PRDX6"
"Q7Z6Z7",0.10626227620045,"HUWE1","HUWE1"
"Q6IAN0",0.106142379931218,"DHRS7B","DHRS7B"
"Q92530",0.106112197502374,"PSMF1","PSMF1"
"Q96DA6",0.105916370704079,"DNAJC19","DNAJC19"
"P28161",0.10584556882891,"GSTM2","GSTM2"
"P61020",0.10582977590289,"RAB5B","RAB5B"
"P33176",0.105795662843303,"KIF5B","KIF5B"
"P18085",0.105772729436144,"ARF4","ARF4"
"L0R6Q1",0.10575905333586,"SLC35A4","SLC35A4"
"P46459",0.105491889616264,"NSF","NSF"
"P34896",0.105292203324188,"SHMT1","SHMT1"
"P35268",0.105131903647805,"RPL22","RPL22"
"O00487",0.10509763181412,"PSMD14","PSMD14"
"Q8N3D4",0.105083911156578,"EHBP1L1","EHBP1L1"
"Q9UDX5",0.105016379609472,"MTFP1","MTFP1"
"P54578",0.10500198510065,"USP14","USP14"
"Q9UDW1",0.104694224349736,"UQCR10","UQCR10"
"P62191",0.104660383145998,"PSMC1","PSMC1"
"P15121",0.104529981817186,"AKR1B1","AKR1B1"
"Q99829",0.104346456157922,"CPNE1","CPNE1"
"Q9Y696",0.104327026298597,"CLIC4","CLIC4"
"P36871",0.104254072643549,"PGM1","PGM1"
"P14618",0.10424797313939,"PKM","PKM"
"Q7Z4W1",0.104098221791777,"DCXR","DCXR"
"Q8TCD5",0.10406316125096,"NT5C","NT5C"
"P23246",0.103968522591009,"SFPQ","SFPQ"
"P61026",0.103939157464187,"RAB10","RAB10"
"P05023",0.103881188632235,"ATP1A1","ATP1A1"
"O43237",0.103790527744787,"DYNC1LI2","DYNC1LI2"
"P53041",0.103756349292203,"PPP5C","PPP5C"
"Q03135",0.103702269988622,"CAV1","CAV1"
"P61457",0.103664963516584,"PCBD1","PCBD1"
"Q99735",0.103653729766065,"MGST2","MGST2"
"Q9H9B4",0.103586712078182,"SFXN1","SFXN1"
"P31930",0.103569281186664,"UQCRC1","UQCRC1"
"O95210",0.103273394165999,"STBD1","STBD1"
"Q9NYU2",0.103191596079334,"UGGT1","UGGT1"
