pathway,pathway_label,database,NES_Training_HR,NES_Training_LR,padj_Training_HR,padj_Training_LR,significance,set_size
GOBP_CARDIAC_CELL_DEVELOPMENT,Cardiac Cell Development,GO:BP,-1.114,1.083,0.708,0.843,NS,19
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteolysis Involved In Prot...,GO:BP,-1.077,-1.12,0.7185,0.7901,NS,60
GOBP_HUMORAL_IMMUNE_RESPONSE,Humoral Immune Response,GO:BP,-1.001,-1.196,0.7881,0.7268,NS,38
GOBP_INTERLEUKIN_1_PRODUCTION,Interleukin 1 Production,GO:BP,-0.766,1.431,0.9259,0.5662,NS,11
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,Monosaccharide Biosynthetic Process,GO:BP,-0.81,-1.386,0.9259,0.5413,NS,32
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,Positive Regulation Of Protein Ubiquitination,GO:BP,-1.173,-1.021,0.6291,0.8732,NS,24
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Regulation Of Protein Containing Complex A...,GO:BP,-1.428,-0.764,0.3357,0.9993,NS,83
GOBP_KETONE_METABOLIC_PROCESS,Ketone Metabolic Process,GO:BP,1.12,-1.071,0.6741,0.843,NS,51
GOBP_RNA_MODIFICATION,RNA Modification,GO:BP,-1.315,0.875,0.5576,0.9481,NS,11
GOBP_SCHWANN_CELL_DIFFERENTIATION,Schwann Cell Differentiation,GO:BP,-1.109,1.081,0.7154,0.8431,NS,15
GOBP_LAMELLIPODIUM_ORGANIZATION,Lamellipodium Organization,GO:BP,-1.149,1.04,0.6741,0.861,NS,17
GOBP_NEUROMUSCULAR_PROCESS,Neuromuscular Process,GO:BP,-1.539,0.649,0.3357,0.9993,NS,34
GOBP_FATTY_ACID_METABOLIC_PROCESS,Fatty Acid Metabolic Process,GO:BP,1.113,1.075,0.6415,0.8401,NS,103
GOBP_CEREBRAL_CORTEX_DEVELOPMENT,Cerebral Cortex Development,GO:BP,-1.379,-0.808,0.4848,0.9665,NS,14
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,Vascular Associated Smooth Muscle Cell Pro...,GO:BP,-0.913,-1.274,0.8458,0.7268,NS,10
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,Protein Containing Complex Localization,GO:BP,-0.872,1.315,0.8891,0.6284,NS,26
GOBP_REGULATION_OF_ENDOCYTOSIS,Regulation Of Endocytosis,GO:BP,-1.158,-1.028,0.6256,0.858,NS,52
GOBP_NUCLEOTIDE_METABOLIC_PROCESS,Nucleotide Metabolic Process,GO:BP,1.452,0.732,0.1464,0.9994,NS,184
GOBP_LAMELLIPODIUM_ASSEMBLY,Lamellipodium Assembly,GO:BP,-1.199,0.983,0.628,0.8963,NS,15
GOBP_CELL_MATRIX_ADHESION,Cell Matrix Adhesion,GO:BP,0.717,1.465,0.9618,0.4768,NS,33
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION,Regulation Of Protein Polymerization,GO:BP,-1.389,-0.791,0.42,0.9864,NS,42
GOBP_POSITIVE_REGULATION_OF_SECRETION,Positive Regulation Of Secretion,GO:BP,-1.21,0.97,0.5762,0.9222,NS,48
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,Positive Regulation Of Protein Polymerization,GO:BP,-1.505,0.672,0.4042,0.9961,NS,18
GOBP_MEMBRANE_BIOGENESIS,Membrane Biogenesis,GO:BP,-1.093,-1.083,0.7206,0.843,NS,21
GOBP_PROTEIN_DEPOLYMERIZATION,Protein Depolymerization,GO:BP,-0.969,-1.207,0.8121,0.7437,NS,26
GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS,Regulation Of Reproductive Process,GO:BP,0.845,1.33,0.8974,0.6665,NS,14
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Unfolded Protein Response,Hallmark,-0.875,1.299,0.8974,0.6284,NS,33
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,Positive Regulation Of Immune Effector Pro...,GO:BP,-1.353,0.82,0.4682,0.9736,NS,30
GOBP_DEVELOPMENTAL_MATURATION,Developmental Maturation,GO:BP,-0.74,1.433,0.9495,0.5189,NS,27
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,Morphogenesis Of A Branching Structure,GO:BP,-1.423,-0.749,0.4653,0.9864,NS,13
GOBP_LIPOPROTEIN_METABOLIC_PROCESS,Lipoprotein Metabolic Process,GO:BP,-1.035,-1.137,0.776,0.8324,NS,13
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,Regulation Of Nitric Oxide Metabolic Process,GO:BP,-1.367,-0.804,0.5016,0.9698,NS,15
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,Regulation Of Microtubule Based Process,GO:BP,-1.434,-0.737,0.4037,0.9961,NS,40
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Lymphocyte Activation Involved In Immune R...,GO:BP,-1.335,0.836,0.5321,0.9601,NS,15
GOBP_PROTEIN_EXPORT_FROM_NUCLEUS,Protein Export From Nucleus,GO:BP,-1.286,-0.883,0.5719,0.95,NS,16
GOBP_RESPONSE_TO_LIGHT_STIMULUS,Response To Light Stimulus,GO:BP,-0.833,-1.336,0.9184,0.5645,NS,42
GOBP_REGULATION_OF_PROTEIN_TRANSPORT,Regulation Of Protein Transport,GO:BP,-1.225,-0.943,0.5382,0.926,NS,74
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,Amino Acid Biosynthetic Process,GO:BP,1.072,1.095,0.7466,0.843,NS,15
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION,Positive Regulation Of Cytoplasmic Transla...,GO:BP,-1.076,1.09,0.7466,0.843,NS,11
GOBP_NEURON_PROJECTION_EXTENSION,Neuron Projection Extension,GO:BP,-1.533,0.633,0.3838,0.9993,NS,19
GOBP_CARDIAC_CHAMBER_MORPHOGENESIS,Cardiac Chamber Morphogenesis,GO:BP,-1.322,-0.844,0.5508,0.9581,NS,10
GOBP_DIGESTION,Digestion,GO:BP,-0.697,-1.467,0.9495,0.5203,NS,12
GOBP_DIGESTIVE_SYSTEM_PROCESS,Digestive System Process,GO:BP,-0.697,-1.467,0.9495,0.5203,NS,12
GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS,Cellular Response To Corticosteroid Stimulus,GO:BP,1.12,1.043,0.708,0.8589,NS,13
GOBP_HEART_MORPHOGENESIS,Heart Morphogenesis,GO:BP,-1.347,0.815,0.4819,0.9733,NS,24
GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION,Regulation Of Fibroblast Proliferation,GO:BP,-1.032,-1.13,0.7754,0.8367,NS,10
GOBP_AMINE_METABOLIC_PROCESS,Amine Metabolic Process,GO:BP,1.204,-0.955,0.628,0.9237,NS,14
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,Negative Regulation Of Neuron Apoptotic Pr...,GO:BP,-1.199,-0.958,0.628,0.9237,NS,18
GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION,Rho Protein Signal Transduction,GO:BP,-1.566,0.59,0.3696,0.9993,NS,17
GOBP_GLAND_DEVELOPMENT,Gland Development,GO:BP,0.927,1.229,0.8561,0.7094,NS,42
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,Cellular Response To Acid Chemical,GO:BP,-1.061,1.094,0.7541,0.843,NS,16
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,Protein Targeting To Membrane,GO:BP,-0.514,1.641,0.9933,0.334,NS,14
GOBP_EMBRYO_IMPLANTATION,Embryo Implantation,GO:BP,1.112,1.04,0.7185,0.861,NS,11
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,Positive Regulation Of Type I Interferon P...,GO:BP,-0.933,1.218,0.8278,0.7746,NS,11
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,Cellular Response To Steroid Hormone Stimulus,GO:BP,1.29,0.86,0.5321,0.9601,NS,34
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TRANSPORT,Positive Regulation Of Protein Transport,GO:BP,-1.213,0.935,0.5762,0.926,NS,47
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,Actin Mediated Cell Contraction,GO:BP,-1.048,1.1,0.7586,0.8324,NS,35
GOBP_MICROTUBULE_POLYMERIZATION,Microtubule Polymerization,GO:BP,-1.369,-0.778,0.4819,0.9828,NS,20
GOBP_RESPONSE_TO_TYPE_II_INTERFERON,Response To Type Ii Interferon,GO:BP,-0.783,1.364,0.9259,0.6121,NS,20
GOBP_SPERM_EGG_RECOGNITION,Sperm Egg Recognition,GO:BP,1.236,-0.91,0.6256,0.926,NS,10
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT,Nucleobase Containing Compound Transport,GO:BP,0.94,1.205,0.831,0.7437,NS,26
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION,Regulation Of Microtubule Polymerization,GO:BP,-1.307,0.837,0.5508,0.9601,NS,16
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Regulation Of Protein Localization To Cell...,GO:BP,-0.829,1.315,0.9149,0.6176,NS,35
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,Amide Biosynthetic Process,GO:BP,1.141,1,0.6593,0.8851,NS,37
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,Integrin Mediated Signaling Pathway,GO:BP,-0.853,1.288,0.8974,0.692,NS,19
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,Actin Filament Based Movement,GO:BP,-0.989,1.151,0.796,0.786,NS,40
GOBP_CELL_FATE_COMMITMENT,Cell Fate Commitment,GO:BP,-1.311,0.829,0.5649,0.9601,NS,10
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,Vesicle Mediated Transport In Synapse,GO:BP,-1.067,1.072,0.7335,0.843,NS,41
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING,Negative Regulation Of Torc1 Signaling,GO:BP,-1.418,0.719,0.4653,0.9864,NS,12
GOBP_CELL_CELL_JUNCTION_ORGANIZATION,Cell Cell Junction Organization,GO:BP,0.902,1.235,0.8699,0.7149,NS,25
HALLMARK_PEROXISOME,Peroxisome,Hallmark,1.073,1.064,0.7335,0.8431,NS,36
GOBP_ACTIN_FILAMENT_ORGANIZATION,Actin Filament Organization,GO:BP,-1.014,1.122,0.7794,0.786,NS,83
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS,Negative Regulation Of RNA Catabolic Process,GO:BP,-1.049,1.086,0.7586,0.843,NS,20
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,Regulation Of Actin Filament Organization,GO:BP,-1.3,0.834,0.4819,0.9733,NS,46
GOBP_NUCLEUS_ORGANIZATION,Nucleus Organization,GO:BP,-1.251,-0.882,0.5759,0.9532,NS,26
GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Canonical Nf Kappab Signal Transduction,GO:BP,-1.222,0.908,0.5759,0.9461,NS,44
GOBP_CELLULAR_RESPONSE_TO_KETONE,Cellular Response To Ketone,GO:BP,0.935,1.193,0.8322,0.7768,NS,17
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,Skeletal Muscle Organ Development,GO:BP,-1.414,0.713,0.3958,0.9993,NS,46
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS,Triglyceride Metabolic Process,GO:BP,1.028,-1.095,0.7754,0.843,NS,14
GOBP_ENDOTHELIAL_CELL_MIGRATION,Endothelial Cell Migration,GO:BP,0.957,1.166,0.8178,0.7746,NS,32
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,Protein Localization To Endoplasmic Reticulum,GO:BP,-1.021,1.101,0.7794,0.843,NS,17
GOBP_PLATELET_AGGREGATION,Platelet Aggregation,GO:BP,-0.999,1.123,0.7901,0.8324,NS,19
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,Positive Regulation Of Developmental Growth,GO:BP,-1.381,-0.74,0.4819,0.9864,NS,17
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION,Positive Regulation Of Insulin Secretion,GO:BP,-1.302,0.818,0.5508,0.9663,NS,17
HALLMARK_COMPLEMENT,Complement,Hallmark,-1.354,-0.766,0.4652,0.9961,NS,41
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,Regulation Of Generation Of Precursor Meta...,GO:BP,0.778,1.341,0.9401,0.5729,NS,36
HALLMARK_SPERMATOGENESIS,Spermatogenesis,Hallmark,0.496,-1.623,0.9917,0.3761,NS,10
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,Regulation Of Glucose Metabolic Process,GO:BP,-1.366,-0.751,0.4819,0.9864,NS,18
GOBP_RESPONSE_TO_BMP,Response To Bmp,GO:BP,1.066,1.05,0.7541,0.858,NS,10
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,Positive Regulation Of Intracellular Trans...,GO:BP,-1.238,0.877,0.5798,0.9535,NS,27
GOBP_MYOBLAST_DIFFERENTIATION,Myoblast Differentiation,GO:BP,-1.682,0.431,0.2537,0.9996,NS,17
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,Regulation Of Leukocyte Mediated Immunity,GO:BP,-1.249,-0.864,0.5762,0.9581,NS,22
GOBP_LONG_TERM_SYNAPTIC_POTENTIATION,Long Term Synaptic Potentiation,GO:BP,0.797,-1.316,0.912,0.6781,NS,12
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,Regulation Of Synapse Structure Or Activity,GO:BP,-0.91,1.2,0.8664,0.7437,NS,27
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Positive Regulation Of Intrinsic Apoptotic...,GO:BP,-1.467,-0.642,0.4283,0.9993,NS,15
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION,Regulation Of Microtubule Cytoskeleton Org...,GO:BP,-1.283,-0.826,0.5333,0.9733,NS,33
GOBP_GLIOGENESIS,Gliogenesis,GO:BP,-1.216,0.893,0.5759,0.9524,NS,44
GOBP_L_AMINO_ACID_CATABOLIC_PROCESS,L Amino Acid Catabolic Process,GO:BP,1.14,-0.969,0.6741,0.9206,NS,23
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,Negative Regulation Of Phosphorus Metaboli...,GO:BP,-0.903,-1.206,0.8734,0.7254,NS,36
HALLMARK_ESTROGEN_RESPONSE_EARLY,Estrogen Response Early,Hallmark,-0.857,-1.252,0.8916,0.7254,NS,17
GOBP_RRNA_METABOLIC_PROCESS,Rrna Metabolic Process,GO:BP,-1.218,-0.89,0.6,0.9502,NS,28
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Establishment Of Protein Localization To P...,GO:BP,-1.215,0.893,0.6256,0.9327,NS,15
GOBP_AXONAL_TRANSPORT,Axonal Transport,GO:BP,-0.89,1.218,0.8699,0.7746,NS,13
GOBP_EPITHELIAL_CELL_DEVELOPMENT,Epithelial Cell Development,GO:BP,-1.233,-0.873,0.5819,0.9535,NS,26
GOBP_PLATELET_ACTIVATION,Platelet Activation,GO:BP,-1.103,1.002,0.7169,0.8851,NS,21
GOBP_RESPONSE_TO_ISCHEMIA,Response To Ischemia,GO:BP,-1.193,-0.91,0.6291,0.926,NS,13
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,Positive Regulation Of Intracellular Prote...,GO:BP,-1.16,-0.943,0.6597,0.9244,NS,16
GOBP_VESICLE_TARGETING,Vesicle Targeting,GO:BP,-0.742,1.36,0.9327,0.6399,NS,10
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,Adaptive Immune Response Based On Somatic ...,GO:BP,-0.849,-1.253,0.912,0.6665,NS,37
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS,Glycoprotein Metabolic Process,GO:BP,-0.803,-1.299,0.9156,0.6665,NS,19
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,Antigen Processing And Presentation,GO:BP,-1.534,-0.567,0.3852,0.9993,NS,16
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,Response To Tumor Necrosis Factor,GO:BP,-1.431,-0.67,0.4271,0.9993,NS,24
GOBP_INSULIN_SECRETION,Insulin Secretion,GO:BP,-1.367,0.734,0.4653,0.9961,NS,30
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY,Regulation Of Cation Channel Activity,GO:BP,0.912,-1.189,0.8514,0.7838,NS,15
GOBP_ANATOMICAL_STRUCTURE_MATURATION,Anatomical Structure Maturation,GO:BP,-0.889,1.212,0.8699,0.7701,NS,16
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,Positive Regulation Of Endothelial Cell Mi...,GO:BP,0.841,1.26,0.8974,0.7268,NS,15
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT,In Utero Embryonic Development,GO:BP,-1.268,-0.831,0.5382,0.9766,NS,39
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Negative Regulation Of Monoatomic Ion Tran...,GO:BP,-0.981,-1.118,0.8017,0.8324,NS,24
GOBP_DNA_REPLICATION,DNA Replication,GO:BP,-1.288,0.81,0.5665,0.9692,NS,17
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,Nuclear Envelope Organization,GO:BP,-1.156,-0.942,0.6703,0.9244,NS,17
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM,Regulation Of Circadian Rhythm,GO:BP,-1.297,0.799,0.5633,0.9733,NS,16
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,Regulation Of Fatty Acid Metabolic Process,GO:BP,-1.147,-0.949,0.6741,0.9237,NS,19
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,Cellular Response To Biotic Stimulus,GO:BP,-1.442,0.653,0.4169,0.9993,NS,24
GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS,Secondary Alcohol Metabolic Process,GO:BP,-1.016,-1.078,0.7819,0.843,NS,26
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,Sensory Perception Of Light Stimulus,GO:BP,0.954,-1.137,0.8178,0.8324,NS,13
GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,Pteridine Containing Compound Metabolic Pr...,GO:BP,-0.879,-1.212,0.8713,0.7768,NS,10
GOBP_MRNA_CATABOLIC_PROCESS,Mrna Catabolic Process,GO:BP,-0.961,-1.127,0.8186,0.8039,NS,37
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,Positive Regulation Of Receptor Mediated E...,GO:BP,-0.88,1.208,0.8709,0.7768,NS,10
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,Endoplasmic Reticulum To Golgi Vesicle Med...,GO:BP,1.144,0.942,0.6415,0.9245,NS,40
GOBP_CELL_GROWTH,Cell Growth,GO:BP,-1.375,0.71,0.4042,0.9993,NS,62
GOBP_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,GO:BP,1.216,0.869,0.5207,0.9725,NS,98
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,Chaperone Mediated Protein Folding,GO:BP,0.797,1.287,0.9327,0.6399,NS,39
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY,Regulation Of Synaptic Plasticity,GO:BP,-1.293,-0.789,0.5443,0.9789,NS,23
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,Cellular Response To Topologically Incorre...,GO:BP,-1.014,-1.068,0.7794,0.8431,NS,23
HALLMARK_TNFA_SIGNALING_VIA_NFKB,TNFa Signaling Via Nfkb,Hallmark,-0.872,1.209,0.8778,0.7768,NS,10
GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION,Ires Dependent Viral Translational Initiation,GO:BP,0.903,1.177,0.856,0.8039,NS,10
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,Protein RNA Complex Organization,GO:BP,1.368,-0.711,0.4271,0.9993,NS,51
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,Negative Regulation Of Kinase Activity,GO:BP,-0.517,-1.562,0.9938,0.3921,NS,18
GOBP_MRNA_TRANSPORT,Mrna Transport,GO:BP,-0.652,1.425,0.9636,0.5662,NS,12
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,Regulation Of Lymphocyte Mediated Immunity,GO:BP,-1.188,-0.888,0.628,0.9498,NS,20
GOBP_LIPID_MODIFICATION,Lipid Modification,GO:BP,1.098,0.978,0.7059,0.9168,NS,41
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION,Negative Regulation Of Phosphorylation,GO:BP,0.577,-1.499,0.9882,0.4637,NS,23
GOBP_FOCAL_ADHESION_ASSEMBLY,Focal Adhesion Assembly,GO:BP,-0.853,1.222,0.8974,0.7627,NS,16
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION,Regulation Of Neuron Differentiation,GO:BP,-1.408,0.666,0.4678,0.9961,NS,16
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,Positive Regulation Of DNA Binding Transcr...,GO:BP,-0.726,-1.348,0.949,0.6284,NS,17
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS,Cellular Response To Osmotic Stress,GO:BP,1.086,-0.987,0.7335,0.8998,NS,17
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,Inflammatory Response To Antigenic Stimulus,GO:BP,-0.989,-1.084,0.7929,0.8431,NS,11
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,Retrograde Transport Endosome To Golgi,GO:BP,0.82,1.253,0.912,0.7268,NS,20
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE,Signal Transduction In Response To DNA Damage,GO:BP,-0.913,-1.158,0.8514,0.7926,NS,18
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,Positive Regulation Of Leukocyte Mediated ...,GO:BP,-1.385,0.684,0.4819,0.9961,NS,17
GOBP_REGULATION_OF_LIPID_TRANSPORT,Regulation Of Lipid Transport,GO:BP,-1.202,0.867,0.6256,0.9535,NS,20
GOBP_RNA_SPLICING,RNA Splicing,GO:BP,-1.031,-1.037,0.7726,0.8559,NS,55
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,Ribonucleoprotein Complex Biogenesis,GO:BP,1.207,-0.858,0.5508,0.9789,NS,87
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION,Maintenance Of Protein Location,GO:BP,-1.272,-0.792,0.5759,0.9733,NS,14
GOBP_POSITIVE_REGULATION_OF_GROWTH,Positive Regulation Of Growth,GO:BP,-1.289,-0.774,0.5321,0.9864,NS,30
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,Organic Acid Biosynthetic Process,GO:BP,1.029,1.034,0.7726,0.8563,NS,60
GOBP_NUCLEOSIDE_METABOLIC_PROCESS,Nucleoside Metabolic Process,GO:BP,0.694,-1.369,0.9494,0.6284,NS,10
GOBP_REGULATION_OF_CELL_GROWTH,Regulation Of Cell Growth,GO:BP,-1.317,0.745,0.4682,0.9961,NS,51
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,Regulation Of Membrane Potential,GO:BP,-1.267,-0.795,0.5016,0.9961,NS,63
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,Cellular Component Disassembly,GO:BP,-1.168,-0.892,0.5819,0.9601,NS,86
GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS,Regulation Of Mrna Catabolic Process,GO:BP,-1.069,-0.991,0.7471,0.8932,NS,26
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,Negative Regulation Of Transforming Growth...,GO:BP,1.001,-1.058,0.7881,0.854,NS,13
GOBP_GLYCEROLIPID_METABOLIC_PROCESS,Glycerolipid Metabolic Process,GO:BP,0.991,-1.068,0.7964,0.843,NS,36
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,DNA Templated Transcription Initiation,GO:BP,-1.192,-0.866,0.628,0.9532,NS,14
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of Transmembrane Trans...,GO:BP,-0.86,-1.198,0.9091,0.7268,NS,38
GOBP_REGULATION_OF_CELL_SIZE,Regulation Of Cell Size,GO:BP,-1.274,-0.781,0.5508,0.9864,NS,27
HALLMARK_KRAS_SIGNALING_UP,KRAS Signaling Up,Hallmark,-0.809,-1.246,0.912,0.7268,NS,18
GOBP_VITAMIN_METABOLIC_PROCESS,Vitamin Metabolic Process,GO:BP,-0.827,-1.228,0.9091,0.7437,NS,18
GOBP_PIGMENT_METABOLIC_PROCESS,Pigment Metabolic Process,GO:BP,-0.933,-1.121,0.8322,0.8397,NS,12
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Intrinsic Apoptotic...,GO:BP,0.957,1.097,0.8178,0.843,NS,24
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT,Peripheral Nervous System Axon Ensheathment,GO:BP,1.006,1.047,0.785,0.858,NS,10
GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS,Negative Regulation Of Mrna Catabolic Process,GO:BP,-1.224,0.828,0.6183,0.9601,NS,17
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Negative Regulation Of Transmembrane Recep...,GO:BP,0.947,-1.104,0.8212,0.843,NS,17
GOBP_BLASTOCYST_DEVELOPMENT,Blastocyst Development,GO:BP,-1.131,0.919,0.6932,0.926,NS,12
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Proteasomal Protein...,GO:BP,-1.056,-0.994,0.7545,0.8916,NS,30
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION,Regulation Of Spindle Organization,GO:BP,-0.965,1.085,0.8121,0.8431,NS,12
GOBP_LYSOSOMAL_TRANSPORT,Lysosomal Transport,GO:BP,-0.955,-1.095,0.8178,0.843,NS,23
GOBP_CELLULAR_RESPONSE_TO_HEAT,Cellular Response To Heat,GO:BP,-1.322,0.727,0.5252,0.9934,NS,19
GOBP_GLUCOSE_METABOLIC_PROCESS,Glucose Metabolic Process,GO:BP,1.167,-0.881,0.6203,0.9601,NS,60
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,Leukocyte Mediated Cytotoxicity,GO:BP,-1.388,-0.658,0.4682,0.9993,NS,19
