pathway,padj,NES,size,database,pval,ES,log2err,contrast
GOBP_SPERM_EGG_RECOGNITION,0.6793062555860829,1.0418640568760655,11,GO:BP,0.4068569163694015,0.3929545326100347,0.02838906066286904,Acute_HR
GOBP_SPHINGOLIPID_METABOLIC_PROCESS,0.8939723798214364,-0.8006325415969477,10,GO:BP,0.7232704402515723,-0.3040490565036897,0.01938529382048199,Acute_HR
GOBP_SPINDLE_ASSEMBLY,0.338232970505618,1.3566342300090881,23,GO:BP,0.10642414860681114,0.4122941274083587,0.05982995162051609,Acute_HR
GOBP_SPINDLE_ORGANIZATION,0.08092128717515715,1.6154058041896249,41,GO:BP,0.011674641148325358,0.4273114039033032,0.18491588197177058,Acute_HR
GOBP_SPROUTING_ANGIOGENESIS,0.9749703699083027,-0.6748410625834156,15,GO:BP,0.8880918220946915,-0.22578922924722436,0.016500963946713052,Acute_HR
GOBP_STEM_CELL_DIFFERENTIATION,0.16940043463754656,1.5527922793918,20,GO:BP,0.03576952822892498,0.489163386779646,0.10522822140432425,Acute_HR
GOBP_STEROID_BIOSYNTHETIC_PROCESS,0.9918104816322313,0.6159546571142023,29,GO:BP,0.9636224392111813,0.17691766304080966,0.014333840990794083,Acute_HR
GOBP_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.7257203901215825,0.9879044405358607,18,GO:BP,0.46419512195121954,0.3205400087983791,0.025825371170987543,Acute_HR
GOBP_STEROID_METABOLIC_PROCESS,0.895931793523235,0.8481334778165848,48,GO:BP,0.7330927051671733,0.21655205192029822,0.01820159026488622,Acute_HR
GOBP_STEROL_BIOSYNTHETIC_PROCESS,0.60507219722906,1.1050393443696966,16,GO:BP,0.32700135685210313,0.37088633110533736,0.03203136981461935,Acute_HR
GOBP_STEROL_HOMEOSTASIS,0.794372547382483,0.9137680289289839,13,GO:BP,0.5686350435624395,0.3253334024271218,0.022375565580758854,Acute_HR
GOBP_STEROL_TRANSPORT,0.9682864759672194,0.695180555374603,19,GO:BP,0.8772100252574315,0.22219978223484502,0.01590328175623272,Acute_HR
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,0.8428837687586364,0.8678372842279295,12,GO:BP,0.6291015625,0.31749219926416317,0.02093229634556374,Acute_HR
GOBP_STRESS_FIBER_ASSEMBLY,0.9684928573613533,0.7038069848900175,21,GO:BP,0.8780819258396428,0.21942048202581657,0.015877620104332656,Acute_HR
GOBP_STRESS_GRANULE_ASSEMBLY,0.16243262165487332,1.61694093817134,10,GO:BP,0.033313621131480384,0.6240057065835392,0.11020061442674668,Acute_HR
GOBP_STRIATED_MUSCLE_ADAPTATION,0.6793062555860829,1.030995195142853,18,GO:BP,0.4064390243902439,0.33452143280469493,0.02813059513825945,Acute_HR
GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,0.40526370929118777,1.3222923860662539,12,GO:BP,0.149609375,0.4837514190185122,0.05010828060671096,Acute_HR
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.5327882666914837,1.1192847324411948,81,GO:BP,0.2540368006008261,0.25608166036351326,0.03647983573161033,Acute_HR
GOBP_STRIATED_MUSCLE_CONTRACTION,0.7282287922327743,0.9896052450246682,70,GO:BP,0.47150648862140304,0.2325628072985007,0.02494518148805025,Acute_HR
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,0.7282287922327743,0.9893278714539807,22,GO:BP,0.47329721362229105,0.3037813994428657,0.025356953759916163,Acute_HR
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,0.33461240066259884,1.3630754056464005,23,GO:BP,0.10390866873065016,0.4142516623357001,0.06059211584548777,Acute_HR
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS,0.33620028843973565,-1.396034560548643,10,GO:BP,0.10509231081355244,-0.5301595537632293,0.06175630576956091,Acute_HR
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,0.08823126841757782,-1.6098841719550423,41,GO:BP,0.012978857023236342,-0.4174538862872764,0.183397180948084,Acute_HR
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS,0.11893530534613218,-1.6565597821868796,11,GO:BP,0.020581113801452784,-0.6101146869378861,0.142470368773132,Acute_HR
GOBP_SUPEROXIDE_METABOLIC_PROCESS,0.6655508426541717,1.0523029208573562,14,GO:BP,0.38407356681666993,0.3682624645762061,0.029196637937507458,Acute_HR
GOBP_SYMBIONT_ENTRY_INTO_HOST,0.7503523957915302,0.961133418391691,21,GO:BP,0.508639099204038,0.29964516192970353,0.024216539293000088,Acute_HR
GOBP_SYNAPSE_ASSEMBLY,0.8118916868932039,0.900069627559276,15,GO:BP,0.59125512395081,0.3085246609641707,0.02188913397080536,Acute_HR
GOBP_SYNAPTIC_VESICLE_RECYCLING,0.44139356641244426,1.2416257727141577,22,GO:BP,0.17917956656346748,0.3812515806970078,0.045175062690247146,Acute_HR
GOBP_TELENCEPHALON_DEVELOPMENT,0.42904321098469567,1.2525999617485954,25,GO:BP,0.17082607854517315,0.3730308663142446,0.04637202841384966,Acute_HR
GOBP_TELOMERASE_RNA_LOCALIZATION,0.16705062319097408,1.6109397460865043,10,GO:BP,0.03508771929824561,0.6216897419005765,0.1073213162511205,Acute_HR
GOBP_TEMPERATURE_HOMEOSTASIS,0.24716206406676552,-1.4275751229258125,24,GO:BP,0.062098944317946596,-0.4229206757430658,0.0821057009024537,Acute_HR
GOBP_TERPENOID_METABOLIC_PROCESS,0.49615878576997785,1.2011147387730365,17,GO:BP,0.22640046520643536,0.3947995906606303,0.03968161484343965,Acute_HR
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,0.5442161039704988,-1.1771244532787837,10,GO:BP,0.26171637248934876,-0.447026021066991,0.03749617807355256,Acute_HR
GOBP_TETRAPYRROLE_METABOLIC_PROCESS,0.3463624593204325,-1.365317501864819,15,GO:BP,0.11047345767575323,-0.4568097638333889,0.060473100247709854,Acute_HR
GOBP_TISSUE_HOMEOSTASIS,0.9928207766485299,-0.5614416524177415,21,GO:BP,0.9797979797979798,-0.17241384978031427,0.015160011506126642,Acute_HR
GOBP_TISSUE_MIGRATION,0.6793062555860829,1.0438678451249939,11,GO:BP,0.4040824415378518,0.39371029116568357,0.02851145659711858,Acute_HR
GOBP_TISSUE_REGENERATION,0.9437757491629462,-0.7282293881309838,15,GO:BP,0.8253740520598484,-0.24365196692658025,0.017572454906942415,Acute_HR
GOBP_TORC1_SIGNALING,0.9803655723537028,0.6491692455626531,24,GO:BP,0.9338619222587508,0.19535635625609898,0.01493092867227307,Acute_HR
GOBP_TOR_SIGNALING,0.9251453488372093,-0.7980981413999334,35,GO:BP,0.7929817275747508,-0.2145270539835621,0.018356157816104873,Acute_HR
GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER,0.11893530534613218,1.6593311614867725,12,GO:BP,0.020703125,0.6070546971678944,0.13971521655337235,Acute_HR
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,0.18421325601440344,1.5036719070563138,27,GO:BP,0.04090732842186894,0.43996941034567316,0.09838492536965289,Acute_HR
GOBP_TRANSITION_METAL_ION_TRANSPORT,0.13026812016653683,1.6181890197232005,17,GO:BP,0.02422950184144214,0.5318895372567447,0.12848971465340803,Acute_HR
GOBP_TRANSLATIONAL_ELONGATION,0.16164306633124398,1.5549562201151745,22,GO:BP,0.03289473684210526,0.47746231582938775,0.10986947213170659,Acute_HR
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS,0.7257203901215825,-0.9929958417710244,12,GO:BP,0.46497337156902907,-0.35647499406907546,0.026626643306864317,Acute_HR
GOBP_TRNA_METABOLIC_PROCESS,0.8118916868932039,0.9199944935266323,39,GO:BP,0.5896895362207742,0.2462440399819713,0.021642815094964542,Acute_HR
GOBP_TRNA_PROCESSING,0.9803655723537028,-0.6328526635385184,15,GO:BP,0.9237548678007789,-0.2117406942908911,0.015928992956591444,Acute_HR
GOBP_TUBE_FORMATION,0.12772517296879246,1.6463459267957679,12,GO:BP,0.023046875,0.6023041398976152,0.13230852260538306,Acute_HR
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,0.8694515582480445,-0.8606149121858637,16,GO:BP,0.6632252735907496,-0.2840136376825428,0.02097551441598935,Acute_HR
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,0.4156773996505229,1.2891803614998825,17,GO:BP,0.1593332041093235,0.4237462605177905,0.04822336963919134,Acute_HR
GOBP_TYPE_I_INTERFERON_PRODUCTION,0.4029976124713262,1.3022624246065049,18,GO:BP,0.14848780487804877,0.42253804306694487,0.0502863396522084,Acute_HR
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.6657255219750627,1.0533546982270234,10,GO:BP,0.39030159668835007,0.4065079479610488,0.029040238666206187,Acute_HR
GOBP_T_CELL_DIFFERENTIATION,0.5593507285904268,1.1445840230215254,17,GO:BP,0.2787361891839504,0.3762182655648717,0.03521054254564117,Acute_HR
GOBP_T_CELL_MEDIATED_IMMUNITY,0.7329180595007562,-0.9823674807118091,17,GO:BP,0.4794548833367747,-0.31849762452548264,0.026238056766879715,Acute_HR
GOBP_T_CELL_PROLIFERATION,0.8809138710447864,0.8421018465458843,19,GO:BP,0.6846706819506508,0.2691600699637351,0.01955975858897112,Acute_HR
GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.8764544669030921,-0.8417184182908077,13,GO:BP,0.6768658259251602,-0.29511416401277896,0.020680842190604835,Acute_HR
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,0.9718133115778138,-0.7225672104947558,26,GO:BP,0.8838415266542211,-0.2091901260319669,0.016745161544605425,Acute_HR
GOBP_VACUOLAR_TRANSPORT,0.5067848205763228,1.1755314413763298,26,GO:BP,0.23528276394518433,0.3463966432676654,0.03873001075931342,Acute_HR
GOBP_VACUOLE_ORGANIZATION,0.5838813323101079,1.1059113194657384,40,GO:BP,0.30318740399385563,0.29420972069471785,0.0333233764028717,Acute_HR
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,0.44308217788486925,-1.272844953054712,10,GO:BP,0.18299857983363765,-0.483376938788724,0.04583293029103745,Acute_HR
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,1,-0.40551062672327315,29,GO:BP,0.9997907512031806,-0.11430800621533335,0.015084236939089387,Acute_HR
GOBP_VASCULAR_TRANSPORT,0.7859823999300494,-0.9165663889735892,10,GO:BP,0.559748427672956,-0.34807621638080577,0.023375259707737385,Acute_HR
GOBP_VESICLE_BUDDING_FROM_MEMBRANE,0.818497826789381,0.9034286124638259,26,GO:BP,0.5994981663771473,0.26621545606898744,0.021496365992353047,Acute_HR
GOBP_VESICLE_LOCALIZATION,0.9803655723537028,0.6790400425172773,35,GO:BP,0.9288468954878519,0.18639060022543075,0.014966849604753626,Acute_HR
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS,0.42735003913237923,1.2908625824422248,12,GO:BP,0.1689453125,0.47225304523763545,0.04689852694791824,Acute_HR
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,0.3571607539433973,1.2917683426004167,41,GO:BP,0.11827751196172248,0.3417019689806884,0.056236205398971784,Acute_HR
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE,0.5541335289818244,1.1395995828629124,28,GO:BP,0.2719721846629322,0.32978738376293876,0.035646088040002646,Acute_HR
GOBP_VESICLE_ORGANIZATION,0.5726064775263227,1.0959937595308564,65,GO:BP,0.29477259860351007,0.2616396669029273,0.033538078140941,Acute_HR
GOBP_VESICLE_TARGETING,0.9918104816322313,-0.5608319632000276,11,GO:BP,0.9689265536723164,-0.2065556711758585,0.015011881330445015,Acute_HR
GOBP_VIRAL_GENE_EXPRESSION,0.08000788255000493,1.7228602451795738,21,GO:BP,0.011259949524364201,0.5371228668887007,0.18970683345051784,Acute_HR
GOBP_VIRAL_RELEASE_FROM_HOST_CELL,0.6655508426541717,1.046267188547654,15,GO:BP,0.389225063439391,0.35863806503496576,0.028912821198766724,Acute_HR
GOBP_VIRAL_TRANSLATION,0.2539246961805556,1.4945724261888353,12,GO:BP,0.0646484375,0.5467788664696762,0.07803528407169529,Acute_HR
GOBP_VIRION_ASSEMBLY,0.8838004242980667,-0.8281982234341208,13,GO:BP,0.6975397973950795,-0.29037386022980705,0.02022003055862687,Acute_HR
GOBP_VITAMIN_METABOLIC_PROCESS,0.9557973507841394,0.7283820555615753,21,GO:BP,0.8470199961172588,0.22708206249935275,0.016400553154943712,Acute_HR
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,0.9803655723537028,0.6472136366873618,18,GO:BP,0.9235121951219513,0.2099979069692897,0.015220932230712091,Acute_HR
GOBP_WNT_SIGNALING_PATHWAY,0.18892479913333937,1.4506098395408993,41,GO:BP,0.042488038277511964,0.38371914069054835,0.09585696237894661,Acute_HR
GOBP_WOUND_HEALING,0.5889442322816514,1.0825541550597984,69,GO:BP,0.30904994367254973,0.2549767622383272,0.03250782833531927,Acute_HR
GOBP_XENOBIOTIC_METABOLIC_PROCESS,0.8591181332444173,0.8621975696515096,17,GO:BP,0.6481876332622601,0.28339944268332523,0.020356461783895673,Acute_HR
HALLMARK_ALLOGRAFT_REJECTION,0.2359061113697069,1.4575462530877714,26,Hallmark,0.05848291835552982,0.42949861799173605,0.0816849181752493,Acute_HR
HALLMARK_ANDROGEN_RESPONSE,0.8118916868932039,0.9130295692478368,24,Hallmark,0.5907948172500483,0.27476059751989346,0.021755095991725464,Acute_HR
HALLMARK_APICAL_JUNCTION,0.20183838690008354,1.4628384610210896,34,Hallmark,0.0466769112562428,0.40388132281265043,0.09151407659930252,Acute_HR
HALLMARK_APOPTOSIS,0.30762199151060554,1.3726656634769778,32,Hallmark,0.08715684392397773,0.3846606353428401,0.06619244226344878,Acute_HR
HALLMARK_BILE_ACID_METABOLISM,0.7174163892251817,-0.9983810178482194,21,Hallmark,0.4543393114821686,-0.3065941297613649,0.027137567507901802,Acute_HR
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.8035909975999638,-0.9163167997333769,16,Hallmark,0.5793929382614083,-0.3023959541915281,0.023103295947748025,Acute_HR
HALLMARK_COAGULATION,0.22971083077879328,1.4650218708394658,25,Hallmark,0.05629715612304121,0.43629122971204976,0.08340652120399722,Acute_HR
HALLMARK_COMPLEMENT,0.10693580517250566,1.5749493314199907,39,Hallmark,0.01686469911843618,0.42154805149878477,0.15355353685909953,Acute_HR
HALLMARK_DNA_REPAIR,0.9485255173214536,0.7464117618313743,25,Hallmark,0.8338169858773458,0.2222853541799666,0.016578473162139402,Acute_HR
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.9954552073513744,0.5816192358716019,40,Hallmark,0.9877112135176651,0.1547303386126165,0.01401904275661311,Acute_HR
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.9671284780624535,0.6993810762227504,17,Hallmark,0.8734250823803063,0.2298825863136027,0.01593221035267821,Acute_HR
HALLMARK_ESTROGEN_RESPONSE_LATE,0.3153157237778964,1.3618931732046669,32,Hallmark,0.0921482050297562,0.38164187187943743,0.06428513733333485,Acute_HR
HALLMARK_GLYCOLYSIS,0.060479041916167674,-1.6142379865722876,61,Hallmark,0.007057313943541489,-0.3836047586129513,0.2526439095662764,Acute_HR
HALLMARK_HEME_METABOLISM,0.8193315923065756,-0.9215065731254466,52,Hallmark,0.600881797186647,-0.22627531379283877,0.022786913025743427,Acute_HR
HALLMARK_HYPOXIA,0.7548639223118069,0.9663670714828064,50,Hallmark,0.5160183066361556,0.24465045928240373,0.023689317982252087,Acute_HR
HALLMARK_IL2_STAT5_SIGNALING,0.9841695819555599,-0.6394558151336899,23,Hallmark,0.9424906909391808,-0.19184124011149262,0.01577228430789121,Acute_HR
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.5137317152269275,-1.1935215113182487,11,Hallmark,0.24051654560129138,-0.4395766522052496,0.039226535163338495,Acute_HR
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.6713713349116737,1.0404861090538207,22,Hallmark,0.3955108359133127,0.31948996427716075,0.02846761177077695,Acute_HR
HALLMARK_KRAS_SIGNALING_DN,0.16705062319097408,-1.5906753819116057,12,Hallmark,0.035026628430970916,-0.5710356211778752,0.10954123067857044,Acute_HR
HALLMARK_KRAS_SIGNALING_UP,0.7675872551550087,0.9381562161519745,16,Hallmark,0.5344058926148478,0.3148750483728147,0.023386966903810348,Acute_HR
HALLMARK_MTORC1_SIGNALING,0.9076195187227238,0.8547520682195023,87,Hallmark,0.7593603010348071,0.1931341586268539,0.017539621949243907,Acute_HR
HALLMARK_MYOGENESIS,0.7702038071043769,0.9616423241372506,99,Hallmark,0.5397963032817804,0.21287503461820173,0.022786913025743427,Acute_HR
HALLMARK_P53_PATHWAY,0.7723427259189318,-0.9412558130361122,25,Hallmark,0.542933995447962,-0.2753000540146771,0.02419151326243238,Acute_HR
HALLMARK_PEROXISOME,0.41453546376878336,-1.2355019393901425,37,Hallmark,0.15830915872358062,-0.3272560233845973,0.050179300088120354,Acute_HR
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.7435360754670346,0.976137131508797,36,Hallmark,0.49171483622350676,0.26622142225683354,0.02464988395049593,Acute_HR
HALLMARK_PROTEIN_SECRETION,0.4756562566781137,1.1913663649981063,37,Hallmark,0.20923493044822256,0.3234601139071792,0.04140792290477181,Acute_HR
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.47263370118845505,1.2035569049739436,23,Hallmark,0.20723684210526316,0.3657724631636435,0.04166736699834084,Acute_HR
HALLMARK_SPERMATOGENESIS,0.892911743742717,-0.8074635650223067,10,Hallmark,0.7137350375329682,-0.30664321314800025,0.019585498840364694,Acute_HR
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.8873695336239925,0.8151064468254285,11,Hallmark,0.7078874355925485,0.30742952569081045,0.019355752732418994,Acute_HR
HALLMARK_UV_RESPONSE_DN,0.9914336909280728,-0.5859189193201501,15,Hallmark,0.9577782332445173,-0.19603753910323254,0.015405334529068771,Acute_HR
HALLMARK_UV_RESPONSE_UP,0.6676733493658596,1.0366050265748668,37,Hallmark,0.39238794435857804,0.28144187197461623,0.028581916108963382,Acute_HR
HALLMARK_XENOBIOTIC_METABOLISM,0.9076195187227238,0.8359142813548616,55,Hallmark,0.7628047628047628,0.2066254996406913,0.017539621949243907,Acute_HR
SIG_BCR_SIGNALING_PATHWAY,0.3108963542465613,-1.419896937543453,12,Other,0.08951249487914789,-0.5097279677292104,0.06752914363158005,Acute_HR
SIG_CHEMOTAXIS,0.44495825206485107,1.2554930599339396,15,Other,0.18582861604528597,0.430356228894612,0.0444897082298492,Acute_HR
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES,0.387104743465634,1.3182968065680745,19,Other,0.13677870604235476,0.4213657316443106,0.05244486926572743,Acute_HR
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,0.4084499905500535,1.2993357826389398,16,Other,0.15274277960845126,0.4360983921090274,0.04934451725463025,Acute_HR
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES,0.324379669637539,1.3930914230838387,19,Other,0.09772683116378474,0.4452722511429552,0.06272080965934694,Acute_HR
WNT_SIGNALING,0.06464501696875877,1.80330886292605,12,Other,0.0080078125,0.6597279320077905,0.22623238004642038,Acute_HR
HALLMARK_HEME_METABOLISM,7.99321071233385e-9,2.6128500098059315,52,Hallmark,5.6329885217292816e-12,0.7409165224903522,0.8870749883998732,Acute_LR
HALLMARK_KRAS_SIGNALING_UP,0.0011357295353774323,2.2543489756109643,16,Hallmark,1.6007463500739004e-6,0.8326969412255518,0.6435518361507222,Acute_LR
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.003588332835754124,2.2050850785289735,21,GO:BP,7.586327348317387e-6,0.7579351532748615,0.610526878385931,Acute_LR
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,0.006302984784303942,2.1289882421794313,25,GO:BP,2.220924871143038e-5,0.70412495128377794,0.5756102610711286,Acute_LR
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,0.0081326122363885,2.0686176278215633,42,GO:BP,3.438736675005708e-5,0.6136815920308027,0.557332238758646,Acute_LR
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.01525769977752776,2.024130178962565,34,GO:BP,7.526701793001714e-5,0.6292838310992699,0.5384340963099162,Acute_LR
HALLMARK_COMPLEMENT,0.018250703588877305,2.008188288477619,39,Hallmark,1.028933253777438e-4,0.6047179965012648,0.5384340963099162,Acute_LR
GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,0.027416108246771938,2.078156546724676,14,GO:BP,1.738865216497163e-4,0.7925338366710502,0.5188480777437918,Acute_LR
GOBP_LEUKOCYTE_CHEMOTAXIS,0.036887790015680384,1.9919859741086572,25,GO:BP,2.599562368969724e-4,0.6588138906494794,0.49849310876659025,Acute_LR
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,0.04487963000413471,-2.0347632281914234,18,GO:BP,3.795317547918369e-4,-0.6726863395567728,0.49849310876659025,Acute_LR
GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,0.7650841423955193,-1.0102339398663482,11,GO:BP,0.44685611993734614,-0.38644609088513915,0.02888567755215259,Acute_LR
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,0.8789408701632578,-0.8557825304574738,14,GO:BP,0.6559537572254335,-0.30568993311286174,0.02292715005777319,Acute_LR
GOBP_ACETYL_COA_METABOLIC_PROCESS,0.9874180351650902,-0.6181265627969463,17,GO:BP,0.9497759962273049,-0.207440600358731,0.01756880258947403,Acute_LR
GOBP_ACIDIC_AMINO_ACID_TRANSPORT,0.8218695857615372,-0.9387225521067758,10,GO:BP,0.5351708930540242,-0.3695491228482134,0.025488024764940016,Acute_LR
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,0.7484227301938485,1.0309034136012312,42,GO:BP,0.41187831965234184,0.30583054092748163,0.024604571182951337,Acute_LR
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,0.5744801489957357,1.207500267852297,34,GO:BP,0.2063178677196446,0.37540095123572637,0.038109308003654044,Acute_LR
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,0.21652136418943663,1.6046385645094559,19,GO:BP,0.02655018842069202,0.5654292318333088,0.11516714100944504,Acute_LR
GOBP_ACTIN_FILAMENT_ORGANIZATION,0.11083772700644406,1.574173319113715,86,GO:BP,0.005858230814294083,0.41016501976323205,0.229089382980959,Acute_LR
GOBP_ACTIN_FILAMENT_POLYMERIZATION,0.18104927152287154,1.6088840163559395,28,GO:BP,0.01736227045075125,0.5207517978549845,0.14107289711700427,Acute_LR
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,0.7846779644580771,0.9845342185611413,36,GO:BP,0.47685034235409196,0.3017469511226222,0.022440461192324648,Acute_LR
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING,0.12153822037418005,1.7286543891980934,14,GO:BP,0.009335916857495156,0.6592463390251619,0.19858448696990452,Acute_LR
GOBP_ACTIN_NUCLEATION,0.2546204916561995,1.57041937617143,12,GO:BP,0.03642562354207787,0.6243577844977946,0.10035047562952895,Acute_LR
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,0.21854582551488708,1.5478684771216003,32,GO:BP,0.027183822310624897,0.4878928152705315,0.1119013821886713,Acute_LR
GOBP_ACTION_POTENTIAL,0.8446320078302217,-0.9207030664941649,26,GO:BP,0.577373536007974,-0.27695345020849205,0.026274907958143367,Acute_LR
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,0.19464743680931226,1.5354778583070858,49,GO:BP,0.022434891747725134,0.44043194357892773,0.1199912983547285,Acute_LR
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,0.6116175054719457,1.1564265753408143,65,GO:BP,0.2301647272177724,0.3152972657445116,0.03404330597321526,Acute_LR
GOBP_ACYL_COA_METABOLIC_PROCESS,0.7463478961774315,-1.0296178592018508,38,GO:BP,0.397288842544317,-0.28296500592625207,0.034030124266766326,Acute_LR
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,0.16162965436633828,1.6432888614072687,26,GO:BP,0.014693604942394389,0.5393055915537772,0.15355353685909953,Acute_LR
GOBP_ADAPTIVE_THERMOGENESIS,0.9987616118342476,0.4565813159256772,26,GO:BP,0.9968275171147103,0.14984392729761992,0.011854987535248593,Acute_LR
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.7797941953193094,-0.9865969021290665,10,GO:BP,0.4712238147739802,-0.38839593122408533,0.027677953840704456,Acute_LR
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.8662520367588074,-0.8880383052674158,16,GO:BP,0.6125642223260159,-0.3036338152047352,0.024197765037610505,Acute_LR
GOBP_ADULT_BEHAVIOR,0.4086483184823225,1.4137148021212729,10,GO:BP,0.096579476861167,0.5901138845358834,0.06113587746534693,Acute_LR
GOBP_ADULT_LOCOMOTORY_BEHAVIOR,0.4086483184823225,1.4137148021212729,10,GO:BP,0.096579476861167,0.5901138845358834,0.06113587746534693,Acute_LR
GOBP_AEROBIC_RESPIRATION,0.23756544502617802,-1.3245732591402233,127,GO:BP,0.03197674418604651,-0.28726218186898844,0.15355353685909953,Acute_LR
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,0.8634622690969014,0.9008453743506105,30,GO:BP,0.60645375914837,0.2878895835950086,0.019047715949005884,Acute_LR
GOBP_ALCOHOL_CATABOLIC_PROCESS,0.49919517102615696,1.3282150839882474,10,GO:BP,0.1512712639473203,0.5544245285791545,0.04806418603462517,Acute_LR
GOBP_ALCOHOL_METABOLIC_PROCESS,0.7167794032824708,1.0661669557432263,70,GO:BP,0.350104821802935,0.28690255251008,0.026120848518622168,Acute_LR
GOBP_ALDEHYDE_METABOLIC_PROCESS,0.7421228957279896,1.0472624866343756,28,GO:BP,0.389983305509182,0.3389702534158807,0.02613544032300649,Acute_LR
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.9348361242307142,0.7291033919248908,13,GO:BP,0.8122994652406417,0.28441389161833847,0.01576910523251611,Acute_LR
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,0.9841084948997738,0.6993661854629232,59,GO:BP,0.9359250153657037,0.19403811809604368,0.011559141651607582,Acute_LR
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,0.8188420936999885,-0.9401872567455076,16,GO:BP,0.5324614666043904,-0.3214643355801502,0.026550986100636158,Acute_LR
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION,0.6467985842985843,1.187975577305129,10,GO:BP,0.2655935613682093,0.4958856493582578,0.03501166870217918,Acute_LR
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,0.09601969996969688,1.828480401189847,11,GO:BP,0.003976143141153081,0.7433881593525483,0.3107769199772489,Acute_LR
